GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2439
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	BOHGMGJN_00001	asd	Cluster_143500
Operon1925	BOHGMGJN_02957	Unknown_Gene	Cluster_61601
Operon1926	BOHGMGJN_02958	Unknown_Gene	Cluster_57554
Operon1926	BOHGMGJN_02959	Unknown_Gene	Cluster_57554
Operon1927	BOHGMGJN_02960	aceK	Cluster_57554
Operon1928	BOHGMGJN_02961	Unknown_Gene	Cluster_95821
Operon1929	BOHGMGJN_02962	cvfB	Cluster_95821
Operon1930	BOHGMGJN_02963	Unknown_Gene	Cluster_47518
Operon1931	BOHGMGJN_02964	Unknown_Gene	Cluster_47518
Operon1932	BOHGMGJN_02965	Unknown_Gene	Cluster_77812
Operon1932	BOHGMGJN_02966	def_2	Cluster_77812
Operon1933	BOHGMGJN_02967	Unknown_Gene	Cluster_23778
Operon1934	BOHGMGJN_02968	Unknown_Gene	Cluster_23778
Operon1935	BOHGMGJN_02969	Unknown_Gene	Cluster_62872
Operon1935	BOHGMGJN_02970	Unknown_Gene	Cluster_62872
Operon1935	BOHGMGJN_02971	Unknown_Gene	Cluster_62872
Operon1935	BOHGMGJN_02972	Unknown_Gene	Cluster_62872
Operon1936	BOHGMGJN_02973	phaJ	Cluster_165521
Operon1936	BOHGMGJN_02974	Unknown_Gene	Cluster_165521
Operon1937	BOHGMGJN_02975	fadD_2	Cluster_52643
Operon1938	BOHGMGJN_02976	fadD_3	Cluster_26844
Operon1939	BOHGMGJN_02977	puuB_4	Cluster_8063
Operon1939	BOHGMGJN_02978	puuA_4	Cluster_8063
Operon1940	BOHGMGJN_02979	Unknown_Gene	Cluster_8063
Operon1941	BOHGMGJN_02980	Unknown_Gene	Cluster_70947
Operon1942	BOHGMGJN_02981	Unknown_Gene	Cluster_39915
Operon1943	BOHGMGJN_02982	Unknown_Gene	Cluster_39915
Operon1944	BOHGMGJN_02983	btuD_4	Cluster_143672
Operon1945	BOHGMGJN_02984	ppiA	Cluster_155297
Operon1945	BOHGMGJN_02985	catD_3	Cluster_155297
Operon1945	BOHGMGJN_02986	yhaJ_1	Cluster_155297
Operon1946	BOHGMGJN_02987	Unknown_Gene	Cluster_155297
Operon1947	BOHGMGJN_02988	azoR	Cluster_107923
Operon1948	BOHGMGJN_02989	bioP	Cluster_38433
Operon1949	BOHGMGJN_02990	ybdG	Cluster_114752
Operon1950	BOHGMGJN_02991	srmB	Cluster_114752
Operon1951	BOHGMGJN_02992	Unknown_Gene	Cluster_13491
Operon1952	BOHGMGJN_02993	Unknown_Gene	Cluster_13491
Operon1953	BOHGMGJN_02994	Unknown_Gene	Cluster_132919
Operon1954	BOHGMGJN_02995	Unknown_Gene	Cluster_113302
Operon1955	BOHGMGJN_02996	Unknown_Gene	Cluster_112603
Operon1956	BOHGMGJN_02997	gltR_1	Cluster_112603
Operon1957	BOHGMGJN_02998	opuE	Cluster_89728
Operon1958	BOHGMGJN_02999	gbuA	Cluster_50281
Operon1959	BOHGMGJN_03000	Unknown_Gene	Cluster_50281
Operon1960	BOHGMGJN_03001	aer_1	Cluster_90556
Operon1961	BOHGMGJN_03002	Unknown_Gene	Cluster_142680
Operon1962	BOHGMGJN_03003	bepC_2	Cluster_30086
Operon1963	BOHGMGJN_03004	ybaN_2	Cluster_44268
Operon1963	BOHGMGJN_03005	Unknown_Gene	Cluster_44268
Operon1964	BOHGMGJN_03006	recQ	Cluster_44268
Operon1965	BOHGMGJN_03007	slyA_2	Cluster_82785
Operon1966	BOHGMGJN_03008	bamA_2	Cluster_139676
Operon1967	BOHGMGJN_03009	Unknown_Gene	Cluster_139676
Operon1968	BOHGMGJN_03010	Unknown_Gene	Cluster_51950
Operon1969	BOHGMGJN_03011	rhaR_3	Cluster_93253
Operon1970	BOHGMGJN_03012	lpxH_1	Cluster_93253
Operon1971	BOHGMGJN_03013	Unknown_Gene	Cluster_47560
Operon1972	BOHGMGJN_03014	Unknown_Gene	Cluster_47560
Operon1973	BOHGMGJN_03015	trkI_1	Cluster_115447
Operon1974	BOHGMGJN_03016	ydjA	Cluster_115447
Operon1975	BOHGMGJN_03017	sasA_9	Cluster_142679
Operon1976	BOHGMGJN_03018	Unknown_Gene	Cluster_76952
Operon1977	BOHGMGJN_03019	cpxR_1	Cluster_6157
Operon1978	BOHGMGJN_03020	yciI	NO_CLUSTER_ASSOCIATION_FOUND
Operon1978	BOHGMGJN_03021	yciB	NO_CLUSTER_ASSOCIATION_FOUND
Operon1979	BOHGMGJN_03022	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1979	BOHGMGJN_03023	yciO	NO_CLUSTER_ASSOCIATION_FOUND
Operon1979	BOHGMGJN_03024	scpA	NO_CLUSTER_ASSOCIATION_FOUND
Operon1979	BOHGMGJN_03025	scpB	NO_CLUSTER_ASSOCIATION_FOUND
Operon1980	BOHGMGJN_03026	Unknown_Gene	Cluster_64942
Operon1981	BOHGMGJN_03027	Unknown_Gene	Cluster_24420
Operon1982	BOHGMGJN_03028	aroP_2	Cluster_91730
Operon1983	BOHGMGJN_03029	gcvA_9	Cluster_82201
Operon1984	BOHGMGJN_03030	Unknown_Gene	Cluster_82201
Operon1985	BOHGMGJN_03031	yhhS_1	Cluster_123791
Operon1986	BOHGMGJN_03032	Unknown_Gene	Cluster_79449
Operon1987	BOHGMGJN_03033	Unknown_Gene	Cluster_63342
Operon1988	BOHGMGJN_03034	Unknown_Gene	Cluster_160471
Operon1988	BOHGMGJN_03035	phhA	Cluster_160471
Operon1989	BOHGMGJN_03036	tyrR_2	Cluster_41364
Operon1990	BOHGMGJN_03037	Unknown_Gene	Cluster_19055
Operon1991	BOHGMGJN_03038	acs	Cluster_19055
Operon1992	BOHGMGJN_03039	argT	Cluster_8030
Operon1993	BOHGMGJN_03040	hisQ_1	Cluster_123516
Operon1993	BOHGMGJN_03041	occM_2	Cluster_123516
Operon1993	BOHGMGJN_03042	hisP	Cluster_123516
Operon1994	BOHGMGJN_03043	cdhR_5	Cluster_118208
Operon1995	BOHGMGJN_03044	aruC	Cluster_10119
Operon1996	BOHGMGJN_03045	astA	Cluster_84892
Operon1997	BOHGMGJN_03046	aruG	Cluster_132120
Operon1997	BOHGMGJN_03047	astD	Cluster_132120
Operon1997	BOHGMGJN_03048	astB	Cluster_132120
Operon1997	BOHGMGJN_03049	Unknown_Gene	Cluster_132120
Operon1997	BOHGMGJN_03050	astE	Cluster_132120
Operon1998	BOHGMGJN_03051	alaS	Cluster_29535
Operon1999	BOHGMGJN_03052	Unknown_Gene	Cluster_115446
Operon2000	BOHGMGJN_03053	csrA2	Cluster_74267
Operon2001	BOHGMGJN_03054	Unknown_Gene	Cluster_136036
Operon2002	BOHGMGJN_03055	Unknown_Gene	Cluster_111936
Operon2003	BOHGMGJN_03056	Unknown_Gene	Cluster_135824
Operon2004	BOHGMGJN_03057	Unknown_Gene	Cluster_135027
Operon2005	BOHGMGJN_03058	Unknown_Gene	Cluster_135027
Operon2006	BOHGMGJN_03059	Unknown_Gene	Cluster_16838
Operon2007	BOHGMGJN_03060	Unknown_Gene	Cluster_23647
Operon2008	BOHGMGJN_03061	phnN	Cluster_23647
Operon2009	BOHGMGJN_03062	Unknown_Gene	Cluster_109060
Operon2010	BOHGMGJN_03063	gabP_2	Cluster_30048
Operon2011	BOHGMGJN_03064	Unknown_Gene	Cluster_127950
Operon2012	BOHGMGJN_03065	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2013	BOHGMGJN_03066	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2014	BOHGMGJN_03067	lpdV	Cluster_59613
Operon2014	BOHGMGJN_03068	bkdB	Cluster_59613
Operon2014	BOHGMGJN_03069	bkdA2	Cluster_59613
Operon2014	BOHGMGJN_03070	bkdA1	Cluster_59613
Operon2015	BOHGMGJN_03071	lrp_3	Cluster_59613
Operon2016	BOHGMGJN_03072	ipuC	Cluster_70480
Operon2017	BOHGMGJN_03073	ycaD_4	Cluster_93529
Operon2018	BOHGMGJN_03074	ycgR	Cluster_129350
Operon2019	BOHGMGJN_03075	Unknown_Gene	Cluster_154189
Operon2019	BOHGMGJN_03076	Unknown_Gene	Cluster_154189
Operon2020	BOHGMGJN_03077	Unknown_Gene	Cluster_132405
Operon2021	BOHGMGJN_03078	cheV_2	Cluster_132405
Operon2022	BOHGMGJN_03079	cheR2	Cluster_149030
Operon2023	BOHGMGJN_03080	flgB	Cluster_11363
Operon2023	BOHGMGJN_03081	flgC	Cluster_11363
Operon2023	BOHGMGJN_03082	flgD	Cluster_11363
Operon2023	BOHGMGJN_03083	flgE	Cluster_11363
Operon2024	BOHGMGJN_03084	Unknown_Gene	Cluster_137389
Operon2025	BOHGMGJN_03085	flgF	Cluster_77792
Operon2025	BOHGMGJN_03086	flgG	Cluster_77792
Operon2025	BOHGMGJN_03087	flgH	Cluster_77792
Operon2025	BOHGMGJN_03088	flgI	Cluster_77792
Operon2025	BOHGMGJN_03089	Unknown_Gene	Cluster_77792
Operon2025	BOHGMGJN_03090	Unknown_Gene	Cluster_77792
Operon2025	BOHGMGJN_03091	Unknown_Gene	Cluster_77792
Operon2026	BOHGMGJN_03092	fabH	Cluster_11579
Operon2027	BOHGMGJN_03093	fliC	Cluster_19284
Operon2028	BOHGMGJN_03094	Unknown_Gene	Cluster_133566
Operon2029	BOHGMGJN_03095	fliD	Cluster_128684
Operon2030	BOHGMGJN_03096	fliS	Cluster_97795
Operon2030	BOHGMGJN_03097	Unknown_Gene	Cluster_97795
Operon2031	BOHGMGJN_03098	norR_2	Cluster_73339
Operon2032	BOHGMGJN_03099	atoS	Cluster_55702
Operon2032	BOHGMGJN_03100	atoC_1	Cluster_55702
Operon2033	BOHGMGJN_03101	fliE	Cluster_39872
Operon2033	BOHGMGJN_03102	fliF	Cluster_39872
Operon2033	BOHGMGJN_03103	fliG	Cluster_39872
Operon2034	BOHGMGJN_03104	Unknown_Gene	Cluster_76250
Operon2034	BOHGMGJN_03105	fliI	Cluster_76250
Operon2034	BOHGMGJN_03106	fliJ	Cluster_76250
Operon2035	BOHGMGJN_03107	Unknown_Gene	Cluster_30546
Operon2035	BOHGMGJN_03108	cheB_4	Cluster_30546
Operon2035	BOHGMGJN_03109	Unknown_Gene	Cluster_30546
Operon2036	BOHGMGJN_03110	Unknown_Gene	Cluster_136123
Operon2037	BOHGMGJN_03111	Unknown_Gene	Cluster_52647
Operon2037	BOHGMGJN_03112	fliM	Cluster_52647
Operon2037	BOHGMGJN_03113	fliN	Cluster_52647
Operon2037	BOHGMGJN_03114	Unknown_Gene	Cluster_52647
Operon2037	BOHGMGJN_03115	fliP	Cluster_52647
Operon2037	BOHGMGJN_03116	fliQ	Cluster_52647
Operon2037	BOHGMGJN_03117	fliR	Cluster_52647
Operon2037	BOHGMGJN_03118	flhB	Cluster_52647
Operon2038	BOHGMGJN_03119	Unknown_Gene	Cluster_122390
Operon2039	BOHGMGJN_03120	flhA	Cluster_122390
Operon2039	BOHGMGJN_03121	srp54	Cluster_122390
Operon2039	BOHGMGJN_03122	Unknown_Gene	Cluster_122390
Operon2039	BOHGMGJN_03123	ylxH	Cluster_122390
Operon2039	BOHGMGJN_03124	fliA	Cluster_122390
Operon2040	BOHGMGJN_03125	cheY	Cluster_108476
Operon2040	BOHGMGJN_03126	cheZ	Cluster_108476
Operon2040	BOHGMGJN_03127	Unknown_Gene	Cluster_108476
Operon2040	BOHGMGJN_03128	cheB1	Cluster_108476
Operon2040	BOHGMGJN_03129	pomA	Cluster_108476
Operon2040	BOHGMGJN_03130	motB_2	Cluster_108476
Operon2041	BOHGMGJN_03131	soj_2	Cluster_66257
Operon2041	BOHGMGJN_03132	Unknown_Gene	Cluster_66257
Operon2041	BOHGMGJN_03133	cheW	Cluster_66257
Operon2041	BOHGMGJN_03134	Unknown_Gene	Cluster_66257
Operon2042	BOHGMGJN_03135	Unknown_Gene	Cluster_139626
Operon2043	BOHGMGJN_03136	Unknown_Gene	Cluster_72791
Operon2043	BOHGMGJN_03137	Unknown_Gene	Cluster_72791
Operon2044	BOHGMGJN_03138	ccmA	Cluster_72791
Operon2044	BOHGMGJN_03139	ccmB	Cluster_72791
Operon2044	BOHGMGJN_03140	ccmC	Cluster_72791
Operon2044	BOHGMGJN_03141	Unknown_Gene	Cluster_72791
Operon2044	BOHGMGJN_03142	ccmE	Cluster_72791
Operon2044	BOHGMGJN_03143	ccmF	Cluster_72791
Operon2044	BOHGMGJN_03144	dsbE	Cluster_72791
Operon2044	BOHGMGJN_03145	ccmH	Cluster_72791
Operon2044	BOHGMGJN_03146	Unknown_Gene	Cluster_72791
Operon2044	BOHGMGJN_03147	Unknown_Gene	Cluster_72791
Operon2045	BOHGMGJN_03148	Unknown_Gene	Cluster_13842
Operon2046	BOHGMGJN_03149	Unknown_Gene	Cluster_13842
Operon2046	BOHGMGJN_03150	Unknown_Gene	Cluster_13842
Operon2047	BOHGMGJN_03151	yddE	Cluster_152337
Operon2048	BOHGMGJN_03152	Unknown_Gene	Cluster_87917
Operon2049	BOHGMGJN_03153	fbp_2	Cluster_97290
Operon2050	BOHGMGJN_03154	Unknown_Gene	Cluster_47826
Operon2050	BOHGMGJN_03155	dadA1_3	Cluster_47826
Operon2051	BOHGMGJN_03156	hyuE	Cluster_11780
Operon2051	BOHGMGJN_03157	pucI_1	Cluster_11780
Operon2052	BOHGMGJN_03158	lrpC	Cluster_93708
Operon2053	BOHGMGJN_03159	Unknown_Gene	Cluster_93708
Operon2053	BOHGMGJN_03160	rlmI_2	Cluster_93708
Operon2054	BOHGMGJN_03161	sbp_2	Cluster_53315
Operon2055	BOHGMGJN_03162	Unknown_Gene	Cluster_79482
Operon2056	BOHGMGJN_03163	Unknown_Gene	Cluster_79482
Operon2057	BOHGMGJN_03164	Unknown_Gene	Cluster_56855
Operon2058	BOHGMGJN_03165	ttuE	Cluster_46086
Operon2058	BOHGMGJN_03166	ttuD	Cluster_46086
Operon2059	BOHGMGJN_03167	glxR	Cluster_67941
Operon2060	BOHGMGJN_03168	hyi	Cluster_150757
Operon2061	BOHGMGJN_03169	gcl	Cluster_41363
Operon2062	BOHGMGJN_03170	Unknown_Gene	Cluster_41363
Operon2063	BOHGMGJN_03171	rutR_2	Cluster_94425
Operon2064	BOHGMGJN_03172	yedI	Cluster_94425
Operon2065	BOHGMGJN_03173	mdoB_2	Cluster_40620
Operon2066	BOHGMGJN_03174	Unknown_Gene	Cluster_21674
Operon2067	BOHGMGJN_03175	Unknown_Gene	Cluster_136976
Operon2068	BOHGMGJN_03176	uacT_2	Cluster_65354
Operon2069	BOHGMGJN_03177	Unknown_Gene	Cluster_157876
Operon2069	BOHGMGJN_03178	allA	Cluster_157876
Operon2069	BOHGMGJN_03179	pucL	Cluster_157876
Operon2069	BOHGMGJN_03180	Unknown_Gene	Cluster_157876
Operon2070	BOHGMGJN_03181	pucM	Cluster_18692
Operon2071	BOHGMGJN_03182	adeP_2	Cluster_35034
Operon2072	BOHGMGJN_03183	rspR_1	Cluster_35034
Operon2073	BOHGMGJN_03184	aqpZ	Cluster_82784
Operon2074	BOHGMGJN_03185	guaD	Cluster_71881
Operon2074	BOHGMGJN_03186	Unknown_Gene	Cluster_71881
Operon2075	BOHGMGJN_03187	pucD	Cluster_38655
Operon2075	BOHGMGJN_03188	Unknown_Gene	Cluster_38655
Operon2076	BOHGMGJN_03189	rspR_2	Cluster_38655
Operon2076	BOHGMGJN_03190	smc	Cluster_38655
Operon2077	BOHGMGJN_03191	zipA	Cluster_50292
Operon2078	BOHGMGJN_03192	ligA	Cluster_46875
Operon2079	BOHGMGJN_03193	cueR_1	Cluster_128024
Operon2080	BOHGMGJN_03194	Unknown_Gene	Cluster_128024
Operon2081	BOHGMGJN_03195	Unknown_Gene	Cluster_68004
Operon2082	BOHGMGJN_03196	Unknown_Gene	Cluster_100007
Operon2083	BOHGMGJN_03197	ruvB_2	Cluster_100007
Operon2084	BOHGMGJN_03198	ybaB	Cluster_141997
Operon2085	BOHGMGJN_03199	recR	Cluster_32798
Operon2086	BOHGMGJN_03200	apt	Cluster_149750
Operon2087	BOHGMGJN_03201	anr	Cluster_65353
Operon2088	BOHGMGJN_03202	hemN	Cluster_113301
Operon2089	BOHGMGJN_03203	Unknown_Gene	Cluster_82807
Operon2089	BOHGMGJN_03204	Unknown_Gene	Cluster_82807
Operon2089	BOHGMGJN_03205	copA_4	Cluster_82807
Operon2090	BOHGMGJN_03206	Unknown_Gene	Cluster_31876
Operon2090	BOHGMGJN_03207	Unknown_Gene	Cluster_31876
Operon2091	BOHGMGJN_03208	ccoP2_1	Cluster_3877
Operon2091	BOHGMGJN_03209	Unknown_Gene	Cluster_3877
Operon2091	BOHGMGJN_03210	Unknown_Gene	Cluster_3877
Operon2091	BOHGMGJN_03211	ccoN1_1	Cluster_3877
Operon2092	BOHGMGJN_03212	ccoP2_2	Cluster_152862
Operon2092	BOHGMGJN_03213	Unknown_Gene	Cluster_152862
Operon2092	BOHGMGJN_03214	Unknown_Gene	Cluster_152862
Operon2092	BOHGMGJN_03215	ccoN1_2	Cluster_152862
Operon2093	BOHGMGJN_03216	Unknown_Gene	Cluster_152862
Operon2094	BOHGMGJN_03217	ppnP	Cluster_134970
Operon2095	BOHGMGJN_03218	dinG_4	Cluster_72336
Operon2096	BOHGMGJN_03219	Unknown_Gene	Cluster_72336
Operon2097	BOHGMGJN_03220	Unknown_Gene	Cluster_30501
Operon2098	BOHGMGJN_03221	lgrB_1	Cluster_30501
Operon2099	BOHGMGJN_03222	lgrB_2	Cluster_116037
Operon2100	BOHGMGJN_03223	tupC	Cluster_1838
Operon2100	BOHGMGJN_03224	Unknown_Gene	Cluster_1838
Operon2101	BOHGMGJN_03225	dsbG	Cluster_5277
Operon2101	BOHGMGJN_03226	resA_2	Cluster_5277
Operon2101	BOHGMGJN_03227	dsbD_2	Cluster_5277
Operon2102	BOHGMGJN_03228	Unknown_Gene	Cluster_5277
Operon2102	BOHGMGJN_03229	hcrC	Cluster_5277
Operon2102	BOHGMGJN_03230	Unknown_Gene	Cluster_5277
Operon2102	BOHGMGJN_03231	pucA	Cluster_5277
Operon2102	BOHGMGJN_03232	pucB	Cluster_5277
Operon2103	BOHGMGJN_03233	Unknown_Gene	Cluster_41097
Operon2103	BOHGMGJN_03234	Unknown_Gene	Cluster_41097
Operon2103	BOHGMGJN_03235	Unknown_Gene	Cluster_41097
Operon2104	BOHGMGJN_03236	qseB_1	Cluster_41097
Operon2104	BOHGMGJN_03237	qseC_2	Cluster_41097
Operon2105	BOHGMGJN_03238	dat	Cluster_19687
Operon2106	BOHGMGJN_03239	Unknown_Gene	Cluster_142719
Operon2107	BOHGMGJN_03240	cefD	Cluster_67150
Operon2107	BOHGMGJN_03241	Unknown_Gene	Cluster_67150
Operon2108	BOHGMGJN_03242	Unknown_Gene	Cluster_67150
Operon2109	BOHGMGJN_03243	fecI_6	Cluster_101796
Operon2110	BOHGMGJN_03244	Unknown_Gene	Cluster_73776
Operon2111	BOHGMGJN_03245	proP_1	Cluster_136515
Operon2112	BOHGMGJN_03246	mqsR	Cluster_121038
Operon2112	BOHGMGJN_03247	mqsA	Cluster_121038
Operon2113	BOHGMGJN_03248	Unknown_Gene	Cluster_8186
Operon2114	BOHGMGJN_03249	etfB_1	Cluster_8186
Operon2114	BOHGMGJN_03250	etfA_1	Cluster_8186
Operon2115	BOHGMGJN_03251	Unknown_Gene	Cluster_133591
Operon2115	BOHGMGJN_03252	Unknown_Gene	Cluster_133591
Operon2115	BOHGMGJN_03253	pal_7	Cluster_133591
Operon2116	BOHGMGJN_03254	hisC_5	Cluster_72233
Operon2117	BOHGMGJN_03255	Unknown_Gene	Cluster_142678
Operon2118	BOHGMGJN_03256	Unknown_Gene	Cluster_65647
Operon2118	BOHGMGJN_03257	Unknown_Gene	Cluster_65647
Operon2119	BOHGMGJN_03258	gltA	Cluster_22437
Operon2120	BOHGMGJN_03259	sdhC	Cluster_22437
Operon2120	BOHGMGJN_03260	sdhD	Cluster_22437
Operon2120	BOHGMGJN_03261	sdhA	Cluster_22437
Operon2120	BOHGMGJN_03262	sdhB	Cluster_22437
Operon2121	BOHGMGJN_03263	sucA	Cluster_44265
Operon2121	BOHGMGJN_03264	sucB	Cluster_44265
Operon2122	BOHGMGJN_03265	lpdG	Cluster_121705
Operon2123	BOHGMGJN_03266	sucC	Cluster_71437
Operon2123	BOHGMGJN_03267	sucD	Cluster_71437
Operon2124	BOHGMGJN_03268	brnQ	Cluster_15364
Operon2125	BOHGMGJN_03269	Unknown_Gene	Cluster_47517
Operon2126	BOHGMGJN_03270	Unknown_Gene	Cluster_43446
Operon2126	BOHGMGJN_03271	Unknown_Gene	Cluster_43446
Operon2127	BOHGMGJN_03272	dltA_1	Cluster_43446
Operon2127	BOHGMGJN_03273	lgrD	Cluster_43446
Operon2127	BOHGMGJN_03274	lgrB_3	Cluster_43446
Operon2127	BOHGMGJN_03275	tycC	Cluster_43446
Operon2128	BOHGMGJN_03276	fpvA_3	Cluster_30706
Operon2129	BOHGMGJN_03277	egtB	Cluster_163351
Operon2129	BOHGMGJN_03278	dhbF	Cluster_163351
Operon2130	BOHGMGJN_03279	yojI	Cluster_133608
Operon2130	BOHGMGJN_03280	Unknown_Gene	Cluster_133608
Operon2131	BOHGMGJN_03281	ttgI_1	Cluster_57656
Operon2131	BOHGMGJN_03282	macB	Cluster_57656
Operon2131	BOHGMGJN_03283	macA	Cluster_57656
Operon2132	BOHGMGJN_03284	Unknown_Gene	Cluster_81079
Operon2133	BOHGMGJN_03285	Unknown_Gene	Cluster_81079
Operon2133	BOHGMGJN_03286	Unknown_Gene	Cluster_81079
Operon2134	BOHGMGJN_03287	htpG	Cluster_138193
Operon2135	BOHGMGJN_03288	Unknown_Gene	Cluster_142206
Operon2136	BOHGMGJN_03289	Unknown_Gene	Cluster_104827
Operon2137	BOHGMGJN_03290	Unknown_Gene	Cluster_104827
Operon2138	BOHGMGJN_03291	fabB	Cluster_54495
Operon2138	BOHGMGJN_03292	fabA	Cluster_54495
Operon2139	BOHGMGJN_03293	rcsC_12	Cluster_37023
Operon2139	BOHGMGJN_03294	Unknown_Gene	Cluster_37023
Operon2139	BOHGMGJN_03295	btuB_3	Cluster_37023
Operon2140	BOHGMGJN_03296	gpsA	Cluster_37023
Operon2140	BOHGMGJN_03297	Unknown_Gene	Cluster_37023
Operon2140	BOHGMGJN_03298	sixA	Cluster_37023
Operon2141	BOHGMGJN_03299	Unknown_Gene	Cluster_76594
Operon2142	BOHGMGJN_03300	Unknown_Gene	Cluster_122372
Operon2142	BOHGMGJN_03301	menH_2	Cluster_122372
Operon2143	BOHGMGJN_03302	Unknown_Gene	Cluster_110411
Operon2143	BOHGMGJN_03303	ydiK_2	Cluster_110411
Operon2144	BOHGMGJN_03304	Unknown_Gene	Cluster_46397
Operon2144	BOHGMGJN_03305	kdpA	Cluster_46397
Operon2144	BOHGMGJN_03306	kdpB_1	Cluster_46397
Operon2144	BOHGMGJN_03307	kdpC	Cluster_46397
Operon2145	BOHGMGJN_03308	kdpD	Cluster_83972
Operon2145	BOHGMGJN_03309	kdpE	Cluster_83972
Operon2146	BOHGMGJN_03310	yhaJ_2	Cluster_131796
Operon2147	BOHGMGJN_03311	Unknown_Gene	Cluster_131796
Operon2148	BOHGMGJN_03312	argD_2	Cluster_54725
Operon2149	BOHGMGJN_03313	Unknown_Gene	Cluster_85081
Operon2149	BOHGMGJN_03314	Unknown_Gene	Cluster_85081
Operon2150	BOHGMGJN_03315	yejF	Cluster_38914
Operon2150	BOHGMGJN_03316	yejE_1	Cluster_38914
Operon2150	BOHGMGJN_03317	yejB_1	Cluster_38914
Operon2150	BOHGMGJN_03318	sgrR	Cluster_38914
Operon2150	BOHGMGJN_03319	Unknown_Gene	Cluster_38914
Operon2151	BOHGMGJN_03320	mltD	Cluster_116833
Operon2152	BOHGMGJN_03321	gloB_1	Cluster_126809
Operon2153	BOHGMGJN_03322	Unknown_Gene	Cluster_126809
Operon2153	BOHGMGJN_03323	rnhA	Cluster_126809
Operon2154	BOHGMGJN_03324	dnaQ	Cluster_153048
Operon2155	BOHGMGJN_03325	adiA	Cluster_36651
Operon2156	BOHGMGJN_03326	Unknown_Gene	Cluster_79473
Operon2157	BOHGMGJN_03327	chrR	Cluster_79473
Operon2158	BOHGMGJN_03328	btuB_4	Cluster_52290
Operon2159	BOHGMGJN_03329	lasR	Cluster_52290
Operon2159	BOHGMGJN_03330	Unknown_Gene	Cluster_52290
Operon2159	BOHGMGJN_03331	Unknown_Gene	Cluster_52290
Operon2160	BOHGMGJN_03332	Unknown_Gene	Cluster_68565
Operon2161	BOHGMGJN_03333	Unknown_Gene	Cluster_68565
Operon2162	BOHGMGJN_03334	nuoN	Cluster_89364
Operon2162	BOHGMGJN_03335	nuoM	Cluster_89364
Operon2162	BOHGMGJN_03336	nuoL	Cluster_89364
Operon2162	BOHGMGJN_03337	nuoK	Cluster_89364
Operon2162	BOHGMGJN_03338	nuoJ	Cluster_89364
Operon2162	BOHGMGJN_03339	nuoI	Cluster_89364
Operon2162	BOHGMGJN_03340	nuoH	Cluster_89364
Operon2162	BOHGMGJN_03341	nuoG	Cluster_89364
Operon2163	BOHGMGJN_03342	nuoF	Cluster_131414
Operon2163	BOHGMGJN_03343	nuoE_1	Cluster_131414
Operon2163	BOHGMGJN_03344	nuoC	Cluster_131414
Operon2164	BOHGMGJN_03345	nuoB	Cluster_20397
Operon2164	BOHGMGJN_03346	ndhC	Cluster_20397
Operon2165	BOHGMGJN_03347	Unknown_Gene	Cluster_33900
Operon2166	BOHGMGJN_03348	aceA	Cluster_10255
Operon2167	BOHGMGJN_03349	Unknown_Gene	Cluster_80539
Operon2168	BOHGMGJN_03350	Unknown_Gene	Cluster_80539
Operon2169	BOHGMGJN_03351	Unknown_Gene	Cluster_151662
Operon2170	BOHGMGJN_03352	bicA	Cluster_128671
Operon2171	BOHGMGJN_03353	fusB	Cluster_135760
Operon2172	BOHGMGJN_03354	Unknown_Gene	Cluster_44264
Operon2173	BOHGMGJN_03355	Unknown_Gene	Cluster_44264
Operon2174	BOHGMGJN_03356	gabT	Cluster_166291
Operon2174	BOHGMGJN_03357	gcvA_10	Cluster_166291
Operon2175	BOHGMGJN_03358	gabP_3	Cluster_37905
Operon2176	BOHGMGJN_03359	Unknown_Gene	Cluster_148083
Operon2177	BOHGMGJN_03360	yfcG_2	Cluster_125950
Operon2178	BOHGMGJN_03361	pitA_2	Cluster_96594
Operon2179	BOHGMGJN_03362	Unknown_Gene	Cluster_96594
Operon2179	BOHGMGJN_03363	Unknown_Gene	Cluster_96594
Operon2180	BOHGMGJN_03364	Unknown_Gene	Cluster_111895
Operon2181	BOHGMGJN_03365	gacA	Cluster_143506
Operon2181	BOHGMGJN_03366	uvrC	Cluster_143506
Operon2181	BOHGMGJN_03367	pgsA	Cluster_143506
Operon2182	BOHGMGJN_03368	Unknown_Gene	Cluster_142851
Operon2183	BOHGMGJN_03369	Unknown_Gene	Cluster_8565
Operon2184	BOHGMGJN_03370	Unknown_Gene	Cluster_1316
Operon2185	BOHGMGJN_03371	Unknown_Gene	Cluster_143354
Operon2186	BOHGMGJN_03372	Unknown_Gene	Cluster_3354
Operon2187	BOHGMGJN_03373	Unknown_Gene	Cluster_15244
Operon2188	BOHGMGJN_03374	yokJ	Cluster_131277
Operon2188	BOHGMGJN_03375	Unknown_Gene	Cluster_131277
Operon2189	BOHGMGJN_03376	Unknown_Gene	Cluster_113882
Operon2190	BOHGMGJN_03377	vgrG1_1	Cluster_76165
Operon2191	BOHGMGJN_03378	Unknown_Gene	Cluster_150676
