GCA_901482375.1_43295_G02_genomic GENE TO IGR ASSOCIATIONS

#######################################################################
SIGNIFICANT GENE CLUSTER ASSOCIATIONS OCCURRING >100x WITH FRACTION ASSOCIATED +15% HIGHER THAN EXPECTED
GENE	IGR	GENE_COUNT	ASSOC_COUNT	ASSOC_TOTAL(%)	ASSOC_EXPECTED(%)
mgtC	Cluster_15722	166	95	57.229	5.263
pyrR_1	Cluster_48722	66	6	9.091	5.263
uspE_4	Cluster_77789	84	1	1.19	3.03
fnr_2	Cluster_19717	87	5	5.747	4.762
patZ_2	Cluster_19717	90	5	5.556	5.263
ssuA_1	Cluster_59172	201	3	1.493	1.471
ssuA_2	Cluster_59172	201	14	6.965	1.562
benM_2	Cluster_59172	195	1	0.513	1.923
ydbM	Cluster_61825	112	24	21.429	4.762
mtnB_1	Cluster_61825	90	6	6.667	3.846
cntA	Cluster_135023	116	18	15.517	4.167
nikB_2	Cluster_135023	33	6	18.182	7.143
ddpC	Cluster_135023	58	15	25.862	5.556
gsiA_1	Cluster_135023	49	5	10.204	3.03
msuD	Cluster_89310	72	19	26.389	4.762
moxC	Cluster_147728	55	29	52.727	11.111
ssuA_3	Cluster_32746	161	6	3.727	1.515
ndmA	Cluster_5446	65	22	33.846	7.143
ssuB_1	Cluster_137430	174	18	10.345	2.041
ribX	Cluster_137430	69	47	68.116	8.333
ndmD	Cluster_137430	61	46	75.41	10.0
kynB	Cluster_150837	58	19	32.759	4.762
denD	Cluster_150837	50	19	38.0	5.556
hcf136_3	Cluster_150837	94	11	11.702	2.703
auaG	Cluster_89944	49	22	44.898	8.333
nodD2_1	Cluster_36851	210	4	1.905	1.613
hutI_1	Cluster_71420	52	12	23.077	3.846
dauR_1	Cluster_50593	141	3	2.128	2.941
tdcB_1	Cluster_121702	29	5	17.241	9.091
codA	Cluster_49227	147	60	40.816	2.703
codB	Cluster_49227	164	60	36.585	3.226
tenA	Cluster_15322	178	51	28.652	3.704
xerC_2	Cluster_123771	220	10	4.545	0.787
hcaR_1	Cluster_97500	181	34	18.785	1.887
garK	Cluster_88707	189	52	27.513	2.564
cdaR	Cluster_76260	200	130	65.0	3.571
ttuB_2	Cluster_76260	203	16	7.882	1.562
hcaD	Cluster_75227	188	19	10.106	2.564
yajO_2	Cluster_135071	148	28	18.919	2.857
nemA_2	Cluster_120342	177	20	11.299	1.429
dmlR_6	Cluster_139623	221	2	0.905	0.775
nicP_5	Cluster_150142	210	15	7.143	0.84
ydcO_3	Cluster_135021	138	6	4.348	3.448
catA_1	Cluster_147885	115	26	22.609	3.448
pcaK_1	Cluster_147885	194	11	5.67	1.351
lvr	Cluster_93011	104	9	8.654	4.0
benC	Cluster_136513	176	56	31.818	4.762
cbdB	Cluster_128666	165	54	32.727	3.226
cbdA	Cluster_128666	172	52	30.233	3.226
rhaS_3	Cluster_50905	221	3	1.357	0.943
hisN	Cluster_99363	198	60	30.303	3.704
uspE_5	Cluster_99363	47	4	8.511	5.263
cntO_4	Cluster_41678	179	9	5.028	1.149
pagL_1	Cluster_42322	191	26	13.613	2.222
gltR_1	Cluster_81077	219	6	2.74	1.562
mrcB	Cluster_104901	218	170	77.982	5.556
hmuV	Cluster_83164	202	55	27.228	3.846
hmuU_2	Cluster_83164	211	34	16.114	2.174
hmuT	Cluster_83164	208	57	27.404	4.545
sfsA	Cluster_55217	219	140	63.927	6.25
aspC	Cluster_55217	190	134	70.526	9.091
dksA_2	Cluster_55217	217	56	25.806	1.538
gluQ	Cluster_142773	215	131	60.93	4.0
sasA_4	Cluster_44893	221	2	0.905	0.735
zraR	Cluster_44893	196	26	13.265	2.703
pcnB	Cluster_2415	218	21	9.633	2.941
folK	Cluster_2415	191	20	10.471	3.226
panB	Cluster_40108	161	66	40.994	6.667
panC	Cluster_40108	204	79	38.725	6.667
pgi_2	Cluster_56119	55	11	20.0	5.556
acsA_3	Cluster_68114	206	5	2.427	1.613
lsrG	Cluster_145952	183	98	53.552	6.667
pnp	Cluster_42654	216	102	47.222	6.25
rpsO	Cluster_84675	220	149	67.727	5.263
truB	Cluster_105378	220	122	55.455	5.263
rbfA	Cluster_105378	220	124	56.364	5.882
infB	Cluster_143575	217	193	88.94	11.111
nusA	Cluster_143575	219	201	91.781	11.111
rimP	Cluster_130485	221	160	72.398	8.333
tpiA	Cluster_141178	217	205	94.47	16.667
glmM	Cluster_60789	213	196	92.019	12.5
folP	Cluster_60789	190	168	88.421	10.0
ftsH	Cluster_60789	132	121	91.667	16.667
rlmE	Cluster_115448	220	167	75.909	14.286
yhbY	Cluster_115448	218	166	76.147	16.667
greA	Cluster_113305	215	46	21.395	7.143
carB	Cluster_113305	203	47	23.153	11.111
carA	Cluster_27625	209	97	46.411	4.0
dapB	Cluster_53434	193	111	57.513	5.882
dnaJ	Cluster_53434	215	134	62.326	5.556
dnaK	Cluster_115597	3	2	66.667	50.0
grpE	Cluster_62115	219	130	59.361	3.704
recN	Cluster_62115	215	130	60.465	4.167
fur	Cluster_118568	221	217	98.19	33.333
bamE	Cluster_118568	221	217	98.19	33.333
ratA	Cluster_76262	200	157	78.5	6.667
smpB	Cluster_76262	218	157	72.018	5.263
pdhR_1	Cluster_41376	173	62	35.838	6.25
glcA	Cluster_41376	188	140	74.468	6.25
lldD	Cluster_143523	210	142	67.619	5.0
ssrA	NO_CLUSTER_ASSOCIATION_FOUND	236	228	96.61	25.0
dpkA_1	Cluster_144401	65	5	7.692	11.111
artQ_1	Cluster_116169	84	13	15.476	5.882
tcyB	Cluster_116169	87	31	35.632	6.25
tcyC_1	Cluster_116169	96	9	9.375	3.704
dddP	Cluster_116169	79	32	40.506	8.333
stcD_1	Cluster_100655	83	35	42.169	14.286
fhuA_1	Cluster_52800	210	6	2.857	1.22
bauD	Cluster_8618	148	28	18.919	2.381
gudD	Cluster_40681	180	61	33.889	3.704
ttuB_3	Cluster_40681	169	16	9.467	1.786
lutR_2	Cluster_40681	212	16	7.547	1.149
adh_2	Cluster_75779	185	11	5.946	2.041
gph_1	Cluster_83684	191	32	16.754	1.923
tesB	Cluster_83684	194	63	32.474	3.704
ais	Cluster_68098	88	41	46.591	5.882
baiN	Cluster_84500	200	69	34.5	3.03
rhlE_1	Cluster_148352	216	77	35.648	2.703
yedA	Cluster_89947	209	41	19.617	2.941
dinG_1	Cluster_77318	220	11	5.0	1.613
hrpB	Cluster_98669	177	107	60.452	5.0
fieF	Cluster_98669	218	144	66.055	4.762
lrp_2	Cluster_19236	221	22	9.955	1.493
rluE	Cluster_113306	216	67	31.019	2.857
amn	Cluster_113306	217	70	32.258	2.778
aidB	Cluster_55092	213	55	25.822	2.041
rcsC_6	Cluster_35576	220	8	3.636	0.719
thiD	Cluster_35576	210	115	54.762	3.125
thiE_1	Cluster_35576	214	32	14.953	2.128
hemL	Cluster_35576	202	110	54.455	3.333
ybeZ	Cluster_48396	218	57	26.147	2.273
ybeY	Cluster_48396	218	57	26.147	2.222
corC	Cluster_48396	218	56	25.688	2.174
lnt	Cluster_48396	214	55	25.701	2.273
leuS	Cluster_49307	212	160	75.472	6.25
lptE	Cluster_145144	218	70	32.11	2.703
holA	Cluster_145144	217	67	30.876	2.5
ykfA	Cluster_118209	213	62	29.108	3.448
lipA	Cluster_135669	156	111	71.154	6.667
lipB	Cluster_135669	219	165	75.342	6.667
dacC_2	Cluster_50301	76	31	40.789	5.556
rlpA_1	Cluster_31179	212	7	3.302	1.471
mltB	Cluster_31179	198	21	10.606	2.439
mrdB	Cluster_31179	219	21	9.589	2.439
mrdA_1	Cluster_31179	216	9	4.167	1.562
rlmH	Cluster_31179	219	21	9.589	2.564
rsfS	Cluster_31179	221	21	9.502	2.439
nadD	Cluster_31179	218	20	9.174	2.5
proA_1	Cluster_31179	114	5	4.386	2.439
yohK_2	Cluster_83400	198	74	37.374	2.941
cidA_2	Cluster_83400	197	81	41.117	3.448
prmA	Cluster_104829	218	39	17.89	2.222
dusB	Cluster_56857	215	61	28.372	2.778
fis	Cluster_56857	220	62	28.182	2.703
purH	Cluster_129978	213	154	72.3	7.143
purD	Cluster_77672	216	43	19.907	2.941
rcsC_7	Cluster_90578	220	5	2.273	0.699
cysG_1	Cluster_68099	161	6	3.727	3.571
cobI	Cluster_68099	180	18	10.0	2.632
cobH	Cluster_68099	214	18	8.411	2.632
sir_2	Cluster_68099	209	11	5.263	2.273
cobL	Cluster_68099	217	19	8.756	2.439
cbiD	Cluster_68099	214	19	8.879	2.632
cobK	Cluster_68099	218	19	8.716	2.439
qmcA	Cluster_97277	199	51	25.628	2.381
btuB_3	Cluster_138869	220	7	3.182	0.971
cycA_1	Cluster_60393	186	7	3.763	1.818
amiC_1	Cluster_37055	203	10	4.926	2.083
lptB_3	Cluster_89311	203	8	3.941	1.852
livF_2	Cluster_81098	220	6	2.727	1.538
cbpM	Cluster_129289	217	1	0.461	4.167
cbpA	Cluster_129289	218	1	0.459	4.0
ttuB_4	Cluster_140341	112	5	4.464	2.632
gbpR_4	Cluster_116163	129	39	30.233	2.703
gbpR_5	Cluster_116163	109	20	18.349	4.0
garD_1	Cluster_85727	142	25	17.606	2.857
hcxB	Cluster_85727	119	43	36.134	5.263
lgoT_2	Cluster_123770	110	32	29.091	4.762
fan1	Cluster_99371	212	50	23.585	2.083
dinG_2	Cluster_99371	220	9	4.091	1.449
xerC_3	Cluster_53681	215	9	4.186	0.877
ureD	Cluster_36458	217	61	28.111	2.128
ureA	Cluster_36458	219	62	28.311	2.326
ureB	Cluster_36458	220	63	28.636	2.273
ureC	Cluster_36458	217	62	28.571	2.326
ureE	Cluster_36458	218	62	28.44	2.273
ureF	Cluster_36458	215	60	27.907	2.326
ureG	Cluster_36458	214	57	26.636	2.381
mdoB_1	Cluster_91736	100	16	16.0	2.564
pnuC	Cluster_51278	211	9	4.265	1.923
mcpP	Cluster_31936	202	49	24.257	4.762
uppP	Cluster_31936	186	50	26.882	4.0
dmlR_7	Cluster_87679	220	2	0.909	0.763
azoR1	Cluster_87679	184	42	22.826	3.448
puuR_1	Cluster_161756	218	18	8.257	2.128
mtnB_2	Cluster_69697	90	12	13.333	3.448
eamA	Cluster_76157	143	31	21.678	2.778
ampC	Cluster_103468	217	62	28.571	2.778
fabG_5	Cluster_124564	218	10	4.587	0.893
nsaD	Cluster_124564	184	80	43.478	4.0
puuR_2	Cluster_129969	218	69	31.651	2.041
yfcJ_2	Cluster_129176	82	23	28.049	5.263
yodB_2	Cluster_95818	68	7	10.294	3.03
srpA	Cluster_95818	174	51	29.31	3.226
sigR	Cluster_95818	149	61	40.94	5.263
xthA_2	Cluster_76764	198	38	19.192	1.923
tamA	Cluster_76764	217	60	27.65	3.125
tamB	Cluster_76764	205	59	28.78	3.448
pvdQ	Cluster_60784	208	127	61.058	3.704
lpxH_1	Cluster_78927	197	38	19.289	3.333
glnS	Cluster_78927	218	66	30.275	4.167
cysS	Cluster_78927	209	63	30.144	4.167
sasA_5	Cluster_135020	221	3	1.357	0.781
cusR	Cluster_135020	196	69	35.204	3.03
glaR	Cluster_60936	122	48	39.344	4.762
glaH	Cluster_60936	159	59	37.107	5.263
lhgD	Cluster_106942	156	55	35.256	5.263
gabP_2	Cluster_82262	211	16	7.583	1.754
hemB_2	Cluster_77304	30	2	6.667	6.25
proP_3	Cluster_78547	216	13	6.019	1.22
ribC	Cluster_71419	176	62	35.227	3.226
cynR_4	Cluster_101420	174	12	6.897	1.562
pxpA	Cluster_101420	150	122	81.333	7.692
pxpC_1	Cluster_122369	167	40	23.952	4.0
mqo_1	Cluster_86935	221	7	3.167	1.786
ywqF	Cluster_44878	138	63	45.652	5.882
tam_2	Cluster_44878	126	31	24.603	2.0
nspC	Cluster_64914	215	98	45.581	2.381
psdht	Cluster_152334	183	21	11.475	2.564
dauR_2	Cluster_152334	141	10	7.092	3.226
QRSL1	Cluster_63223	199	12	6.03	2.041
yghU	Cluster_53087	171	48	28.07	3.03
yhhS_1	Cluster_45494	197	6	3.046	2.0
ybiT	Cluster_167072	216	25	11.574	1.538
intQ	Cluster_167072	74	10	13.514	2.703
yefM	Cluster_7224	67	9	13.433	5.263
yedK_1	Cluster_102588	199	8	4.02	1.923
rssB_2	Cluster_60316	221	10	4.525	1.471
ccp	Cluster_60316	72	52	72.222	12.5
sasA_6	Cluster_60316	221	7	3.167	0.8
sasA_7	Cluster_60316	220	2	0.909	0.787
arfB	Cluster_79436	177	22	12.429	1.613
norG_1	Cluster_101997	218	32	14.679	1.562
dmlR_8	Cluster_113298	220	2	0.909	0.725
ycnE	Cluster_69037	59	34	57.627	10.0
grxC_1	Cluster_96549	91	31	34.066	9.091
rclR	Cluster_96549	104	43	41.346	4.348
dmlR_9	Cluster_111894	218	2	0.917	0.714
pikAII_1	Cluster_111894	28	12	42.857	16.667
csoR	Cluster_104139	14	11	78.571	25.0
dgkA_2	Cluster_95135	11	4	36.364	50.0
mdoB_2	Cluster_95135	100	6	6.0	2.5
xerC_4	Cluster_68094	190	1	0.526	0.98
smc_1	Cluster_68094	91	8	8.791	2.0
lips	Cluster_100073	201	85	42.289	4.762
osmE	Cluster_100073	170	45	26.471	3.333
fabR_1	Cluster_101329	128	31	24.219	7.692
bfce	Cluster_150902	20	20	100.0	100.0
sdh	NO_CLUSTER_ASSOCIATION_FOUND	162	31	19.136	3.846
livF_3	Cluster_80979	207	23	11.111	1.515
glnQ_1	Cluster_80979	221	6	2.715	1.408
livH_3	Cluster_80979	158	22	13.924	2.703
braC_1	Cluster_10922	172	15	8.721	2.564
pncB2	Cluster_10922	99	49	49.495	5.882
nadE	Cluster_10922	111	21	18.919	5.0
dnaB_1	Cluster_107675	121	33	27.273	1.639
rplI	Cluster_40842	221	9	4.072	2.326
rpsR	Cluster_40842	220	9	4.091	2.326
rpsF	Cluster_40842	220	9	4.091	2.326
rlmB	Cluster_37717	217	116	53.456	5.0
rnr	Cluster_37717	213	115	53.991	5.0
fbpA	Cluster_72061	210	14	6.667	2.857
hcp1_1	Cluster_43445	87	4	4.598	3.03
purA	Cluster_149304	220	174	79.091	10.0
hisZ	Cluster_31702	215	162	75.349	5.882
hflC	Cluster_119634	204	187	91.667	14.286
hflK	Cluster_119634	216	200	92.593	16.667
hflX	Cluster_120401	218	167	76.606	8.333
hfq	Cluster_120401	220	169	76.818	9.091
miaA	NO_CLUSTER_ASSOCIATION_FOUND	218	109	50.0	8.333
mutL_1	NO_CLUSTER_ASSOCIATION_FOUND	12	4	33.333	33.333
amiC_2	NO_CLUSTER_ASSOCIATION_FOUND	203	53	26.108	2.564
tsaE	NO_CLUSTER_ASSOCIATION_FOUND	219	108	49.315	8.333
nnr	NO_CLUSTER_ASSOCIATION_FOUND	215	105	48.837	9.091
queG	NO_CLUSTER_ASSOCIATION_FOUND	219	112	51.142	12.5
orn	Cluster_82202	208	49	23.558	3.448
rsgA	Cluster_82202	219	55	25.114	3.448
motB_1	Cluster_95532	211	74	35.071	3.448
motA	Cluster_95532	214	177	82.71	8.333
rhdA	Cluster_95532	218	175	80.275	7.692
psd	Cluster_95532	219	174	79.452	7.692
parC	Cluster_95136	217	29	13.364	1.961
parE	Cluster_95136	217	29	13.364	2.0
cpdA	Cluster_127291	151	53	35.099	4.0
nudF	Cluster_65581	217	121	55.76	4.0
thiC	Cluster_16607	215	155	72.093	5.263
tolC_3	Cluster_16607	69	20	28.986	4.348
hlyD	Cluster_46672	38	16	42.105	9.091
apxIB_1	Cluster_46672	83	20	24.096	3.226
waaA	Cluster_126666	215	59	27.442	2.857
allS	Cluster_126666	79	45	56.962	7.692
hldE	Cluster_95823	215	150	69.767	4.348
msbA	Cluster_116226	159	109	68.553	5.882
mshA_3	Cluster_163328	199	10	5.025	1.333
mshA_4	Cluster_154757	124	10	8.065	1.429
tobZ	Cluster_154757	218	92	42.202	2.326
rlmJ	Cluster_112123	215	32	14.884	2.381
putP	Cluster_57647	214	33	15.421	2.703
putA	Cluster_57647	208	33	15.865	2.703
dmdC_3	Cluster_88142	214	7	3.271	1.408
hsrA	Cluster_110413	102	24	23.529	4.167
dbpA	Cluster_142042	190	160	84.211	11.111
yccS	Cluster_97278	214	23	10.748	3.125
elaA	Cluster_81139	187	62	33.155	3.226
ygjP	Cluster_55079	219	49	22.374	2.5
rcsC_8	Cluster_55079	220	1	0.455	0.699
cbbA	Cluster_116342	215	175	81.395	7.692
pgk	Cluster_82652	217	30	13.825	3.125
epd	Cluster_82652	215	29	13.488	3.125
tktA	Cluster_42855	210	58	27.619	3.333
COQ3_2	Cluster_42855	207	31	14.976	2.0
metK	Cluster_42855	215	62	28.837	3.226
ligB	Cluster_49228	204	37	18.137	3.03
yqjC	Cluster_93940	193	71	36.788	3.125
cycA_2	Cluster_103437	186	28	15.054	2.083
mltA	Cluster_103437	157	66	42.038	4.762
nhaP	Cluster_33846	212	79	37.264	2.439
ahcY	Cluster_32604	218	146	66.972	4.762
metF	Cluster_74755	219	53	24.201	3.125
rhlE_2	Cluster_52646	216	87	40.278	3.125
yceI	Cluster_165550	209	116	55.502	3.846
yceJ	Cluster_165550	164	92	56.098	4.762
mnmC_1	Cluster_21630	208	8	3.846	1.754
bioA	Cluster_21630	218	24	11.009	3.448
rsmE	Cluster_76263	219	78	35.616	1.961
rcsC_9	Cluster_46374	220	3	1.364	0.719
pleD_1	Cluster_46374	121	28	23.14	6.667
phoP_1	Cluster_46374	190	28	14.737	2.128
gshB	Cluster_46374	216	61	28.241	3.226
yqgF	Cluster_72358	219	16	7.306	1.852
pyrR_2	Cluster_72358	66	11	16.667	5.0
pyrB	Cluster_72358	218	15	6.881	2.0
pyrC'	Cluster_72358	211	15	7.109	2.041
hslV	Cluster_75802	218	35	16.055	1.538
hslU	Cluster_133576	218	114	52.294	3.226
pikAII_2	Cluster_38894	28	6	21.429	20.0
namA_2	Cluster_31383	194	14	7.216	1.852
pcpR_4	Cluster_121701	147	14	9.524	1.754
panE_1	Cluster_121701	159	32	20.126	3.448
paaZ_2	Cluster_121701	126	30	23.81	5.0
yfdE	Cluster_121701	110	53	48.182	5.0
aroE_3	Cluster_121701	171	12	7.018	1.923
aroQ_2	Cluster_121701	115	31	26.957	4.348
sigK	Cluster_114733	147	60	40.816	5.556
ogt	Cluster_138067	209	61	29.187	2.083
ramA_1	Cluster_54041	178	10	5.618	1.667
pphB	Cluster_54041	163	44	26.994	3.125
rhtC_1	Cluster_128688	186	27	14.516	1.786
rhaR_4	Cluster_95150	202	14	6.931	1.124
rhtB_1	Cluster_74752	219	6	2.74	1.075
lexA_2	NO_CLUSTER_ASSOCIATION_FOUND	218	10	4.587	1.299
clpP_3	Cluster_75776	86	3	3.488	3.03
gpFI	Cluster_120216	94	10	10.638	2.381
ppiC_1	Cluster_114734	217	6	2.765	2.041
acsA_4	Cluster_122370	145	17	11.724	1.961
eco	Cluster_149381	188	70	37.234	4.762
bdhA_2	Cluster_50592	64	29	45.312	7.143
norR_2	Cluster_146832	220	9	4.091	1.493
yejE_1	Cluster_104140	211	9	4.265	1.562
yejB_1	Cluster_104140	213	9	4.225	1.538
ppiC_2	Cluster_130065	217	60	27.65	1.695
aroF_2	Cluster_26575	217	30	13.825	2.083
ycaD_1	Cluster_16639	218	16	7.339	1.37
fcuA_1	Cluster_80772	116	10	8.621	4.167
fecR_1	Cluster_125222	220	6	2.727	0.943
fecI_1	Cluster_125222	221	6	2.715	0.917
uvrA_1	Cluster_74265	209	18	8.612	2.703
hcp1_2	Cluster_87543	87	15	17.241	3.226
ompA_1	Cluster_142676	148	51	34.459	4.167
clpV1	Cluster_142676	142	100	70.423	4.762
tri1	Cluster_46072	91	9	9.89	4.762
vgrG1_1	Cluster_26131	131	7	5.344	1.449
rhsA	Cluster_26131	55	12	21.818	3.846
rhsD	Cluster_26417	50	8	16.0	4.545
vldH	Cluster_123082	164	6	3.659	4.545
lexA_3	Cluster_122481	122	26	21.311	1.818
sulA_2	Cluster_122481	124	41	33.065	6.667
imuB	Cluster_122481	210	89	42.381	2.381
dnaE2	Cluster_122481	208	84	40.385	2.381
cynR_5	Cluster_89308	130	7	5.385	2.222
scoA	Cluster_89308	217	78	35.945	3.846
scoB	Cluster_89308	217	77	35.484	3.704
atoE	Cluster_72935	212	56	26.415	2.326
sutR_2	Cluster_131421	134	12	8.955	5.263
galE	Cluster_113299	180	107	59.444	5.263
betA_1	Cluster_120341	174	38	21.839	2.703
dapH_1	Cluster_114024	174	53	30.46	3.03
dapH_2	Cluster_114024	174	75	43.103	3.571
mshA_5	Cluster_114024	95	14	14.737	2.041
tagA	Cluster_114024	46	39	84.783	25.0
gcvA_3	Cluster_85728	221	4	1.81	0.99
sdaB	Cluster_85728	78	27	34.615	5.263
puuB_4	Cluster_130008	219	9	4.11	0.909
spuE_1	Cluster_130008	218	31	14.22	1.724
puuA_2	Cluster_66707	220	20	9.091	1.562
ttgA	Cluster_41105	213	137	64.319	4.348
ttgR	Cluster_41105	213	142	66.667	3.846
bmr3	Cluster_20513	144	57	39.583	3.704
dmlR_10	Cluster_160152	218	2	0.917	0.746
gcvA_4	Cluster_106956	221	4	1.81	0.917
aruI_1	Cluster_106956	181	53	29.282	2.564
rhaS_4	Cluster_58447	220	9	4.091	0.82
kgtP_1	Cluster_79433	220	3	1.364	1.37
dctD_1	Cluster_95151	220	12	5.455	1.316
dctB_1	Cluster_95151	218	13	5.963	1.333
rhlA	Cluster_21891	211	87	41.232	3.704
rsuA	Cluster_55076	204	59	28.922	2.273
caiD	Cluster_98628	164	134	81.707	10.0
ung	Cluster_98628	217	145	66.82	4.762
yhcR	Cluster_123766	73	63	86.301	33.333
nicP_6	Cluster_156754	203	5	2.463	0.952
tctD	Cluster_57670	218	116	53.211	5.0
qseC_2	Cluster_57670	193	15	7.772	1.724
ygfZ	Cluster_93112	217	147	67.742	5.882
sdhE	Cluster_93112	218	147	67.431	7.143
nadB	Cluster_15947	206	69	33.495	4.762
algU	Cluster_15947	210	70	33.333	5.263
mucA	Cluster_15947	219	71	32.42	4.167
mucB	Cluster_15947	218	71	32.569	4.348
degP	Cluster_68723	219	108	49.315	4.0
lepA	Cluster_67361	215	77	35.814	3.704
lepB	Cluster_67361	218	78	35.78	3.571
rnc	Cluster_72944	216	166	76.852	5.882
era	Cluster_72944	201	153	76.119	5.882
recO	Cluster_73219	218	24	11.009	2.703
pdxJ	Cluster_73219	216	23	10.648	2.632
czcS	Cluster_30046	136	41	30.147	3.226
czcR_1	Cluster_30046	205	18	8.78	1.724
cmoB	Cluster_124559	218	95	43.578	2.564
cmoA	Cluster_124559	213	94	44.131	2.564
lon_2	Cluster_58424	189	13	6.878	2.273
gcd	Cluster_167192	170	40	23.529	2.381
oprB_1	Cluster_167192	218	20	9.174	1.316
shlA	Cluster_77784	156	58	37.179	2.941
shlB	Cluster_77784	106	59	55.66	4.348
nudC_1	Cluster_100650	219	28	12.785	2.041
nudL	Cluster_100650	218	68	31.193	3.448
yrdA_3	Cluster_100650	176	19	10.795	2.381
purT	Cluster_132956	214	167	78.037	4.762
yhjE	Cluster_37723	199	45	22.613	3.571
ypjD	Cluster_29870	80	24	30.0	4.545
ffh	Cluster_29870	213	24	11.268	2.778
rpsP	Cluster_40839	219	54	24.658	5.263
rimM	Cluster_40839	218	53	24.312	5.0
trmD	Cluster_40839	218	53	24.312	5.0
rplS	Cluster_40839	219	53	24.201	5.0
nhaP2_1	Cluster_139617	149	47	31.544	2.857
xerD	Cluster_139617	200	79	39.5	3.03
dsbC	Cluster_81021	203	91	44.828	4.348
hom	Cluster_128660	205	171	83.415	6.25
thrC_1	Cluster_145149	67	18	26.866	9.091
smtB	Cluster_95140	150	86	57.333	5.556
yaeQ	Cluster_95140	214	124	57.944	3.704
recJ	Cluster_95140	211	121	57.346	3.846
namA_3	Cluster_49001	98	3	3.061	3.448
prr_2	Cluster_84496	50	6	12.0	3.846
ydcV_1	Cluster_84496	211	5	2.37	1.471
ydcU	Cluster_84496	197	20	10.152	2.778
potA_2	Cluster_84496	220	7	3.182	1.449
ydcS	Cluster_53313	197	111	56.345	4.545
wspC	Cluster_72787	197	10	5.076	2.083
rcsC_10	Cluster_72787	219	2	0.913	0.69
cheB_1	Cluster_72787	219	4	1.826	1.124
cheB_2	Cluster_72787	219	4	1.826	1.205
prfB	Cluster_28053	203	62	30.542	2.273
lysS	Cluster_121698	208	66	31.731	5.556
pal_2	Cluster_153804	221	22	9.955	1.639
ppc	Cluster_67593	210	23	10.952	3.03
adk	Cluster_41362	214	87	40.654	3.448
tsaB	Cluster_89373	211	32	15.166	2.857
rsmJ	Cluster_112268	218	56	25.688	5.0
mdtA_2	Cluster_43164	219	8	3.653	1.087
mdtB_1	Cluster_43164	213	8	3.756	1.408
plsB	Cluster_47936	216	121	56.019	4.348
cspA	Cluster_47936	50	36	72.0	10.0
rlmA	Cluster_63614	213	37	17.371	2.326
dapE_1	Cluster_63614	90	17	18.889	4.348
tcdA	Cluster_107670	215	59	27.442	3.448
sufE	Cluster_129966	212	63	29.717	3.846
csdA	Cluster_129966	186	63	33.871	5.882
dapD	Cluster_167127	216	75	34.722	1.923
spxA	Cluster_167127	14	9	64.286	25.0
ybcO_1	Cluster_59171	22	6	27.273	8.333
higA-1	Cluster_23797	75	17	22.667	8.333
higB-1	Cluster_23797	20	15	75.0	25.0
nhaK	Cluster_23797	205	16	7.805	1.613
dapL_1	Cluster_168590	12	7	58.333	25.0
glnD	Cluster_168590	216	82	37.963	3.333
map	Cluster_168590	18	9	50.0	16.667
rpsB	Cluster_24702	216	85	39.352	3.226
tsf	Cluster_65367	215	164	76.279	7.143
pyrH	Cluster_67594	217	105	48.387	4.545
frr	Cluster_67594	216	105	48.611	4.545
ispU	Cluster_67594	216	105	48.611	4.348
cdsA	Cluster_67594	212	103	48.585	4.545
dxr	Cluster_67594	212	101	47.642	4.348
rseP	Cluster_136553	210	71	33.81	2.778
bamA_2	Cluster_135031	197	10	5.076	3.571
lpxD_1	Cluster_135031	140	16	11.429	3.448
fabZ	Cluster_106679	218	198	90.826	9.091
lpxA	Cluster_106679	216	194	89.815	7.692
lpxB	Cluster_106679	215	188	87.442	6.25
rnhB	Cluster_106679	215	188	87.442	6.25
dnaE	Cluster_65352	211	59	27.962	2.857
accA	Cluster_111408	208	205	98.558	33.333
tilS	Cluster_71559	216	58	26.852	2.128
pyrG	Cluster_37547	210	197	93.81	12.5
kdsA_2	Cluster_37547	68	35	51.471	5.263
eno	Cluster_81074	204	121	59.314	4.762
ftsB	Cluster_73774	217	91	41.935	4.762
ispD	Cluster_73774	214	88	41.121	4.545
dmlR_11	Cluster_111804	217	5	2.304	0.676
frmA	Cluster_111804	163	110	67.485	4.0
yeiG	Cluster_111804	212	129	60.849	3.448
ispF	Cluster_108338	218	36	16.514	2.5
truD	Cluster_108338	210	35	16.667	2.703
surE	Cluster_108338	202	36	17.822	2.564
pcm	Cluster_108338	218	36	16.514	2.381
nlpD	Cluster_46948	202	61	30.198	4.545
rpoS	Cluster_110439	198	143	72.222	7.692
fdxA	Cluster_89022	214	182	85.047	8.333
mutS	Cluster_65378	214	19	8.879	1.587
pncC_2	Cluster_149338	170	16	9.412	1.471
pgsA	Cluster_166254	218	108	49.541	3.571
uvrC	Cluster_166254	214	105	49.065	3.846
gacA	Cluster_166254	213	100	46.948	3.846
pitA_1	Cluster_96594	192	68	35.417	2.083
yfcG_2	Cluster_125950	196	25	12.755	2.0
gabP_3	Cluster_37905	206	42	20.388	1.852
gcvA_5	Cluster_37905	220	5	2.273	0.943
gabT	Cluster_67283	184	27	14.674	3.333
fusB	Cluster_135760	200	122	61.0	5.882
bicA	Cluster_128671	205	47	22.927	2.439
aceA	Cluster_10255	209	154	73.684	7.143
ndhC	Cluster_20397	220	64	29.091	3.226
nuoB	Cluster_20397	219	64	29.224	3.226
