GCA_929606395.1_cpe008_genomic GENE TO IGR ASSOCIATIONS

#######################################################################
SIGNIFICANT GENE CLUSTER ASSOCIATIONS OCCURRING >100x WITH FRACTION ASSOCIATED +15% HIGHER THAN EXPECTED
GENE	IGR	GENE_COUNT	ASSOC_COUNT	ASSOC_TOTAL(%)	ASSOC_EXPECTED(%)
moxC	Cluster_147728	55	29	52.727	11.111
ssuA_4	Cluster_32746	136	6	4.412	1.724
glpE_1	Cluster_32746	134	8	5.97	2.326
ribY	Cluster_5446	48	17	35.417	7.143
ndmA	Cluster_5446	65	22	33.846	7.143
ssuB_1	Cluster_137430	174	18	10.345	2.041
ribX	Cluster_137430	69	47	68.116	8.333
ndmD	Cluster_137430	61	46	75.41	10.0
dauR_2	Cluster_64523	141	9	6.383	3.226
tdcB	Cluster_121702	100	9	9.0	3.333
codA	Cluster_49227	147	60	40.816	2.703
codB	Cluster_49227	164	60	36.585	3.226
tenA	Cluster_15322	178	51	28.652	3.704
xerC_3	Cluster_123771	215	13	6.047	0.877
hcaR_2	Cluster_97500	181	34	18.785	1.639
garK	Cluster_88707	189	52	27.513	2.564
cdaR	Cluster_76260	200	130	65.0	3.571
ttuB_2	Cluster_76260	203	16	7.882	1.562
hcaD	Cluster_70076	188	36	19.149	2.564
yajO_1	Cluster_135071	148	40	27.027	2.632
nemA_1	Cluster_120342	177	20	11.299	1.613
dmlR_9	Cluster_139623	218	5	2.294	0.714
nicP_6	Cluster_150142	203	12	5.911	0.952
ydcO_3	Cluster_85743	138	14	10.145	3.448
catA_1	Cluster_168640	115	2	1.739	3.448
pcaK_2	Cluster_168640	194	2	1.031	1.333
lvr	Cluster_86060	104	6	5.769	4.0
benC	Cluster_136513	176	56	31.818	4.762
cbdB	Cluster_109808	165	8	4.848	3.226
cbdA	Cluster_109808	172	8	4.651	3.226
rhaS_1	Cluster_32028	221	7	3.167	0.935
hisN	Cluster_99363	198	60	30.303	3.704
uspE_3	Cluster_99363	146	13	8.904	2.326
cntO_2	Cluster_41678	217	11	5.069	1.02
pagL_1	Cluster_42322	191	26	13.613	2.222
gltR_4	Cluster_111906	137	13	9.489	2.326
sad	Cluster_111906	204	151	74.02	5.882
puuA_3	Cluster_66707	218	8	3.67	1.389
spuE_2	Cluster_130008	218	23	10.55	1.887
puuB_3	Cluster_130008	220	15	6.818	0.971
sdaB	Cluster_85728	78	27	34.615	5.263
gcvA_2	Cluster_85728	221	1	0.452	1.031
mshA_1	Cluster_114024	220	50	22.727	1.205
dapH_2	Cluster_114024	174	75	43.103	3.571
dapH_3	Cluster_114024	80	30	37.5	5.0
betA_2	Cluster_120341	174	28	16.092	2.273
galE	Cluster_113299	180	107	59.444	5.263
sutR_1	Cluster_133609	134	27	20.149	5.556
atoE	Cluster_72935	212	56	26.415	2.326
scoB	Cluster_164813	217	70	32.258	3.704
scoA	Cluster_164813	217	70	32.258	3.846
cynR_3	Cluster_89308	204	19	9.314	1.538
dnaE2	Cluster_122481	208	84	40.385	2.381
imuB	Cluster_122481	210	89	42.381	2.381
sulA_1	Cluster_122481	124	42	33.871	7.692
lexA_1	Cluster_122481	218	33	15.138	1.266
vldH	Cluster_122481	164	83	50.61	4.545
pcaK_3	Cluster_158209	158	15	9.494	1.786
bacC	Cluster_70055	84	17	20.238	4.545
rhaS_2	Cluster_70055	221	6	2.715	0.926
aam_1	Cluster_128678	87	23	26.437	5.0
proP_3	Cluster_128678	216	28	12.963	1.22
hipO_2	Cluster_45216	123	9	7.317	2.439
rhsD_2	Cluster_36473	14	3	21.429	11.111
lpxC	Cluster_107308	220	202	91.818	25.0
ftsZ	Cluster_148650	216	204	94.444	12.5
ftsA	Cluster_2287	206	154	74.757	10.0
ftsQ	Cluster_2287	216	154	71.296	6.25
ddl	Cluster_2287	193	135	69.948	7.143
murC	Cluster_2287	219	155	70.776	6.25
murG	Cluster_2287	205	153	74.634	9.091
ftsW	Cluster_2287	216	157	72.685	7.692
murD	Cluster_2287	218	157	72.018	7.143
mraY	Cluster_2287	209	153	73.206	8.333
murF	Cluster_2287	218	158	72.477	8.333
murE	Cluster_2287	217	160	73.733	9.091
ftsI	Cluster_2287	214	160	74.766	9.091
ftsL	Cluster_2287	221	165	74.661	8.333
rsmH	Cluster_2287	219	164	74.886	8.333
mraZ	Cluster_2287	219	164	74.886	9.091
rsmI	Cluster_65186	217	142	65.438	3.448
lpoA	Cluster_65186	212	141	66.509	3.704
gmhA	Cluster_126539	218	109	50.0	5.263
sspB	Cluster_105587	179	68	37.989	5.0
sspA	Cluster_105587	202	63	31.188	4.545
petC	Cluster_38106	218	150	68.807	5.0
petB	Cluster_38106	218	150	68.807	5.263
petA	Cluster_38106	215	152	70.698	6.667
rpsI	Cluster_40381	217	188	86.636	8.333
rplM	Cluster_40381	219	189	86.301	8.333
tas	Cluster_40381	186	168	90.323	16.667
cdhR_4	Cluster_108336	220	5	2.273	1.099
zapE_1	Cluster_84010	219	8	3.653	1.408
mdeA	Cluster_96111	208	133	63.942	4.348
decR_2	Cluster_96111	221	32	14.48	1.22
cysNC	Cluster_51283	199	55	27.638	3.03
cysD	Cluster_51283	199	55	27.638	2.857
degS	Cluster_73461	218	148	67.89	4.545
glnQ_2	Cluster_140311	221	19	8.597	1.235
yhdY	Cluster_140311	204	127	62.255	5.556
yhdW	Cluster_26875	208	137	65.865	5.263
estB	Cluster_26875	209	141	67.464	5.0
rhlB_1	Cluster_116505	157	28	17.834	2.857
moaE	Cluster_61509	211	54	25.592	2.381
moaD	Cluster_61509	192	53	27.604	2.778
moaC	Cluster_61509	197	54	27.411	2.703
yaaA	Cluster_90591	215	137	63.721	3.571
algD	Cluster_1402	196	81	41.327	3.704
alg8	Cluster_125589	197	61	30.964	3.846
algK	Cluster_125589	208	61	29.327	2.632
algE	Cluster_125589	211	60	28.436	2.632
algG	Cluster_125589	209	59	28.23	2.703
algX	Cluster_125589	193	60	31.088	3.704
algL	Cluster_125589	197	60	30.457	3.333
patA	Cluster_66952	166	11	6.627	3.704
algJ	Cluster_66952	198	12	6.061	2.703
algF	Cluster_66952	196	12	6.122	2.778
algA	Cluster_66952	125	10	8.0	3.03
oprM_1	Cluster_91757	190	8	4.211	1.266
emrA_3	Cluster_91757	217	16	7.373	1.163
emrY	Cluster_91757	208	50	24.038	2.703
nodD2_2	Cluster_52974	210	14	6.667	1.538
aaeA_1	Cluster_62470	220	52	23.636	1.37
aaeB_1	Cluster_62470	218	54	24.771	1.389
cusC	Cluster_62470	117	70	59.829	4.545
dmlR_10	Cluster_62470	218	11	5.046	0.746
ghrB_2	Cluster_69761	212	17	8.019	1.961
rhaS_3	Cluster_65787	221	4	1.81	0.943
cntO_3	Cluster_70073	212	5	2.358	1.124
fecI_2	Cluster_41372	221	5	2.262	0.84
psiE	Cluster_14974	220	33	15.0	2.128
ldh	Cluster_99997	214	60	28.037	3.846
nagL_1	Cluster_107137	106	20	18.868	3.333
hmgA	Cluster_107137	212	73	34.434	4.545
kdgR_1	Cluster_107137	164	33	20.122	3.03
oleB	Cluster_70045	204	138	67.647	4.545
yohK_1	Cluster_117958	198	59	29.798	2.703
cidA_1	Cluster_117958	197	61	30.964	3.125
gltC_3	Cluster_117958	214	16	7.477	1.163
pfyP_2	Cluster_106116	155	31	20.0	5.0
folM	Cluster_52317	217	63	29.032	2.703
fabV	Cluster_31687	204	60	29.412	2.703
thlA_1	Cluster_31687	165	20	12.121	2.5
metE	Cluster_45220	201	46	22.886	2.703
yjiA_1	Cluster_132135	59	13	22.034	4.0
btsT	Cluster_81663	191	49	25.654	3.226
uacT_1	Cluster_39864	216	30	13.889	1.754
radA	Cluster_68941	216	138	63.889	3.846
mscL	Cluster_68941	220	140	63.636	3.571
fpr_1	Cluster_53939	219	21	9.589	2.174
sdiA	Cluster_53939	85	41	48.235	5.263
rlmG	Cluster_119631	214	139	64.953	4.0
cydB	Cluster_25102	169	51	30.178	4.0
cydA	Cluster_25102	166	49	29.518	3.846
entS_1	Cluster_25102	135	45	33.333	2.941
adeP_1	Cluster_49013	176	27	15.341	4.167
trmA	Cluster_49013	214	60	28.037	2.778
pcaG	Cluster_59987	206	25	12.136	3.448
pcaH	Cluster_59987	206	25	12.136	3.448
mcpS	Cluster_71875	190	61	32.105	3.448
ggt_2	Cluster_104828	201	80	39.801	2.128
dmlR_11	Cluster_168677	217	1	0.461	0.676
mdaB	Cluster_168677	217	14	6.452	2.273
cmpR_4	Cluster_132200	219	11	5.023	1.538
frmR_1	Cluster_138093	47	11	23.404	5.556
czcD_1	Cluster_138093	115	24	20.87	4.167
mmsB	Cluster_93948	207	144	69.565	6.25
mmsA	Cluster_93948	206	146	70.874	5.882
hdfR_2	Cluster_93948	221	8	3.62	1.205
pal_1	Cluster_116834	221	11	4.977	1.449
dgcN	Cluster_116834	199	59	29.648	2.326
recD_1	Cluster_26007	29	2	6.897	5.0
recB_1	Cluster_26007	72	3	4.167	3.226
recC	Cluster_26007	206	14	6.796	2.857
yqaA_1	Cluster_10920	33	8	24.242	8.333
rcnR	Cluster_72688	16	12	75.0	25.0
czcD_2	Cluster_72688	115	7	6.087	2.941
chrB1_1	Cluster_63632	34	9	26.471	7.692
chrB1_2	Cluster_63632	34	8	23.529	7.692
gcvA_3	NO_CLUSTER_ASSOCIATION_FOUND	221	8	3.62	0.99
yeaW	Cluster_19047	74	23	31.081	6.25
gbsA	Cluster_19047	72	21	29.167	4.167
norW	Cluster_19047	38	22	57.895	20.0
puuB_4	Cluster_19047	219	4	1.826	0.909
eutQ	Cluster_19047	44	23	52.273	16.667
ycaD_2	Cluster_19047	218	3	1.376	1.449
lpd3	Cluster_56499	199	58	29.146	4.348
COQ3_2	Cluster_56499	207	19	9.179	2.0
clsA	Cluster_93721	166	122	73.494	7.143
yciC	Cluster_106947	171	8	4.678	2.632
yeiR	Cluster_106947	216	12	5.556	2.439
pdxY	Cluster_102158	218	149	68.349	4.762
kefB	Cluster_25258	216	103	47.685	3.571
uvrD	Cluster_54371	201	42	20.896	2.439
zwf_2	Cluster_114663	220	27	12.273	3.333
hexR_1	Cluster_114663	218	49	22.477	4.0
cmpR_5	Cluster_63619	214	16	7.477	1.562
cfiB	Cluster_63619	217	144	66.359	4.762
oadA	Cluster_63619	218	135	61.927	4.167
paiB	Cluster_123133	213	106	49.765	4.0
gabR_1	Cluster_123133	215	46	21.395	1.389
spuD_2	Cluster_32619	216	15	6.944	1.613
aphA	Cluster_32619	91	37	40.659	4.762
aspA	Cluster_83973	209	151	72.249	6.25
yjiE	Cluster_83973	192	140	72.917	7.143
purE	Cluster_38182	219	56	25.571	3.571
purK	Cluster_38182	215	56	26.047	3.846
yeaD_1	Cluster_137416	213	7	3.286	2.778
abaF_2	Cluster_22769	204	39	19.118	1.639
pstS_2	Cluster_46978	180	26	14.444	2.222
pstB	Cluster_135803	216	113	52.315	4.545
phoU	Cluster_116170	218	61	27.982	2.778
cheB_1	Cluster_75804	219	31	14.155	1.124
phoR	Cluster_155300	215	55	25.581	2.703
phoB	Cluster_155300	218	55	25.229	2.941
ubiA	Cluster_50602	219	60	27.397	2.778
ubiC	Cluster_50602	216	61	28.241	2.778
rubA1	Cluster_50602	220	61	27.727	2.381
alkT	Cluster_50602	214	61	28.505	2.632
hupB_1	Cluster_64933	218	21	9.633	3.333
recG	Cluster_120981	213	197	92.488	9.091
oxyR	Cluster_120981	149	147	98.658	33.333
exbD_1	Cluster_63240	219	34	15.525	1.887
tolQ_1	Cluster_63240	220	21	9.545	1.37
yabJ_2	Cluster_146836	200	42	21.0	2.174
spoT	Cluster_146836	218	158	72.477	6.667
rpoZ	Cluster_46073	221	63	28.507	3.226
hdfR_3	Cluster_56874	218	11	5.046	1.064
puuA_4	Cluster_56874	217	22	10.138	1.667
puuD_2	Cluster_56874	204	49	24.02	2.174
gmk	Cluster_49625	217	137	63.134	3.448
rph	Cluster_49625	218	138	63.303	3.571
exoA	Cluster_130037	217	68	31.336	16.667
pyrE	Cluster_130037	219	68	31.05	14.286
argB	Cluster_168429	220	77	35.0	4.167
algC	Cluster_168429	143	52	36.364	5.556
dut	Cluster_117548	220	54	24.545	4.545
coaBC	Cluster_117548	218	54	24.771	5.0
dppA_1	Cluster_22519	221	47	21.267	1.587
rpmB	Cluster_22519	220	139	63.182	4.348
rpmG	Cluster_22519	221	139	62.896	4.348
puuC_2	Cluster_61090	209	80	38.278	2.128
ycaD_3	Cluster_109751	216	16	7.407	1.282
clsC	Cluster_145185	204	93	45.588	4.0
norG_3	Cluster_104142	210	41	19.524	1.613
puuB_5	Cluster_86956	218	6	2.752	0.98
lrp_3	Cluster_80004	220	25	11.364	1.515
dadA1_1	Cluster_80004	217	37	17.051	1.493
dadX	Cluster_86937	127	54	42.52	6.25
puuR_3	Cluster_109797	185	54	29.189	2.703
xpt	Cluster_142684	217	48	22.12	4.762
rep_2	Cluster_32244	220	42	19.091	1.471
mdtK	Cluster_79438	190	66	34.737	4.0
gcvA_4	Cluster_79438	221	8	3.62	0.917
gcvA_5	Cluster_91741	220	17	7.727	0.943
gabD	Cluster_91741	112	83	74.107	9.091
puuB_6	Cluster_78621	210	15	7.143	1.01
ycaC_1	Cluster_28585	204	22	10.784	1.613
nfdA	Cluster_59989	105	10	9.524	3.571
entS_2	Cluster_56789	135	35	25.926	3.448
oprD_3	Cluster_56789	221	7	3.167	0.971
dmlR_12	Cluster_49008	217	1	0.461	0.719
ycaC_2	Cluster_49008	204	16	7.843	1.587
kefC_1	Cluster_59988	175	15	8.571	1.818
cdhR_5	Cluster_68100	219	8	3.653	1.02
rhaR_4	Cluster_68100	202	6	2.97	1.124
ycaC_3	Cluster_135797	169	23	13.609	1.786
sasA_7	Cluster_46360	220	5	2.273	0.787
tmoT_1	Cluster_46360	48	12	25.0	6.667
comM_1	Cluster_70040	47	2	4.255	3.226
ybcO	Cluster_88740	78	5	6.41	2.083
lexA_2	Cluster_129963	218	2	0.917	1.299
ssb_1	Cluster_80985	87	3	3.448	3.448
sohB	Cluster_60023	218	128	58.716	3.125
fabG_3	Cluster_66598	220	4	1.818	0.82
yfcA_1	Cluster_118207	201	24	11.94	1.429
dmlR_13	Cluster_118207	217	7	3.226	0.709
nicP_7	Cluster_89952	189	5	2.646	1.02
nicT	Cluster_56464	48	6	12.5	9.091
nicF	Cluster_28421	130	49	37.692	6.667
maiA	Cluster_28421	140	49	35.0	5.556
nicD	Cluster_28421	128	50	39.062	6.667
nicC	Cluster_28421	124	49	39.516	6.667
nicX	Cluster_28421	130	51	39.231	6.667
nicR	Cluster_138068	125	106	84.8	20.0
nicA	Cluster_3593	151	9	5.96	2.941
nicB	Cluster_3593	140	9	6.429	3.846
nicS_2	Cluster_34757	127	11	8.661	3.333
pcaI	Cluster_20942	144	42	29.167	3.125
pcaJ	Cluster_20942	143	43	30.07	3.226
trkI_1	Cluster_22010	118	19	16.102	5.882
nhaA_1	Cluster_9194	140	10	7.143	2.326
amtB_1	Cluster_56916	213	9	4.225	1.887
fni	Cluster_135811	105	21	20.0	7.692
purF_2	Cluster_135811	156	9	5.769	2.041
puuR_4	Cluster_36203	104	5	4.808	5.0
purU_1	Cluster_44016	219	3	1.37	1.562
folD_1	Cluster_44016	123	10	8.13	4.0
soxB_1	Cluster_44016	151	7	4.636	1.786
soxD_1	Cluster_44016	111	7	6.306	3.333
soxA_1	Cluster_44016	142	7	4.93	2.381
pcaR_2	Cluster_110451	168	6	3.571	2.128
decR_3	Cluster_91225	215	6	2.791	1.266
dmlR_14	Cluster_116228	217	2	0.922	0.752
aphB	Cluster_37501	70	11	15.714	11.111
ocd_2	Cluster_67157	29	4	13.793	7.692
asnC_2	Cluster_67157	69	4	5.797	7.692
cycA_1	Cluster_21642	186	7	3.763	1.818
argP_2	Cluster_80014	188	6	3.191	1.333
abaF_3	Cluster_80014	157	7	4.459	1.613
mtnB_3	Cluster_80014	13	4	30.769	16.667
ghrA_1	Cluster_80014	94	8	8.511	2.941
hyuC_2	Cluster_80014	184	8	4.348	1.852
abaF_4	Cluster_89964	112	5	4.464	1.961
nicP_8	Cluster_134357	169	1	0.592	1.19
tdcF	Cluster_147309	22	11	50.0	14.286
rraA	Cluster_147309	17	11	64.706	20.0
yjiA_2	Cluster_149347	59	9	15.254	5.882
fabG_4	Cluster_149347	220	3	1.364	0.877
gdh	Cluster_149347	44	17	38.636	6.25
naiP	Cluster_149347	43	18	41.86	6.667
pgdA	Cluster_142769	32	18	56.25	9.091
cnbH	Cluster_32403	45	19	42.222	7.143
xylH	Cluster_150156	22	10	45.455	16.667
xylG	Cluster_150156	45	10	22.222	7.143
chvE	Cluster_121776	17	17	100.0	100.0
iolG	Cluster_153115	38	16	42.105	6.667
idhA	Cluster_157415	19	6	31.579	20.0
dmlR_15	Cluster_28227	216	2	0.926	0.69
tfdF	Cluster_138885	19	17	89.474	33.333
dmlR_16	Cluster_79517	215	2	0.93	0.725
chqB	Cluster_79517	23	17	73.913	16.667
oprB_2	Cluster_50943	218	2	0.917	1.136
iolT	Cluster_25260	18	10	55.556	20.0
yceJ_1	Cluster_4390	56	6	10.714	4.167
yccA	Cluster_42306	218	12	5.505	5.556
xanP	Cluster_29713	213	27	12.676	1.961
dsrE	Cluster_120204	218	40	18.349	2.439
dsrF	Cluster_120204	194	40	20.619	3.03
tusB	Cluster_120204	215	40	18.605	2.439
tusE	Cluster_120204	219	40	18.265	2.381
trpD_1	Cluster_120204	219	15	6.849	1.923
yqjG	Cluster_114708	216	95	43.981	3.226
cysG_1	Cluster_144479	161	23	14.286	3.571
serS_1	Cluster_144479	15	3	20.0	11.111
crcB	Cluster_144479	181	42	23.204	3.571
rarA_1	Cluster_144479	29	3	10.345	7.692
lolA	Cluster_144479	220	46	20.909	3.846
ftsK	Cluster_12025	213	57	26.761	2.703
aat	Cluster_12025	217	56	25.806	2.222
bpt	Cluster_148598	220	138	62.727	4.348
infA	Cluster_114063	220	139	63.182	11.111
clpA	Cluster_166368	218	109	50.0	8.333
clpS	Cluster_166368	220	109	49.545	9.091
cspD	Cluster_24698	175	103	58.857	14.286
icd_1	Cluster_16504	211	142	67.299	5.263
icd_2	Cluster_16504	211	142	67.299	5.263
nudJ	Cluster_70090	206	17	8.252	1.818
mnmA	Cluster_146844	217	27	12.442	4.348
hflD	Cluster_146844	218	27	12.385	4.167
purB	Cluster_74287	219	23	10.502	2.083
roxA	Cluster_128204	217	164	75.576	7.143
cpdA_1	Cluster_127291	69	4	5.797	3.571
nudF	Cluster_65581	217	121	55.76	4.0
thiC	Cluster_16607	215	155	72.093	5.263
tolC	Cluster_16607	49	39	79.592	14.286
ltxD	Cluster_46672	28	24	85.714	25.0
apxIB_1	Cluster_46672	83	20	24.096	3.226
waaA	Cluster_126666	215	59	27.442	2.857
allS	Cluster_126666	79	45	56.962	7.692
hldE	Cluster_95823	215	150	69.767	4.348
msbA_1	Cluster_116226	62	1	1.613	2.941
mshA_2	Cluster_163328	220	25	11.364	1.149
mshA_3	Cluster_154757	199	28	14.07	1.333
tobZ	Cluster_154757	218	92	42.202	2.326
rlmJ	Cluster_112607	215	37	17.209	2.381
putP	Cluster_23650	214	26	12.15	2.703
putA	Cluster_23650	208	26	12.5	2.703
dmdC_2	Cluster_88142	221	10	4.525	1.389
hsrA_2	Cluster_110413	118	18	15.254	2.778
dbpA	Cluster_142042	190	160	84.211	11.111
yccS	Cluster_128690	214	26	12.15	3.125
elaA	Cluster_81139	187	62	33.155	3.226
ygjP	Cluster_55079	219	49	22.374	2.5
rcsC_11	Cluster_55079	219	1	0.457	0.709
cbbA	Cluster_116342	215	175	81.395	7.692
pgk	Cluster_63625	217	27	12.442	3.125
epd	Cluster_63625	215	28	13.023	3.125
tktA	Cluster_42855	210	58	27.619	3.333
COQ3_3	Cluster_42855	112	15	13.393	2.564
metK	Cluster_42855	215	62	28.837	3.226
ligB	Cluster_13712	204	14	6.863	3.03
yqjC	Cluster_93940	193	71	36.788	3.125
cycA_2	Cluster_103437	186	28	15.054	2.083
mltA	Cluster_103437	157	66	42.038	4.762
nhaP	Cluster_62825	212	10	4.717	2.439
ahcY	Cluster_32604	218	146	66.972	4.762
metF	Cluster_74755	219	53	24.201	3.125
rhlE_2	Cluster_52646	216	87	40.278	3.125
yceI	Cluster_165550	209	116	55.502	3.846
yceJ_2	Cluster_165550	56	16	28.571	4.545
mnmC_1	Cluster_55455	208	26	12.5	1.754
bioA	Cluster_131428	218	100	45.872	3.448
rsmE	Cluster_76263	219	78	35.616	1.961
rcsC_12	Cluster_46374	219	1	0.457	0.704
pleD_1	Cluster_46374	121	28	23.14	6.667
phoP_1	Cluster_46374	190	28	14.737	2.128
gshB	Cluster_46374	216	61	28.241	3.226
yqgF	Cluster_75808	219	21	9.589	1.852
pyrR_2	Cluster_75808	66	14	21.212	5.0
pyrB	Cluster_75808	218	21	9.633	2.0
pyrC'	Cluster_75808	211	21	9.953	2.041
hslV	Cluster_75802	218	35	16.055	1.538
hslU	Cluster_133576	218	114	52.294	3.226
phaC_1	Cluster_37965	206	87	42.233	2.778
catD_1	Cluster_143524	209	6	2.871	2.222
phaC_2	Cluster_143524	206	15	7.282	2.941
ubiE	Cluster_99387	220	153	69.545	4.762
ubiJ	Cluster_99387	214	151	70.561	5.263
ubiB	Cluster_99387	207	145	70.048	5.263
hisI	Cluster_135995	192	136	70.833	6.25
hisE	Cluster_135995	219	158	72.146	6.25
tatA_1	Cluster_135995	177	29	16.384	3.448
tatB_1	Cluster_135995	173	30	17.341	3.704
tatC_1	Cluster_135995	178	30	16.854	3.448
mcpQ_2	Cluster_108818	202	40	19.802	1.695
msrQ	Cluster_131415	118	64	54.237	5.263
msrP	Cluster_131415	210	111	52.857	7.143
ilvC	Cluster_147793	206	60	29.126	8.333
ilvH	Cluster_17408	220	189	85.909	6.667
ilvI	Cluster_17408	210	184	87.619	7.692
mrcB	Cluster_104901	218	170	77.982	5.556
hmuV	Cluster_83164	202	55	27.228	3.846
hmuU_1	Cluster_83164	211	22	10.427	2.128
hmuT	Cluster_83164	208	57	27.404	4.545
sfsA	Cluster_55217	219	140	63.927	6.25
aspC	Cluster_55217	190	134	70.526	9.091
dksA_1	Cluster_55217	217	54	24.885	1.493
gluQ	Cluster_142773	215	131	60.93	4.0
sasA_8	Cluster_44579	220	3	1.364	0.73
zraR	Cluster_44579	196	38	19.388	2.703
pcnB	Cluster_268	218	30	13.761	2.941
folK_1	Cluster_268	28	2	7.143	12.5
panB	Cluster_40108	161	66	40.994	6.667
panC	Cluster_40108	204	79	38.725	6.667
pgi	Cluster_56119	164	32	19.512	2.632
acsA_2	Cluster_68114	218	8	3.67	1.37
lsrG	Cluster_145952	183	98	53.552	6.667
pnp	Cluster_42654	216	102	47.222	6.25
rpsO	Cluster_84675	220	149	67.727	5.263
truB	Cluster_105378	220	122	55.455	5.263
rbfA	Cluster_105378	220	124	56.364	5.882
infB	Cluster_143575	217	193	88.94	11.111
nusA	Cluster_143575	219	201	91.781	11.111
rimP	Cluster_130485	221	160	72.398	8.333
tpiA	Cluster_141178	217	205	94.47	16.667
glmM	Cluster_60789	213	196	92.019	12.5
folP_1	Cluster_60789	31	23	74.194	14.286
ftsH	Cluster_60789	132	121	91.667	16.667
rlmE	Cluster_115448	220	167	75.909	14.286
yhbY	Cluster_115448	218	166	76.147	16.667
greA	Cluster_113305	215	46	21.395	7.143
carB	Cluster_113305	203	47	23.153	11.111
carA	Cluster_39182	209	27	12.919	4.0
dapB_2	Cluster_53434	26	13	50.0	12.5
dnaJ	Cluster_53434	215	134	62.326	5.556
dnaK_1	Cluster_115597	218	111	50.917	4.0
grpE	Cluster_62115	219	130	59.361	3.704
recN	Cluster_62115	215	130	60.465	4.167
fur	Cluster_118568	221	217	98.19	33.333
bamE	Cluster_118568	221	217	98.19	33.333
smpB	Cluster_154659	218	13	5.963	5.263
pdhR_2	Cluster_41376	173	81	46.821	8.333
glcA_1	Cluster_41376	33	8	24.242	5.556
lldD	Cluster_143523	210	142	67.619	5.0
ssrA	NO_CLUSTER_ASSOCIATION_FOUND	236	228	96.61	25.0
fhuA_1	Cluster_12339	210	10	4.762	1.22
bauD_2	Cluster_8618	67	2	2.985	3.571
gudD	Cluster_40681	180	61	33.889	3.704
ttuB_3	Cluster_40681	169	16	9.467	1.786
lutR_2	Cluster_40681	212	16	7.547	1.149
gph_1	Cluster_83684	191	32	16.754	1.923
tesB	Cluster_83684	194	63	32.474	3.704
ais_1	Cluster_68098	114	21	18.421	2.222
rcsC_13	Cluster_1202	218	2	0.917	0.694
rcsC_14	Cluster_1202	217	3	1.382	0.725
rcsC_15	Cluster_131489	217	2	0.922	0.725
rcsB	Cluster_142771	86	13	15.116	4.0
yadV_1	Cluster_148491	52	7	13.462	5.882
fimD_1	Cluster_32199	147	4	2.721	1.923
dmlR_17	Cluster_106795	204	6	2.941	0.826
btuE_1	Cluster_156790	214	12	5.607	2.632
cobS	Cluster_8620	195	22	11.282	2.381
cobC	Cluster_8620	208	24	11.538	2.564
cobT	Cluster_8620	213	24	11.268	2.5
cobP	Cluster_8620	217	24	11.06	2.439
cobQ	Cluster_8620	214	24	11.215	2.703
hisC_3	Cluster_8620	220	2	0.909	1.37
cobD	Cluster_8620	208	24	11.538	2.941
bluB	Cluster_8620	206	24	11.65	2.632
cbiA	Cluster_8620	215	24	11.163	2.703
cobO_1	Cluster_8620	205	17	8.293	2.439
mepS	Cluster_97912	190	146	76.842	6.25
hda	Cluster_46295	218	31	14.22	2.174
purM	Cluster_28750	216	50	23.148	2.778
purN	Cluster_28750	214	50	23.364	2.941
fdhL	Cluster_25994	72	28	38.889	8.333
mazG	Cluster_98698	215	14	6.512	2.5
relA	Cluster_119625	214	62	28.972	3.704
rlmD	Cluster_115467	215	46	21.395	2.381
cysM	Cluster_115467	213	46	21.596	2.381
pfeS_1	Cluster_82780	149	18	12.081	3.03
baeR	Cluster_82780	65	37	56.923	7.143
barA	Cluster_82780	205	47	22.927	2.632
ldhA	Cluster_133574	213	47	22.066	2.0
resA_1	Cluster_126260	216	72	33.333	1.852
yfgD	Cluster_126260	216	131	60.648	9.091
ttcA	Cluster_39863	218	147	67.431	4.762
yohC	Cluster_39863	74	50	67.568	10.0
sprT_1	Cluster_95131	18	9	50.0	25.0
fpr_2	Cluster_90550	219	24	10.959	2.128
cmpR_6	Cluster_90550	201	6	2.985	1.818
dgkA	Cluster_135079	210	135	64.286	4.167
lnrK	Cluster_68561	211	119	56.398	4.348
recX	Cluster_141088	216	121	56.019	5.882
recA	Cluster_114403	188	99	52.66	10.0
pncC_1	Cluster_149338	170	21	12.353	1.37
dpnM	Cluster_75263	52	33	63.462	9.091
gpFI_1	Cluster_155762	28	1	3.571	4.167
clpP_2	Cluster_74772	198	2	1.01	1.754
intQ_1	Cluster_123123	41	2	4.878	3.571
mutS	Cluster_24937	214	4	1.869	1.587
fdxA	Cluster_89022	214	182	85.047	8.333
rpoS	Cluster_110439	198	143	72.222	7.692
nlpD	Cluster_46948	202	61	30.198	4.545
pcm	Cluster_132962	218	35	16.055	2.381
surE	Cluster_132962	202	30	14.851	2.564
truD	Cluster_132962	210	35	16.667	2.703
ispF	Cluster_132962	218	35	16.055	2.5
yeiG	Cluster_111804	212	129	60.849	3.448
frmA_1	Cluster_111804	55	15	27.273	5.263
dmlR_18	Cluster_111804	199	8	4.02	0.794
ispD	Cluster_73774	214	88	41.121	4.545
ftsB	Cluster_73774	217	91	41.935	4.762
eno	Cluster_81074	204	121	59.314	4.762
kdsA_2	Cluster_37547	68	35	51.471	5.263
pyrG	Cluster_37547	210	197	93.81	12.5
tilS	Cluster_71559	216	58	26.852	2.128
accA	Cluster_111408	208	205	98.558	33.333
dnaE	Cluster_65352	211	59	27.962	2.857
