This file lists every transcription factor binding IGR proposed to regulate an operon, and statistics for the operon composition for each regulatory occurrence of the IGR
If IGR occurrence isn't associated to an operon, it isnt included when calculating statistics
IGR = ClusterID, AVG_OP_LEN = Average number of genes per operon to 3 D.P,TF = Name of TF(s) IGR binds separated by comma, TOTAL_ASSOC = Number of IGR occurrences associated to operon(s), GENE = Name of gene if known, OCC_IN_OPERON = Number of operons associated to IGR bearing gene
IGR	AVG_OP_LEN	TF	TOTAL_ASSOCS	GENE	OCC_IN_OPERON	PERCENT_OPERONS
Cluster_90161	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_87151	1.0	CueR	2	Unknown_Gene	2	100.0
Cluster_85935	3.0	LexA	1	Unknown_Gene	1	100.0
Cluster_85935	3.0	LexA	1	imuB	1	100.0
Cluster_85935	3.0	LexA	1	dnaE2_2	1	100.0
Cluster_50066	1.0	LexA	2	Unknown_Gene	1	50.0
Cluster_50066	1.0	LexA	2	psiE	1	50.0
Cluster_58925	1.5	PsrA	2	dmdC_1	2	100.0
Cluster_58925	1.5	PsrA	2	dmdC_2	1	50.0
Cluster_17047	1.0	MexT	1	entS	1	100.0
Cluster_49747	1.0	LexA	4	grpE	2	50.0
Cluster_49747	1.0	LexA	4	recN	2	50.0
Cluster_119199	1.0	LexA	4	Unknown_Gene	3	75.0
Cluster_119199	1.0	LexA	4	dinG_2	1	25.0
Cluster_23823	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_17692	2.0	AmrZ	2	Unknown_Gene	2	100.0
Cluster_47061	3.0	PcaR	1	catI	1	100.0
Cluster_47061	3.0	PcaR	1	catJ	1	100.0
Cluster_47061	3.0	PcaR	1	pcaF_1	1	100.0
Cluster_189	1.0	ColR	4	Unknown_Gene	4	100.0
Cluster_22235	2.0	ArgR	2	gltB	2	100.0
Cluster_22235	2.0	ArgR	2	gltD_2	2	100.0
Cluster_143846	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_27714	3.0	AmrZ	1	Unknown_Gene	1	100.0
Cluster_29433	1.0	MexT	2	Unknown_Gene	2	100.0
Cluster_67304	1.0	LexA	4	recN	2	50.0
Cluster_67304	1.0	LexA	4	grpE	2	50.0
Cluster_5387	1.5	AmrZ	4	ldc	2	50.0
Cluster_5387	1.5	AmrZ	4	fecI_5	1	25.0
Cluster_5387	1.5	AmrZ	4	Unknown_Gene	2	50.0
Cluster_5387	1.5	AmrZ	4	fecI_8	1	25.0
Cluster_30258	1.0	ArgR	2	dppA_4	1	50.0
Cluster_30258	1.0	ArgR	2	dppA_3	1	50.0
Cluster_63773	2.0	LexA	4	Unknown_Gene	4	100.0
Cluster_63773	2.0	LexA	4	aroP_1	1	25.0
Cluster_63773	2.0	LexA	4	aroP_2	1	25.0
Cluster_98182	5.0	Fur	1	Unknown_Gene	1	100.0
Cluster_98182	5.0	Fur	1	fumC_1	1	100.0
Cluster_98182	5.0	Fur	1	sodB_1	1	100.0
Cluster_98182	5.0	Fur	1	zupT_1	1	100.0
Cluster_8378	1.0	PcaR	2	Unknown_Gene	1	50.0
Cluster_8378	1.0	PcaR	2	pcaR	1	50.0
Cluster_73965	3.0	PcaR	1	catI	1	100.0
Cluster_73965	3.0	PcaR	1	catJ	1	100.0
Cluster_73965	3.0	PcaR	1	pcaF	1	100.0
Cluster_45887	1.0	PcaR	1	nicP_1	1	100.0
Cluster_22628	1.5	ArgR	4	btuD_3	1	25.0
Cluster_22628	1.5	ArgR	4	argF	2	50.0
Cluster_22628	1.5	ArgR	4	napA_2	2	50.0
Cluster_22628	1.5	ArgR	4	fbpC	1	25.0
Cluster_533	1.25	ColR	4	Unknown_Gene	4	100.0
Cluster_34224	1.0	LexA	4	tyrB_1	2	50.0
Cluster_34224	1.0	LexA	4	uvrB	2	50.0
Cluster_112169	2.0	PsrA	1	Unknown_Gene	1	100.0
Cluster_100260	1.0	Anr	4	rlhA_1	2	50.0
Cluster_100260	1.0	Anr	4	ydiK_2	1	25.0
Cluster_100260	1.0	Anr	4	ydiK_1	1	25.0
Cluster_47339	1.0	LexA	4	topB	2	50.0
Cluster_47339	1.0	LexA	4	Unknown_Gene	2	50.0
Cluster_36278	1.5	LexA	2	Unknown_Gene	1	50.0
Cluster_36278	1.5	LexA	2	czcC	1	50.0
Cluster_21896	1.0	AmrZ	1	Unknown_Gene	1	100.0
Cluster_43540	2.0	LexA	1	gbpA	1	100.0
Cluster_43540	2.0	LexA	1	Unknown_Gene	1	100.0
Cluster_58557	1.0	PtxS	4	Unknown_Gene	2	50.0
Cluster_58557	1.0	PtxS	4	kdgR	2	50.0
Cluster_136849	2.0	PtxS	2	Unknown_Gene	2	100.0
Cluster_136849	2.0	PtxS	2	kdgK	2	100.0
Cluster_57399	1.0	ColR	2	gloA	2	100.0
Cluster_41993	1.0	ColR	4	allE	2	50.0
Cluster_41993	1.0	ColR	4	Unknown_Gene	2	50.0
Cluster_85949	1.5	Zur	2	Unknown_Gene	1	50.0
Cluster_85949	1.5	Zur	2	ccmM	1	50.0
Cluster_85949	1.5	Zur	2	pyrC_2	1	50.0
Cluster_2215	1.0	AmrZ	1	Unknown_Gene	1	100.0
Cluster_15441	1.0	PsrA	1	Unknown_Gene	1	100.0
Cluster_57400	2.5	AmrZ	2	Unknown_Gene	2	100.0
Cluster_57400	2.5	AmrZ	2	shlB_1	1	50.0
Cluster_57400	2.5	AmrZ	2	shlB_2	1	50.0
Cluster_54500	2.0	PvdS	1	lgrB_1	1	100.0
Cluster_54500	2.0	PvdS	1	lgrB_2	1	100.0
Cluster_112177	1.5	LexA	2	umuC	1	50.0
Cluster_112177	1.5	LexA	2	umuD	1	50.0
Cluster_112177	1.5	LexA	2	Unknown_Gene	1	50.0
Cluster_52760	1.5	LexA,PsrA	4	Unknown_Gene	2	50.0
Cluster_52760	1.5	LexA,PsrA	4	lexA_2	2	50.0
Cluster_52760	1.5	LexA,PsrA	4	sulA	2	50.0
Cluster_139905	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_38150	1.0	ArgR	4	gdhB	2	50.0
Cluster_38150	1.0	ArgR	4	Unknown_Gene	2	50.0
Cluster_8797	1.5	PsrA	4	etfA	2	50.0
Cluster_8797	1.5	PsrA	4	etfB	2	50.0
Cluster_8797	1.5	PsrA	4	Unknown_Gene	2	50.0
Cluster_92619	1.0	PvdS	4	Unknown_Gene	2	50.0
Cluster_92619	1.0	PvdS	4	viuB	2	50.0
Cluster_6261	2.5	PvdS	2	Unknown_Gene	2	100.0
Cluster_6261	2.5	PvdS	2	apxIB_2	1	50.0
Cluster_6261	2.5	PvdS	2	cvaA	1	50.0
Cluster_27579	1.0	ArgR	1	aruC	1	100.0
Cluster_9146	1.0	ArgR	2	argT	1	50.0
Cluster_9146	1.0	ArgR	2	argT_2	1	50.0
Cluster_52420	1.5	ColR	2	Unknown_Gene	2	100.0
Cluster_58163	1.0	LexA	2	dinB	1	50.0
Cluster_58163	1.0	LexA	2	Unknown_Gene	1	50.0
Cluster_133195	1.0	ColR	2	dgkA	2	100.0
Cluster_68747	1.5	ColR	4	sasA_12	1	25.0
Cluster_68747	1.5	ColR	4	czcR_2	2	50.0
Cluster_68747	1.5	ColR	4	Unknown_Gene	2	50.0
Cluster_68747	1.5	ColR	4	sasA_9	1	25.0
Cluster_51751	1.0	LexA	4	psiE	2	50.0
Cluster_51751	1.0	LexA	4	Unknown_Gene	2	50.0
Cluster_85952	1.0	CueR	4	Unknown_Gene	4	100.0
Cluster_92621	2.5	Zur	2	Unknown_Gene	2	100.0
Cluster_43267	1.0	PsrA	2	dmdC_3	1	50.0
Cluster_43267	1.0	PsrA	2	dmdC_1	1	50.0
Cluster_10317	1.0	ColR	2	oprD_5	1	50.0
Cluster_10317	1.0	ColR	2	cntO_4	1	50.0
Cluster_28149	2.5	AmrZ	4	Unknown_Gene	4	100.0
Cluster_76467	1.0	AmrZ	1	cheB_4	1	100.0
Cluster_110018	2.0	Zur	4	Unknown_Gene	4	100.0
Cluster_110018	2.0	Zur	4	yciC	2	50.0
Cluster_110018	2.0	Zur	4	folE2	2	50.0
Cluster_7174	2.0	LexA	1	Unknown_Gene	1	100.0
Cluster_6823	1.5	PcaR	16	Unknown_Gene	8	50.0
Cluster_6823	1.5	PcaR	16	tsaM1	3	18.75
Cluster_6823	1.5	PcaR	16	pht2	8	50.0
Cluster_6823	1.5	PcaR	16	tsaM1_2	5	31.25
Cluster_91384	1.5	LexA	8	nucM	4	50.0
Cluster_91384	1.5	LexA	8	Unknown_Gene	4	50.0
Cluster_91384	1.5	LexA	8	btuB_4	1	12.5
Cluster_91384	1.5	LexA	8	btuB_6	1	12.5
Cluster_91384	1.5	LexA	8	btuB_3	1	12.5
Cluster_91384	1.5	LexA	8	btuB_7	1	12.5
Cluster_10002	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_83004	1.0	ColR	1	Unknown_Gene	1	100.0
Cluster_25010	1.167	Fur	6	lgrB	5	83.333
Cluster_25010	1.167	Fur	6	lgrD_3	1	16.667
Cluster_25010	1.167	Fur	6	lgrB_3	1	16.667
Cluster_50777	2.0	LexA	7	fan1	7	100.0
Cluster_50777	2.0	LexA	7	dinG_1	4	57.143
Cluster_50777	2.0	LexA	7	dinG_4	3	42.857
Cluster_2711	4.0	PtxS	2	Unknown_Gene	2	100.0
Cluster_10207	1.5	PcaR	4	Unknown_Gene	2	50.0
Cluster_10207	1.5	PcaR	4	tsaM1	2	50.0
Cluster_10207	1.5	PcaR	4	pht2	2	50.0
Cluster_4363	1.5	LexA	2	Unknown_Gene	2	100.0
Cluster_6577	1.0	ArgR	16	argT	16	100.0
Cluster_11382	1.0	ArgR	2	argG	2	100.0
Cluster_30265	1.0	PsrA	2	pitA_2	2	100.0
Cluster_12601	1.0	ColR	18	oprD_1	1	5.556
Cluster_12601	1.0	ColR	18	cntO_1	3	16.667
Cluster_12601	1.0	ColR	18	oprD_5	3	16.667
Cluster_12601	1.0	ColR	18	cntO_4	4	22.222
Cluster_12601	1.0	ColR	18	oprD_4	2	11.111
Cluster_12601	1.0	ColR	18	cntO_3	2	11.111
Cluster_12601	1.0	ColR	18	oprD_8	1	5.556
Cluster_12601	1.0	ColR	18	oprD_2	2	11.111
Cluster_21283	1.0	ArgR	9	gltB	9	100.0
Cluster_34424	1.5	PcaR	18	Unknown_Gene	18	100.0
Cluster_76982	1.0	AmrZ	9	cheB_1	2	22.222
Cluster_76982	1.0	AmrZ	9	cheB_2	2	22.222
Cluster_76982	1.0	AmrZ	9	cheB_6	2	22.222
Cluster_76982	1.0	AmrZ	9	cheB_3	1	11.111
Cluster_76982	1.0	AmrZ	9	cheB_4	2	22.222
Cluster_107957	2.0	Zur	18	Unknown_Gene	18	100.0
Cluster_107957	2.0	Zur	18	yciC_1	1	5.556
Cluster_107957	2.0	Zur	18	folE2	9	50.0
Cluster_107957	2.0	Zur	18	yciC	7	38.889
Cluster_107957	2.0	Zur	18	yciC_2	1	5.556
Cluster_15213	1.571	LexA	7	Unknown_Gene	7	100.0
Cluster_131711	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_33662	1.0	PsrA	9	dmdC_1	5	55.556
Cluster_33662	1.0	PsrA	9	dmdC_2	3	33.333
Cluster_33662	1.0	PsrA	9	dmdC_3	1	11.111
Cluster_67804	1.0	LexA	18	recN	9	50.0
Cluster_67804	1.0	LexA	18	grpE	9	50.0
Cluster_41759	1.0	LexA	16	Unknown_Gene	8	50.0
Cluster_41759	1.0	LexA	16	psiE	8	50.0
Cluster_20428	1.0	ArgR	9	dppA_4	3	33.333
Cluster_20428	1.0	ArgR	9	dppA_2	2	22.222
Cluster_20428	1.0	ArgR	9	dppA_1	3	33.333
Cluster_20428	1.0	ArgR	9	dppA_3	1	11.111
Cluster_63782	1.5	LexA	18	Unknown_Gene	18	100.0
Cluster_96865	5.0	Fur	9	Unknown_Gene	9	100.0
Cluster_96865	5.0	Fur	9	fumC_1	5	55.556
Cluster_96865	5.0	Fur	9	sodB_1	8	88.889
Cluster_96865	5.0	Fur	9	zupT_1	5	55.556
Cluster_96865	5.0	Fur	9	zupT_2	1	11.111
Cluster_96865	5.0	Fur	9	fumC_2	1	11.111
Cluster_96865	5.0	Fur	9	zupT_3	3	33.333
Cluster_96865	5.0	Fur	9	fumC_3	3	33.333
Cluster_96865	5.0	Fur	9	sodB_2	1	11.111
Cluster_55223	1.5	Zur	18	Unknown_Gene	18	100.0
Cluster_115752	1.0	ColR	9	Unknown_Gene	9	100.0
Cluster_97555	1.0	ArgR	9	argG	9	100.0
Cluster_34618	1.0	LexA	18	tyrB_1	5	27.778
Cluster_34618	1.0	LexA	18	uvrB	5	27.778
Cluster_34618	1.0	LexA	18	tyrB_2	4	22.222
Cluster_34618	1.0	LexA	18	uvrB_3	3	16.667
Cluster_34618	1.0	LexA	18	uvrB_1	1	5.556
Cluster_72269	1.5	PsrA	18	Unknown_Gene	9	50.0
Cluster_72269	1.5	PsrA	18	fadH	9	50.0
Cluster_27087	1.0	ArgR	18	Unknown_Gene	9	50.0
Cluster_27087	1.0	ArgR	18	gdhB	9	50.0
Cluster_137685	2.0	LexA	5	Unknown_Gene	5	100.0
Cluster_38254	1.0	ArgR	9	hisJ	2	22.222
Cluster_38254	1.0	ArgR	9	argT_3	1	11.111
Cluster_38254	1.0	ArgR	9	argT_2	5	55.556
Cluster_38254	1.0	ArgR	9	argT_1	1	11.111
Cluster_90805	1.0	PvdS	18	Unknown_Gene	18	100.0
Cluster_57906	1.0	LexA	18	topB	5	27.778
Cluster_57906	1.0	LexA	18	Unknown_Gene	9	50.0
Cluster_57906	1.0	LexA	18	topB_1	2	11.111
Cluster_57906	1.0	LexA	18	topB_3	2	11.111
Cluster_117142	1.0	LexA	9	Unknown_Gene	9	100.0
Cluster_31916	1.0	Zur	2	bdlA_2	1	50.0
Cluster_31916	1.0	Zur	2	bdlA_1	1	50.0
Cluster_132457	2.0	LexA	9	fan1	9	100.0
Cluster_132457	2.0	LexA	9	dinG_2	3	33.333
Cluster_132457	2.0	LexA	9	dinG_3	1	11.111
Cluster_132457	2.0	LexA	9	dinG_4	2	22.222
Cluster_132457	2.0	LexA	9	dinG_1	3	33.333
Cluster_50073	1.0	ColR	9	gloA	8	88.889
Cluster_50073	1.0	ColR	9	gloA_1	1	11.111
Cluster_70693	2.5	Zur	18	Unknown_Gene	9	50.0
Cluster_70693	2.5	Zur	18	ccmM	9	50.0
Cluster_70693	2.5	Zur	18	pyrC_2	2	11.111
Cluster_70693	2.5	Zur	18	dksA_2	4	22.222
Cluster_70693	2.5	Zur	18	pyrC_1	7	38.889
Cluster_70693	2.5	Zur	18	dksA_1	4	22.222
Cluster_70693	2.5	Zur	18	dksA_3	1	5.556
Cluster_106525	2.0	PvdS	8	pvdA_1	2	25.0
Cluster_106525	2.0	PvdS	8	yojI	8	100.0
Cluster_106525	2.0	PvdS	8	pvdA	6	75.0
Cluster_42000	1.5	LexA	14	mqo_3	4	28.571
Cluster_42000	1.5	LexA	14	Unknown_Gene	7	50.0
Cluster_42000	1.5	LexA	14	mqo_2	1	7.143
Cluster_42000	1.5	LexA	14	mqo_1	2	14.286
Cluster_33857	1.0	Fur	4	fpvA_5	1	25.0
Cluster_33857	1.0	Fur	4	fpvA_4	2	50.0
Cluster_33857	1.0	Fur	4	fpvA_1	1	25.0
Cluster_67796	1.0	Zur	4	Unknown_Gene	4	100.0
Cluster_613	1.0	LexA	1	yedK_2	1	100.0
Cluster_21906	2.125	LexA	8	Unknown_Gene	8	100.0
Cluster_21906	2.125	LexA	8	ssb_3	1	12.5
Cluster_21906	2.125	LexA	8	ssb_4	1	12.5
Cluster_21906	2.125	LexA	8	ssb_1	1	12.5
Cluster_112196	2.0	PsrA	8	Unknown_Gene	8	100.0
Cluster_9519	1.5	PsrA	18	etfA	9	50.0
Cluster_9519	1.5	PsrA	18	etfB	9	50.0
Cluster_9519	1.5	PsrA	18	Unknown_Gene	9	50.0
Cluster_112883	1.5	LexA	4	umuC	2	50.0
Cluster_112883	1.5	LexA	4	umuD	2	50.0
Cluster_112883	1.5	LexA	4	yedK_3	2	50.0
Cluster_45895	2.056	LexA,PsrA	18	nagZ	5	27.778
Cluster_45895	2.056	LexA,PsrA	18	Unknown_Gene	9	50.0
Cluster_45895	2.056	LexA,PsrA	18	lexA_2	4	22.222
Cluster_45895	2.056	LexA,PsrA	18	sulA	9	50.0
Cluster_45895	2.056	LexA,PsrA	18	lexA_4	2	11.111
Cluster_45895	2.056	LexA,PsrA	18	lexA_1	2	11.111
Cluster_45895	2.056	LexA,PsrA	18	lexA_3	1	5.556
Cluster_26044	1.333	ArgR	6	aruC	4	66.667
Cluster_26044	1.333	ArgR	6	aruC_1	1	16.667
Cluster_26044	1.333	ArgR	6	aruC_2	1	16.667
Cluster_26044	1.333	ArgR	6	astC	1	16.667
Cluster_26044	1.333	ArgR	6	aruC_4	1	16.667
Cluster_378	1.0	ColR	18	Unknown_Gene	18	100.0
Cluster_54165	1.0	Zur	8	amiC_2	3	37.5
Cluster_54165	1.0	Zur	8	amiC_1	4	50.0
Cluster_54165	1.0	Zur	8	amiC_3	1	12.5
Cluster_3228	1.5	ArgR	18	slyX	9	50.0
Cluster_3228	1.5	ArgR	18	Unknown_Gene	9	50.0
Cluster_3228	1.5	ArgR	18	oprD_8	1	5.556
Cluster_3228	1.5	ArgR	18	oprD_1	2	11.111
Cluster_3228	1.5	ArgR	18	oprD_2	2	11.111
Cluster_3228	1.5	ArgR	18	oprD_6	2	11.111
Cluster_3228	1.5	ArgR	18	oprD_7	1	5.556
Cluster_3228	1.5	ArgR	18	oprD_3	1	5.556
Cluster_45985	1.0	LexA	16	dinB	8	50.0
Cluster_45985	1.0	LexA	16	Unknown_Gene	8	50.0
Cluster_136884	1.0	ColR	9	dgkA	9	100.0
Cluster_27088	3.0	PcaR	9	pcaF	9	100.0
Cluster_27088	3.0	PcaR	9	catJ	9	100.0
Cluster_27088	3.0	PcaR	9	catI	9	100.0
Cluster_17601	1.0	PcaR	18	pcaR_1	3	16.667
Cluster_17601	1.0	PcaR	18	Unknown_Gene	9	50.0
Cluster_17601	1.0	PcaR	18	pcaR_2	6	33.333
Cluster_64248	1.5	ColR	18	sasA_11	1	5.556
Cluster_64248	1.5	ColR	18	czcR_3	3	16.667
Cluster_64248	1.5	ColR	18	Unknown_Gene	9	50.0
Cluster_64248	1.5	ColR	18	czcR_4	4	22.222
Cluster_64248	1.5	ColR	18	sasA_14	4	22.222
Cluster_64248	1.5	ColR	18	sasA_12	2	11.111
Cluster_64248	1.5	ColR	18	sasA_16	1	5.556
Cluster_64248	1.5	ColR	18	czcR_2	1	5.556
Cluster_64248	1.5	ColR	18	czcR_1	1	5.556
Cluster_64248	1.5	ColR	18	sasA_8	1	5.556
Cluster_85342	1.0	CueR	18	copZ	9	50.0
Cluster_85342	1.0	CueR	18	Unknown_Gene	9	50.0
Cluster_151948	2.0	CueR	9	copA_3	4	44.444
Cluster_151948	2.0	CueR	9	hmrR	9	100.0
Cluster_151948	2.0	CueR	9	copA_1	2	22.222
Cluster_151948	2.0	CueR	9	copA_2	3	33.333
Cluster_25599	1.0	MexT	10	Unknown_Gene	10	100.0
Cluster_21538	1.0	ArgR	2	gltB	2	100.0
Cluster_60579	1.0	PsrA	4	sohB	2	50.0
Cluster_60579	1.0	PsrA	4	Unknown_Gene	2	50.0
Cluster_93304	5.0	Fur	1	Unknown_Gene	1	100.0
Cluster_93304	5.0	Fur	1	fumC_1	1	100.0
Cluster_93304	5.0	Fur	1	sodB_1	1	100.0
Cluster_93304	5.0	Fur	1	zupT_1	1	100.0
Cluster_9344	1.5	PsrA	4	etfA_2	1	25.0
Cluster_9344	1.5	PsrA	4	etfB_2	1	25.0
Cluster_9344	1.5	PsrA	4	Unknown_Gene	2	50.0
Cluster_9344	1.5	PsrA	4	etfA	1	25.0
Cluster_9344	1.5	PsrA	4	etfB	1	25.0
Cluster_86586	1.0	AmrZ	2	Unknown_Gene	2	100.0
Cluster_20157	1.0	ArgR	1	aruC	1	100.0
Cluster_68764	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_143101	2.0	Zur	2	ccmM	2	100.0
Cluster_143101	2.0	Zur	2	folE2	2	100.0
Cluster_101641	2.0	Zur	4	Unknown_Gene	4	100.0
Cluster_101641	2.0	Zur	4	yciC	2	50.0
Cluster_101641	2.0	Zur	4	yeiR	2	50.0
Cluster_51052	1.5	LexA	2	Unknown_Gene	1	50.0
Cluster_51052	1.5	LexA	2	umuD_1	1	50.0
Cluster_51052	1.5	LexA	2	umuC_1	1	50.0
Cluster_108641	1.0	AmrZ	2	Unknown_Gene	2	100.0
Cluster_133933	1.0	ColR	2	dgkA	2	100.0
Cluster_113626	1.5	LexA	2	umuC_2	1	50.0
Cluster_113626	1.5	LexA	2	umuD_2	1	50.0
Cluster_113626	1.5	LexA	2	yedK_1	1	50.0
Cluster_26046	1.0	PtxS	1	Unknown_Gene	1	100.0
Cluster_44373	1.0	LexA	2	Unknown_Gene	1	50.0
Cluster_44373	1.0	LexA	2	psiE	1	50.0
Cluster_26473	1.0	ArgR	4	estB_1	1	25.0
Cluster_26473	1.0	ArgR	4	yhdW	1	25.0
Cluster_26473	1.0	ArgR	4	estB	1	25.0
Cluster_26473	1.0	ArgR	4	yhdW_2	1	25.0
Cluster_26638	2.5	PtxS	2	Unknown_Gene	1	50.0
Cluster_26638	2.5	PtxS	2	flgB	1	50.0
Cluster_26638	2.5	PtxS	2	flgC	1	50.0
Cluster_26638	2.5	PtxS	2	flgD	1	50.0
Cluster_26638	2.5	PtxS	2	flgE	1	50.0
Cluster_6955	1.5	ArgR	4	gabP_1	1	25.0
Cluster_6955	1.5	ArgR	4	occP	2	50.0
Cluster_6955	1.5	ArgR	4	artJ	2	50.0
Cluster_6955	1.5	ArgR	4	gabP_2	1	25.0
Cluster_931	1.5	PcaR	2	sasA_9	1	50.0
Cluster_931	1.5	PcaR	2	pcaI	1	50.0
Cluster_931	1.5	PcaR	2	pcaJ	1	50.0
Cluster_40197	1.0	PsrA	1	dmdC_3	1	100.0
Cluster_12873	3.0	AmrZ	1	adhB_2	1	100.0
Cluster_12873	3.0	AmrZ	1	iorB	1	100.0
Cluster_12873	3.0	AmrZ	1	nicA	1	100.0
Cluster_66877	2.5	LexA,PsrA	2	nagZ	1	50.0
Cluster_66877	2.5	LexA,PsrA	2	Unknown_Gene	1	50.0
Cluster_66877	2.5	LexA,PsrA	2	lexA_1	1	50.0
Cluster_66877	2.5	LexA,PsrA	2	sulA	1	50.0
Cluster_121342	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_25309	2.0	AmrZ	4	rpsB	2	50.0
Cluster_25309	2.0	AmrZ	4	map_2	2	50.0
Cluster_25309	2.0	AmrZ	4	glnD	2	50.0
Cluster_25309	2.0	AmrZ	4	dapL	2	50.0
Cluster_49767	1.0	LexA	2	recN	1	50.0
Cluster_49767	1.0	LexA	2	grpE	1	50.0
Cluster_26774	1.0	ColR	2	Unknown_Gene	2	100.0
Cluster_58577	1.0	PvdS	2	yojI	1	50.0
Cluster_58577	1.0	PvdS	2	Unknown_Gene	1	50.0
Cluster_42760	1.0	LexA	1	ydiO	1	100.0
Cluster_97567	1.0	ArgR	2	argG	2	100.0
Cluster_117827	1.0	LexA	4	Unknown_Gene	2	50.0
Cluster_117827	1.0	LexA	4	dinG_3	2	50.0
Cluster_43833	1.0	LexA	1	topB	1	100.0
Cluster_68304	1.0	Zur	1	cntO_2	1	100.0
Cluster_61779	1.5	PcaR	2	Unknown_Gene	1	50.0
Cluster_61779	1.5	PcaR	2	ddmC	1	50.0
Cluster_61779	1.5	PcaR	2	ophA1	1	50.0
Cluster_17051	1.0	AmrZ	2	Unknown_Gene	2	100.0
Cluster_132483	2.0	LexA	1	Unknown_Gene	1	100.0
Cluster_35009	1.0	ColR	2	Unknown_Gene	2	100.0
Cluster_96883	3.0	ColR	1	Unknown_Gene	1	100.0
Cluster_96883	3.0	ColR	1	inaA	1	100.0
Cluster_27588	1.0	PsrA	1	pitA_2	1	100.0
Cluster_9723	1.0	PcaR	2	Unknown_Gene	1	50.0
Cluster_9723	1.0	PcaR	2	pcaR_3	1	50.0
Cluster_37348	1.0	PcaR	1	pcaK_2	1	100.0
Cluster_9670	2.0	LexA	1	Unknown_Gene	1	100.0
Cluster_9670	2.0	LexA	1	yedK_3	1	100.0
Cluster_85376	1.0	CueR	4	copZ	2	50.0
Cluster_85376	1.0	CueR	4	Unknown_Gene	2	50.0
Cluster_35010	1.0	LexA	4	uvrB	1	25.0
Cluster_35010	1.0	LexA	4	tyrB_3	1	25.0
Cluster_35010	1.0	LexA	4	tyrB_2	1	25.0
Cluster_35010	1.0	LexA	4	uvrB_2	1	25.0
Cluster_27091	1.5	AmrZ	2	Unknown_Gene	2	100.0
Cluster_50733	1.5	PvdS	2	Unknown_Gene	2	100.0
Cluster_90196	2.0	PvdS	2	egtB	1	50.0
Cluster_90196	2.0	PvdS	2	cefD_2	1	50.0
Cluster_90196	2.0	PvdS	2	Unknown_Gene	2	100.0
Cluster_76997	1.5	Zur	2	Unknown_Gene	2	100.0
Cluster_54171	1.0	LexA	8	Unknown_Gene	4	50.0
Cluster_54171	1.0	LexA	8	dinB	3	37.5
Cluster_54171	1.0	LexA	8	dinB_1	1	12.5
Cluster_76489	1.5	Zur	8	Unknown_Gene	8	100.0
Cluster_72534	1.0	ArgR	4	argG	4	100.0
Cluster_115776	2.0	LexA	8	umuC_1	2	25.0
Cluster_115776	2.0	LexA	8	umuD_1	2	25.0
Cluster_115776	2.0	LexA	8	yedK_1	1	12.5
Cluster_115776	2.0	LexA	8	yedK_2	3	37.5
Cluster_115776	2.0	LexA	8	Unknown_Gene	1	12.5
Cluster_115776	2.0	LexA	8	dinB_2	1	12.5
Cluster_115776	2.0	LexA	8	umuD	1	12.5
Cluster_115776	2.0	LexA	8	umuD_3	1	12.5
Cluster_115776	2.0	LexA	8	umuC	1	12.5
Cluster_9672	1.0	LexA	1	hcpA_2	1	100.0
Cluster_49432	5.0	Fur	4	zupT_1	4	100.0
Cluster_49432	5.0	Fur	4	sodB_1	3	75.0
Cluster_49432	5.0	Fur	4	Unknown_Gene	4	100.0
Cluster_49432	5.0	Fur	4	fumC_1	4	100.0
Cluster_49432	5.0	Fur	4	sodB_2	1	25.0
Cluster_134642	1.0	LexA	1	umuD_2	1	100.0
Cluster_36947	1.0	AmrZ	4	Unknown_Gene	4	100.0
Cluster_10159	6.5	LexA	6	Unknown_Gene	6	100.0
Cluster_10159	6.5	LexA	6	dnaB_2	2	33.333
Cluster_10159	6.5	LexA	6	dnaC	2	33.333
Cluster_10159	6.5	LexA	6	dnaB_3	1	16.667
Cluster_10159	6.5	LexA	6	dnaC_1	1	16.667
Cluster_27092	1.0	LexA	6	Unknown_Gene	6	100.0
Cluster_16666	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_115056	1.5	LexA	2	umuC_1	1	50.0
Cluster_115056	1.5	LexA	2	umuD_1	1	50.0
Cluster_115056	1.5	LexA	2	yedK_1	1	50.0
Cluster_2250	2.5	LexA	2	Unknown_Gene	2	100.0
Cluster_2250	2.5	LexA	2	ssb_1	1	50.0
Cluster_23972	1.0	LexA	2	xerC_2	1	50.0
Cluster_23972	1.0	LexA	2	Unknown_Gene	1	50.0
Cluster_13092	1.0	LexA	3	Unknown_Gene	3	100.0
Cluster_32776	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_10481	2.0	LexA	2	Unknown_Gene	2	100.0
Cluster_79129	1.0	LexA	2	Unknown_Gene	1	50.0
Cluster_79129	1.0	LexA	2	lexA_3	1	50.0
Cluster_22255	1.0	LexA	1	Unknown_Gene	1	100.0
