GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2798
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	LIHDPOLN_00001	nanT_1	Cluster_140235
Operon1905	LIHDPOLN_03075	cobM	Cluster_166379
Operon1905	LIHDPOLN_03076	cbiG	Cluster_166379
Operon1905	LIHDPOLN_03077	Unknown_Gene	Cluster_166379
Operon1905	LIHDPOLN_03078	Unknown_Gene	Cluster_166379
Operon1906	LIHDPOLN_03079	btuB_6	Cluster_109822
Operon1907	LIHDPOLN_03080	ssuD_2	Cluster_16120
Operon1907	LIHDPOLN_03081	moxC_2	Cluster_16120
Operon1908	LIHDPOLN_03082	gsiA	Cluster_96650
Operon1908	LIHDPOLN_03083	ddpC_2	Cluster_96650
Operon1908	LIHDPOLN_03084	nikB	Cluster_96650
Operon1908	LIHDPOLN_03085	Unknown_Gene	Cluster_96650
Operon1909	LIHDPOLN_03086	mtnB_2	Cluster_53350
Operon1909	LIHDPOLN_03087	Unknown_Gene	Cluster_53350
Operon1909	LIHDPOLN_03088	ydbM	Cluster_53350
Operon1910	LIHDPOLN_03089	gltR_3	Cluster_128036
Operon1911	LIHDPOLN_03090	gntR_3	Cluster_40402
Operon1912	LIHDPOLN_03091	cirA	Cluster_40402
Operon1913	LIHDPOLN_03092	ntaA	Cluster_82285
Operon1913	LIHDPOLN_03093	gpr	Cluster_82285
Operon1913	LIHDPOLN_03094	ssuA_5	Cluster_82285
Operon1914	LIHDPOLN_03095	Unknown_Gene	Cluster_93714
Operon1915	LIHDPOLN_03096	eamB_2	Cluster_93714
Operon1915	LIHDPOLN_03097	Unknown_Gene	Cluster_93714
Operon1916	LIHDPOLN_03098	Unknown_Gene	Cluster_119708
Operon1917	LIHDPOLN_03099	Unknown_Gene	Cluster_51666
Operon1918	LIHDPOLN_03100	yohC_1	Cluster_126732
Operon1919	LIHDPOLN_03101	Unknown_Gene	Cluster_74813
Operon1920	LIHDPOLN_03102	alkB	Cluster_115539
Operon1921	LIHDPOLN_03103	Unknown_Gene	Cluster_38922
Operon1921	LIHDPOLN_03104	Unknown_Gene	Cluster_38922
Operon1921	LIHDPOLN_03105	Unknown_Gene	Cluster_38922
Operon1921	LIHDPOLN_03106	Unknown_Gene	Cluster_38922
Operon1922	LIHDPOLN_03107	argP_3	Cluster_38922
Operon1923	LIHDPOLN_03108	yngG	Cluster_118228
Operon1923	LIHDPOLN_03109	frc	Cluster_118228
Operon1923	LIHDPOLN_03110	yrdA_3	Cluster_118228
Operon1924	LIHDPOLN_03111	nicT_3	Cluster_139093
Operon1924	LIHDPOLN_03112	nicP_7	Cluster_139093
Operon1925	LIHDPOLN_03113	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1925	LIHDPOLN_03114	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1925	LIHDPOLN_03115	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1925	LIHDPOLN_03116	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1926	LIHDPOLN_03117	uspA2	Cluster_109747
Operon1927	LIHDPOLN_03118	Unknown_Gene	Cluster_109747
Operon1928	LIHDPOLN_03119	fadB	Cluster_6283
Operon1928	LIHDPOLN_03120	fadA_2	Cluster_6283
Operon1929	LIHDPOLN_03121	Unknown_Gene	Cluster_132186
Operon1930	LIHDPOLN_03122	topA	Cluster_116220
Operon1931	LIHDPOLN_03123	Unknown_Gene	Cluster_71858
Operon1932	LIHDPOLN_03124	Unknown_Gene	Cluster_153912
Operon1933	LIHDPOLN_03125	sulA_2	Cluster_53718
Operon1933	LIHDPOLN_03126	lexA_3	Cluster_53718
Operon1934	LIHDPOLN_03127	Unknown_Gene	Cluster_53718
Operon1934	LIHDPOLN_03128	Unknown_Gene	Cluster_53718
Operon1934	LIHDPOLN_03129	nagZ	Cluster_53718
Operon1935	LIHDPOLN_03130	Unknown_Gene	Cluster_63233
Operon1935	LIHDPOLN_03131	Unknown_Gene	Cluster_63233
Operon1935	LIHDPOLN_03132	mfd	Cluster_63233
Operon1936	LIHDPOLN_03133	gap2	Cluster_63233
Operon1937	LIHDPOLN_03134	apbE	Cluster_79442
Operon1938	LIHDPOLN_03135	sthA	Cluster_57985
Operon1939	LIHDPOLN_03136	ugpQ	Cluster_166550
Operon1939	LIHDPOLN_03137	Unknown_Gene	Cluster_166550
Operon1940	LIHDPOLN_03138	lolE_1	Cluster_121700
Operon1940	LIHDPOLN_03139	lolD_2	Cluster_121700
Operon1941	LIHDPOLN_03140	lolE_2	Cluster_145153
Operon1942	LIHDPOLN_03141	cusS_2	Cluster_67186
Operon1942	LIHDPOLN_03142	copR_1	Cluster_67186
Operon1943	LIHDPOLN_03143	Unknown_Gene	Cluster_67186
Operon1944	LIHDPOLN_03144	queF	Cluster_139620
Operon1945	LIHDPOLN_03145	Unknown_Gene	Cluster_101438
Operon1946	LIHDPOLN_03146	phnX_1	Cluster_59226
Operon1947	LIHDPOLN_03147	mlaA	Cluster_59226
Operon1948	LIHDPOLN_03148	Unknown_Gene	Cluster_35787
Operon1949	LIHDPOLN_03149	rssB_4	Cluster_35787
Operon1949	LIHDPOLN_03150	Unknown_Gene	Cluster_35787
Operon1950	LIHDPOLN_03151	Unknown_Gene	Cluster_56911
Operon1951	LIHDPOLN_03152	tal	Cluster_56150
Operon1952	LIHDPOLN_03153	dusA	Cluster_11986
Operon1953	LIHDPOLN_03154	pupB	Cluster_116964
Operon1954	LIHDPOLN_03155	fecR_6	Cluster_4498
Operon1954	LIHDPOLN_03156	fecI_8	Cluster_4498
Operon1955	LIHDPOLN_03157	Unknown_Gene	Cluster_4498
Operon1956	LIHDPOLN_03158	sigK	Cluster_67675
Operon1956	LIHDPOLN_03159	Unknown_Gene	Cluster_67675
Operon1957	LIHDPOLN_03160	codA_2	Cluster_156215
Operon1957	LIHDPOLN_03161	Unknown_Gene	Cluster_156215
Operon1957	LIHDPOLN_03162	cynS	Cluster_156215
Operon1957	LIHDPOLN_03163	cynT_2	Cluster_156215
Operon1958	LIHDPOLN_03164	cynR_3	Cluster_108451
Operon1959	LIHDPOLN_03165	pchB	Cluster_152
Operon1960	LIHDPOLN_03166	czcD_2	Cluster_17760
Operon1960	LIHDPOLN_03167	frmR_1	Cluster_17760
Operon1961	LIHDPOLN_03168	fpvA_5	Cluster_114874
Operon1962	LIHDPOLN_03169	fecR_7	Cluster_1319
Operon1963	LIHDPOLN_03170	Unknown_Gene	Cluster_1319
Operon1964	LIHDPOLN_03171	Unknown_Gene	Cluster_144520
Operon1965	LIHDPOLN_03172	Unknown_Gene	Cluster_493
Operon1965	LIHDPOLN_03173	Unknown_Gene	Cluster_493
Operon1966	LIHDPOLN_03174	Unknown_Gene	Cluster_118159
Operon1967	LIHDPOLN_03175	Unknown_Gene	Cluster_49632
Operon1968	LIHDPOLN_03176	Unknown_Gene	Cluster_10407
Operon1969	LIHDPOLN_03177	Unknown_Gene	Cluster_10407
Operon1970	LIHDPOLN_03178	sasA_10	Cluster_127140
Operon1971	LIHDPOLN_03179	Unknown_Gene	Cluster_12787
Operon1971	LIHDPOLN_03180	Unknown_Gene	Cluster_12787
Operon1972	LIHDPOLN_03181	pucI_2	Cluster_33023
Operon1973	LIHDPOLN_03182	Unknown_Gene	Cluster_33023
Operon1974	LIHDPOLN_03183	Unknown_Gene	Cluster_128031
Operon1975	LIHDPOLN_03184	Unknown_Gene	Cluster_90615
Operon1975	LIHDPOLN_03185	Unknown_Gene	Cluster_90615
Operon1976	LIHDPOLN_03186	Unknown_Gene	Cluster_96435
Operon1977	LIHDPOLN_03187	Unknown_Gene	Cluster_28372
Operon1978	LIHDPOLN_03188	fabG_10	Cluster_119001
Operon1979	LIHDPOLN_03189	gcvA_10	Cluster_68478
Operon1980	LIHDPOLN_03190	Unknown_Gene	Cluster_68478
Operon1980	LIHDPOLN_03191	puuA_5	Cluster_68478
Operon1981	LIHDPOLN_03192	puuD_3	Cluster_134374
Operon1982	LIHDPOLN_03193	spuC_2	Cluster_138197
Operon1983	LIHDPOLN_03194	Unknown_Gene	Cluster_69087
Operon1984	LIHDPOLN_03195	Unknown_Gene	Cluster_110521
Operon1985	LIHDPOLN_03196	Unknown_Gene	Cluster_113391
Operon1986	LIHDPOLN_03197	fpvA_6	Cluster_22523
Operon1987	LIHDPOLN_03198	Unknown_Gene	Cluster_22523
Operon1987	LIHDPOLN_03199	Unknown_Gene	Cluster_22523
Operon1988	LIHDPOLN_03200	Unknown_Gene	Cluster_16934
Operon1989	LIHDPOLN_03201	Unknown_Gene	Cluster_99421
Operon1990	LIHDPOLN_03202	sfnG	Cluster_70111
Operon1991	LIHDPOLN_03203	nuoE_2	Cluster_20895
Operon1991	LIHDPOLN_03204	Unknown_Gene	Cluster_20895
Operon1991	LIHDPOLN_03205	Unknown_Gene	Cluster_20895
Operon1991	LIHDPOLN_03206	Unknown_Gene	Cluster_20895
Operon1992	LIHDPOLN_03207	uspE_3	Cluster_79468
Operon1993	LIHDPOLN_03208	Unknown_Gene	Cluster_79468
Operon1994	LIHDPOLN_03209	yqjD_2	Cluster_96677
Operon1995	LIHDPOLN_03210	Unknown_Gene	Cluster_96677
Operon1996	LIHDPOLN_03211	Unknown_Gene	Cluster_92457
Operon1997	LIHDPOLN_03212	Unknown_Gene	Cluster_92457
Operon1998	LIHDPOLN_03213	iutA_2	Cluster_90616
Operon1999	LIHDPOLN_03214	Unknown_Gene	Cluster_115444
Operon2000	LIHDPOLN_03215	spuD_4	Cluster_115444
Operon2000	LIHDPOLN_03216	speB	Cluster_115444
Operon2001	LIHDPOLN_03217	Unknown_Gene	Cluster_48168
Operon2001	LIHDPOLN_03218	yliI	Cluster_48168
Operon2001	LIHDPOLN_03219	zapE_2	Cluster_48168
Operon2002	LIHDPOLN_03220	menH_2	Cluster_134286
Operon2003	LIHDPOLN_03221	yqaA_2	Cluster_132125
Operon2003	LIHDPOLN_03222	Unknown_Gene	Cluster_132125
Operon2003	LIHDPOLN_03223	copB_2	Cluster_132125
Operon2003	LIHDPOLN_03224	copA_3	Cluster_132125
Operon2004	LIHDPOLN_03225	rlhA_2	Cluster_93789
Operon2005	LIHDPOLN_03226	ydiK_2	Cluster_93789
Operon2006	LIHDPOLN_03227	Unknown_Gene	Cluster_82283
Operon2007	LIHDPOLN_03228	panB_1	Cluster_40035
Operon2008	LIHDPOLN_03229	phnX_2	Cluster_165638
Operon2008	LIHDPOLN_03230	phnW_2	Cluster_165638
Operon2009	LIHDPOLN_03231	cysL	Cluster_108450
Operon2009	LIHDPOLN_03232	Unknown_Gene	Cluster_108450
Operon2010	LIHDPOLN_03233	Unknown_Gene	Cluster_88194
Operon2011	LIHDPOLN_03234	Unknown_Gene	Cluster_131981
Operon2012	LIHDPOLN_03235	acsA_1	Cluster_100002
Operon2012	LIHDPOLN_03236	Unknown_Gene	Cluster_100002
Operon2012	LIHDPOLN_03237	thlA_2	Cluster_100002
Operon2012	LIHDPOLN_03238	mmgC_3	Cluster_100002
Operon2012	LIHDPOLN_03239	echA8_2	Cluster_100002
Operon2013	LIHDPOLN_03240	Unknown_Gene	Cluster_32626
Operon2014	LIHDPOLN_03241	mdtE	Cluster_32626
Operon2014	LIHDPOLN_03242	mdtA_3	Cluster_32626
Operon2014	LIHDPOLN_03243	czcA_3	Cluster_32626
Operon2015	LIHDPOLN_03244	Unknown_Gene	Cluster_43470
Operon2015	LIHDPOLN_03245	sbp_1	Cluster_43470
Operon2016	LIHDPOLN_03246	cysT_1	Cluster_58466
Operon2016	LIHDPOLN_03247	cysW	Cluster_58466
Operon2016	LIHDPOLN_03248	btuD_2	Cluster_58466
Operon2017	LIHDPOLN_03249	Unknown_Gene	Cluster_20493
Operon2017	LIHDPOLN_03250	tolQ_2	Cluster_20493
Operon2017	LIHDPOLN_03251	exbD_2	Cluster_20493
Operon2018	LIHDPOLN_03252	Unknown_Gene	Cluster_32665
Operon2019	LIHDPOLN_03253	sfnR_1	Cluster_142920
Operon2020	LIHDPOLN_03254	metQ_3	Cluster_70529
Operon2021	LIHDPOLN_03255	glnM	Cluster_31200
Operon2021	LIHDPOLN_03256	glnP	Cluster_31200
Operon2021	LIHDPOLN_03257	artM	Cluster_31200
Operon2021	LIHDPOLN_03258	glnH	Cluster_31200
Operon2022	LIHDPOLN_03259	quiP_1	Cluster_125965
Operon2023	LIHDPOLN_03260	maa	Cluster_125965
Operon2024	LIHDPOLN_03261	Unknown_Gene	Cluster_49335
Operon2025	LIHDPOLN_03262	menH_3	Cluster_49335
Operon2026	LIHDPOLN_03263	Unknown_Gene	Cluster_107688
Operon2027	LIHDPOLN_03264	Unknown_Gene	Cluster_107688
Operon2027	LIHDPOLN_03265	Unknown_Gene	Cluster_107688
Operon2028	LIHDPOLN_03266	Unknown_Gene	Cluster_51323
Operon2029	LIHDPOLN_03267	Unknown_Gene	Cluster_51323
Operon2030	LIHDPOLN_03268	serA	Cluster_72337
Operon2031	LIHDPOLN_03269	Unknown_Gene	Cluster_72337
Operon2031	LIHDPOLN_03270	ycgM	Cluster_72337
Operon2032	LIHDPOLN_03271	Unknown_Gene	Cluster_67472
Operon2033	LIHDPOLN_03272	yjiK	Cluster_124665
Operon2034	LIHDPOLN_03273	rpiA	Cluster_92423
Operon2035	LIHDPOLN_03274	ilvA_2	Cluster_92423
Operon2035	LIHDPOLN_03275	Unknown_Gene	Cluster_92423
Operon2036	LIHDPOLN_03276	Unknown_Gene	Cluster_88712
Operon2037	LIHDPOLN_03277	rppH_2	Cluster_88712
Operon2037	LIHDPOLN_03278	ptsP	Cluster_88712
Operon2038	LIHDPOLN_03279	Unknown_Gene	Cluster_95206
Operon2039	LIHDPOLN_03280	Unknown_Gene	Cluster_95206
Operon2039	LIHDPOLN_03281	lgt	Cluster_95206
Operon2039	LIHDPOLN_03282	thyA	Cluster_95206
Operon2040	LIHDPOLN_03283	zntR	Cluster_127970
Operon2041	LIHDPOLN_03284	cadA_2	Cluster_127970
Operon2041	LIHDPOLN_03285	cmpR_4	Cluster_127970
Operon2042	LIHDPOLN_03286	cysA	Cluster_53015
Operon2042	LIHDPOLN_03287	Unknown_Gene	Cluster_53015
Operon2042	LIHDPOLN_03288	Unknown_Gene	Cluster_53015
Operon2043	LIHDPOLN_03289	Unknown_Gene	Cluster_151327
Operon2043	LIHDPOLN_03290	Unknown_Gene	Cluster_151327
Operon2044	LIHDPOLN_03291	folA	Cluster_151327
Operon2045	LIHDPOLN_03292	tcyP	Cluster_43729
Operon2046	LIHDPOLN_03293	Unknown_Gene	Cluster_43729
Operon2047	LIHDPOLN_03294	ilvD	Cluster_21759
Operon2048	LIHDPOLN_03295	Unknown_Gene	Cluster_62084
Operon2049	LIHDPOLN_03296	rlmI_1	Cluster_68631
Operon2050	LIHDPOLN_03297	Unknown_Gene	Cluster_68631
Operon2050	LIHDPOLN_03298	mutM	Cluster_68631
Operon2051	LIHDPOLN_03299	fdx_2	Cluster_110529
Operon2052	LIHDPOLN_03300	coaD	Cluster_64126
Operon2053	LIHDPOLN_03301	calB_2	Cluster_83442
Operon2054	LIHDPOLN_03302	Unknown_Gene	Cluster_83442
Operon2054	LIHDPOLN_03303	sseB	Cluster_83442
Operon2055	LIHDPOLN_03304	Unknown_Gene	Cluster_145962
Operon2056	LIHDPOLN_03305	Unknown_Gene	Cluster_120864
Operon2056	LIHDPOLN_03306	Unknown_Gene	Cluster_120864
Operon2057	LIHDPOLN_03307	rsmD	Cluster_5783
Operon2057	LIHDPOLN_03308	Unknown_Gene	Cluster_5783
Operon2057	LIHDPOLN_03309	Unknown_Gene	Cluster_5783
Operon2058	LIHDPOLN_03310	ftsY	Cluster_5783
Operon2058	LIHDPOLN_03311	ftsE	Cluster_5783
Operon2058	LIHDPOLN_03312	ftsX	Cluster_5783
Operon2059	LIHDPOLN_03313	rpoH	Cluster_109040
Operon2060	LIHDPOLN_03314	mtgA	Cluster_142682
Operon2061	LIHDPOLN_03315	Unknown_Gene	Cluster_142682
Operon2062	LIHDPOLN_03316	Unknown_Gene	Cluster_114762
Operon2063	LIHDPOLN_03317	thiG	Cluster_150839
Operon2063	LIHDPOLN_03318	trmB	Cluster_150839
Operon2064	LIHDPOLN_03319	Unknown_Gene	Cluster_125242
Operon2064	LIHDPOLN_03320	hemW	Cluster_125242
Operon2064	LIHDPOLN_03321	rdgB	Cluster_125242
Operon2064	LIHDPOLN_03322	Unknown_Gene	Cluster_125242
Operon2064	LIHDPOLN_03323	Unknown_Gene	Cluster_125242
Operon2064	LIHDPOLN_03324	metXS	Cluster_125242
Operon2065	LIHDPOLN_03325	Unknown_Gene	Cluster_141812
Operon2065	LIHDPOLN_03326	proC_1	Cluster_141812
Operon2065	LIHDPOLN_03327	yggS	Cluster_141812
Operon2066	LIHDPOLN_03328	pilT_2	Cluster_141812
Operon2067	LIHDPOLN_03329	Unknown_Gene	Cluster_74429
Operon2068	LIHDPOLN_03330	Unknown_Gene	Cluster_74429
Operon2069	LIHDPOLN_03331	ftsN	Cluster_102026
Operon2069	LIHDPOLN_03332	argS	Cluster_102026
Operon2070	LIHDPOLN_03333	priA	Cluster_122459
Operon2071	LIHDPOLN_03334	rpmE	Cluster_122459
Operon2071	LIHDPOLN_03335	Unknown_Gene	Cluster_122459
Operon2072	LIHDPOLN_03336	maeB	Cluster_67998
Operon2073	LIHDPOLN_03337	mrcA	Cluster_63250
Operon2074	LIHDPOLN_03338	Unknown_Gene	Cluster_63250
Operon2074	LIHDPOLN_03339	Unknown_Gene	Cluster_63250
Operon2074	LIHDPOLN_03340	Unknown_Gene	Cluster_63250
Operon2074	LIHDPOLN_03341	pilQ	Cluster_63250
Operon2074	LIHDPOLN_03342	aroK	Cluster_63250
Operon2075	LIHDPOLN_03343	aroB	Cluster_118963
Operon2075	LIHDPOLN_03344	damX	Cluster_118963
Operon2076	LIHDPOLN_03345	gltB	Cluster_21140
Operon2077	LIHDPOLN_03346	gltD_2	Cluster_100539
Operon2078	LIHDPOLN_03347	hemE	Cluster_60931
Operon2079	LIHDPOLN_03348	ygiW	Cluster_106338
Operon2080	LIHDPOLN_03349	ynfM	Cluster_111252
Operon2081	LIHDPOLN_03350	benM_2	Cluster_111252
Operon2082	LIHDPOLN_03351	soj_1	Cluster_129832
Operon2083	LIHDPOLN_03352	trxC	Cluster_91314
Operon2084	LIHDPOLN_03353	selO	Cluster_157452
Operon2084	LIHDPOLN_03354	mscK	Cluster_157452
Operon2084	LIHDPOLN_03355	nhaP2	Cluster_157452
Operon2085	LIHDPOLN_03356	Unknown_Gene	Cluster_68630
Operon2086	LIHDPOLN_03357	betA_3	Cluster_130098
Operon2087	LIHDPOLN_03358	betB	NO_CLUSTER_ASSOCIATION_FOUND
Operon2088	LIHDPOLN_03359	catA_2	Cluster_158878
Operon2088	LIHDPOLN_03360	catC	Cluster_158878
Operon2088	LIHDPOLN_03361	catB	Cluster_158878
Operon2089	LIHDPOLN_03362	benM_3	Cluster_92388
Operon2090	LIHDPOLN_03363	cycA_5	Cluster_126040
Operon2091	LIHDPOLN_03364	aphB	Cluster_100750
Operon2092	LIHDPOLN_03365	decR_4	Cluster_100750
Operon2093	LIHDPOLN_03366	dmlR_10	Cluster_118933
Operon2094	LIHDPOLN_03367	Unknown_Gene	Cluster_118933
Operon2095	LIHDPOLN_03368	betL	Cluster_62082
Operon2096	LIHDPOLN_03369	cntA	Cluster_90021
Operon2097	LIHDPOLN_03370	yeaX	Cluster_131464
Operon2098	LIHDPOLN_03371	Unknown_Gene	Cluster_80623
Operon2099	LIHDPOLN_03372	Unknown_Gene	Cluster_41166
Operon2099	LIHDPOLN_03373	spuC_3	Cluster_41166
Operon2099	LIHDPOLN_03374	potF	Cluster_41166
Operon2100	LIHDPOLN_03375	kefF_1	Cluster_158898
Operon2100	LIHDPOLN_03376	ald	Cluster_158898
Operon2100	LIHDPOLN_03377	aruH	Cluster_158898
Operon2100	LIHDPOLN_03378	alr_2	Cluster_158898
Operon2100	LIHDPOLN_03379	aruI_2	Cluster_158898
Operon2100	LIHDPOLN_03380	FCS1	Cluster_158898
Operon2100	LIHDPOLN_03381	acdA_3	Cluster_158898
Operon2100	LIHDPOLN_03382	Unknown_Gene	Cluster_158898
Operon2101	LIHDPOLN_03383	rocE	Cluster_60275
Operon2102	LIHDPOLN_03384	rcsC_16	Cluster_134302
Operon2102	LIHDPOLN_03385	Unknown_Gene	Cluster_134302
Operon2102	LIHDPOLN_03386	arcA_2	Cluster_134302
Operon2103	LIHDPOLN_03387	betI_2	Cluster_115541
Operon2104	LIHDPOLN_03388	Unknown_Gene	Cluster_115541
Operon2105	LIHDPOLN_03389	Unknown_Gene	Cluster_100768
Operon2105	LIHDPOLN_03390	Unknown_Gene	Cluster_100768
Operon2105	LIHDPOLN_03391	Unknown_Gene	Cluster_100768
Operon2106	LIHDPOLN_03392	Unknown_Gene	Cluster_10283
Operon2107	LIHDPOLN_03393	tsaM1	Cluster_10283
Operon2107	LIHDPOLN_03394	pht2_2	Cluster_10283
Operon2108	LIHDPOLN_03395	Unknown_Gene	Cluster_25710
Operon2109	LIHDPOLN_03396	nicP_8	Cluster_115542
Operon2110	LIHDPOLN_03397	pcaK_4	Cluster_11582
Operon2111	LIHDPOLN_03398	mrdA_2	Cluster_11582
Operon2112	LIHDPOLN_03399	livF_3	Cluster_95886
Operon2112	LIHDPOLN_03400	lptB_3	Cluster_95886
Operon2112	LIHDPOLN_03401	Unknown_Gene	Cluster_95886
Operon2112	LIHDPOLN_03402	livH_2	Cluster_95886
Operon2113	LIHDPOLN_03403	braC_2	Cluster_27039
Operon2114	LIHDPOLN_03404	lutR_5	Cluster_27039
Operon2115	LIHDPOLN_03405	gabD_2	Cluster_143619
Operon2116	LIHDPOLN_03406	ilvG	Cluster_91804
Operon2116	LIHDPOLN_03407	soxB_2	Cluster_91804
Operon2117	LIHDPOLN_03408	udh_2	Cluster_61648
Operon2117	LIHDPOLN_03409	aatB	Cluster_61648
Operon2117	LIHDPOLN_03410	apc4	Cluster_61648
Operon2117	LIHDPOLN_03411	apc3	Cluster_61648
Operon2118	LIHDPOLN_03412	isfD2	Cluster_127633
Operon2118	LIHDPOLN_03413	cpnA_2	Cluster_127633
Operon2119	LIHDPOLN_03414	Unknown_Gene	Cluster_127633
Operon2120	LIHDPOLN_03415	sfnE	Cluster_43205
Operon2120	LIHDPOLN_03416	sfnC_2	Cluster_43205
Operon2120	LIHDPOLN_03417	sfnR_2	Cluster_43205
Operon2121	LIHDPOLN_03418	Unknown_Gene	Cluster_53013
Operon2122	LIHDPOLN_03419	Unknown_Gene	Cluster_53013
Operon2122	LIHDPOLN_03420	Unknown_Gene	Cluster_53013
Operon2122	LIHDPOLN_03421	proC_2	Cluster_53013
Operon2123	LIHDPOLN_03422	Unknown_Gene	Cluster_53710
Operon2124	LIHDPOLN_03423	glcC	Cluster_61649
Operon2125	LIHDPOLN_03424	Unknown_Gene	Cluster_61649
Operon2125	LIHDPOLN_03425	Unknown_Gene	Cluster_61649
Operon2125	LIHDPOLN_03426	lutA	Cluster_61649
Operon2125	LIHDPOLN_03427	Unknown_Gene	Cluster_61649
Operon2126	LIHDPOLN_03428	glcB_2	Cluster_123887
Operon2126	LIHDPOLN_03429	glcB_3	Cluster_123887
Operon2127	LIHDPOLN_03430	Unknown_Gene	Cluster_53014
Operon2128	LIHDPOLN_03431	gabR_3	Cluster_88198
Operon2129	LIHDPOLN_03432	nimT	Cluster_59227
Operon2130	LIHDPOLN_03433	Unknown_Gene	Cluster_59227
Operon2131	LIHDPOLN_03434	Unknown_Gene	Cluster_66727
Operon2132	LIHDPOLN_03435	bktB	Cluster_66727
Operon2132	LIHDPOLN_03436	hbd	Cluster_66727
Operon2132	LIHDPOLN_03437	slmA	Cluster_66727
Operon2133	LIHDPOLN_03438	cpdR_1	Cluster_156299
Operon2133	LIHDPOLN_03439	rcsC_17	Cluster_156299
Operon2133	LIHDPOLN_03440	cheB_4	Cluster_156299
Operon2133	LIHDPOLN_03441	cheR	Cluster_156299
Operon2133	LIHDPOLN_03442	rcsC_18	Cluster_156299
Operon2134	LIHDPOLN_03443	cpdR_2	Cluster_43741
Operon2135	LIHDPOLN_03444	Unknown_Gene	Cluster_140419
Operon2136	LIHDPOLN_03445	nicP_9	Cluster_23148
Operon2137	LIHDPOLN_03446	Unknown_Gene	Cluster_23148
Operon2138	LIHDPOLN_03447	gloA_2	Cluster_50541
Operon2139	LIHDPOLN_03448	Unknown_Gene	Cluster_118927
Operon2140	LIHDPOLN_03449	sdhL	Cluster_77068
Operon2141	LIHDPOLN_03450	Unknown_Gene	Cluster_77068
Operon2142	LIHDPOLN_03451	Unknown_Gene	Cluster_121045
Operon2143	LIHDPOLN_03452	Unknown_Gene	Cluster_104220
Operon2144	LIHDPOLN_03453	Unknown_Gene	Cluster_104220
Operon2145	LIHDPOLN_03454	Unknown_Gene	Cluster_46404
Operon2146	LIHDPOLN_03455	Unknown_Gene	Cluster_46404
Operon2147	LIHDPOLN_03456	Unknown_Gene	Cluster_64979
Operon2147	LIHDPOLN_03457	Unknown_Gene	Cluster_64979
Operon2148	LIHDPOLN_03458	Unknown_Gene	Cluster_104221
Operon2149	LIHDPOLN_03459	Unknown_Gene	Cluster_27311
Operon2150	LIHDPOLN_03460	Unknown_Gene	Cluster_88746
Operon2151	LIHDPOLN_03461	Unknown_Gene	Cluster_3850
Operon2151	LIHDPOLN_03462	Unknown_Gene	Cluster_3850
Operon2152	LIHDPOLN_03463	pbpG	Cluster_3850
Operon2153	LIHDPOLN_03464	Unknown_Gene	Cluster_70946
Operon2154	LIHDPOLN_03465	pvdA_1	Cluster_70946
Operon2155	LIHDPOLN_03466	Unknown_Gene	Cluster_69121
Operon2155	LIHDPOLN_03467	Unknown_Gene	Cluster_69121
Operon2155	LIHDPOLN_03468	Unknown_Gene	Cluster_69121
Operon2155	LIHDPOLN_03469	Unknown_Gene	Cluster_69121
Operon2155	LIHDPOLN_03470	Unknown_Gene	Cluster_69121
Operon2155	LIHDPOLN_03471	scaC	Cluster_69121
Operon2155	LIHDPOLN_03472	znuB_2	Cluster_69121
Operon2155	LIHDPOLN_03473	Unknown_Gene	Cluster_69121
Operon2156	LIHDPOLN_03474	Unknown_Gene	Cluster_148053
Operon2156	LIHDPOLN_03475	Unknown_Gene	Cluster_148053
Operon2157	LIHDPOLN_03476	lgrE	Cluster_95234
Operon2157	LIHDPOLN_03477	mbtH	Cluster_95234
Operon2158	LIHDPOLN_03478	Unknown_Gene	Cluster_55464
Operon2159	LIHDPOLN_03479	purU_3	Cluster_55464
Operon2159	LIHDPOLN_03480	folD_1	Cluster_55464
Operon2159	LIHDPOLN_03481	soxB_3	Cluster_55464
Operon2159	LIHDPOLN_03482	soxD_2	Cluster_55464
Operon2159	LIHDPOLN_03483	soxA_2	Cluster_55464
Operon2159	LIHDPOLN_03484	Unknown_Gene	Cluster_55464
Operon2160	LIHDPOLN_03485	Unknown_Gene	Cluster_132118
Operon2161	LIHDPOLN_03486	ribBA_2	Cluster_132118
Operon2162	LIHDPOLN_03487	Unknown_Gene	Cluster_122457
Operon2162	LIHDPOLN_03488	Unknown_Gene	Cluster_122457
Operon2163	LIHDPOLN_03489	soxC_2	Cluster_20952
Operon2164	LIHDPOLN_03490	soxB_4	Cluster_20952
Operon2164	LIHDPOLN_03491	Unknown_Gene	Cluster_20952
Operon2165	LIHDPOLN_03492	ssuD_3	Cluster_75516
Operon2165	LIHDPOLN_03493	Unknown_Gene	Cluster_75516
Operon2166	LIHDPOLN_03494	hbpA_1	Cluster_97208
Operon2166	LIHDPOLN_03495	gsiC	Cluster_97208
Operon2166	LIHDPOLN_03496	ddpC_3	Cluster_97208
