GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2523
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	CPKLKDOD_00001	nanT_1	Cluster_140235
Operon1971	CPKLKDOD_03128	fabV	Cluster_43366
Operon1972	CPKLKDOD_03129	gcvA_10	Cluster_92325
Operon1973	CPKLKDOD_03130	aguA_2	Cluster_92325
Operon1973	CPKLKDOD_03131	nit1_1	Cluster_92325
Operon1973	CPKLKDOD_03132	spuE_3	Cluster_92325
Operon1974	CPKLKDOD_03133	aguA_3	Cluster_26551
Operon1975	CPKLKDOD_03134	Unknown_Gene	Cluster_91806
Operon1975	CPKLKDOD_03135	Unknown_Gene	Cluster_91806
Operon1976	CPKLKDOD_03136	thlA_2	Cluster_91806
Operon1977	CPKLKDOD_03137	ucpA	Cluster_140529
Operon1978	CPKLKDOD_03138	metE	Cluster_56466
Operon1979	CPKLKDOD_03139	Unknown_Gene	Cluster_56466
Operon1980	CPKLKDOD_03140	yjiA_2	Cluster_86430
Operon1981	CPKLKDOD_03141	Unknown_Gene	Cluster_69047
Operon1981	CPKLKDOD_03142	btsT	Cluster_69047
Operon1982	CPKLKDOD_03143	Unknown_Gene	Cluster_69047
Operon1983	CPKLKDOD_03144	uacT_2	Cluster_39877
Operon1984	CPKLKDOD_03145	radA	Cluster_68941
Operon1985	CPKLKDOD_03146	mscL	Cluster_68941
Operon1986	CPKLKDOD_03147	fpr_1	Cluster_55564
Operon1987	CPKLKDOD_03148	anoR	Cluster_55564
Operon1988	CPKLKDOD_03149	rlmG	Cluster_119631
Operon1989	CPKLKDOD_03150	Unknown_Gene	Cluster_23391
Operon1989	CPKLKDOD_03151	cydB	Cluster_23391
Operon1989	CPKLKDOD_03152	cydA	Cluster_23391
Operon1990	CPKLKDOD_03153	entS	Cluster_23391
Operon1991	CPKLKDOD_03154	adeP_2	Cluster_51387
Operon1991	CPKLKDOD_03155	trmA	Cluster_51387
Operon1992	CPKLKDOD_03156	dmlR_15	Cluster_148565
Operon1993	CPKLKDOD_03157	Unknown_Gene	Cluster_114853
Operon1994	CPKLKDOD_03158	pcaG	Cluster_59228
Operon1994	CPKLKDOD_03159	pcaH	Cluster_59228
Operon1995	CPKLKDOD_03160	Unknown_Gene	Cluster_59228
Operon1996	CPKLKDOD_03161	mcpS	Cluster_70974
Operon1997	CPKLKDOD_03162	ggt_2	Cluster_104828
Operon1998	CPKLKDOD_03163	dmlR_16	Cluster_168843
Operon1998	CPKLKDOD_03164	mdaB	Cluster_168843
Operon1999	CPKLKDOD_03165	Unknown_Gene	Cluster_75810
Operon2000	CPKLKDOD_03166	Unknown_Gene	Cluster_133012
Operon2001	CPKLKDOD_03167	Unknown_Gene	Cluster_133012
Operon2002	CPKLKDOD_03168	ynbA	Cluster_128931
Operon2002	CPKLKDOD_03169	ynbC	Cluster_128931
Operon2002	CPKLKDOD_03170	ynbD	Cluster_128931
Operon2002	CPKLKDOD_03171	Unknown_Gene	Cluster_128931
Operon2002	CPKLKDOD_03172	Unknown_Gene	Cluster_128931
Operon2002	CPKLKDOD_03173	Unknown_Gene	Cluster_128931
Operon2003	CPKLKDOD_03174	Unknown_Gene	Cluster_24047
Operon2003	CPKLKDOD_03175	Unknown_Gene	Cluster_24047
Operon2004	CPKLKDOD_03176	Unknown_Gene	Cluster_24047
Operon2005	CPKLKDOD_03177	mmsB	Cluster_93948
Operon2005	CPKLKDOD_03178	mmsA	Cluster_93948
Operon2006	CPKLKDOD_03179	gcvA_11	Cluster_93948
Operon2007	CPKLKDOD_03180	pal_4	Cluster_60448
Operon2007	CPKLKDOD_03181	dgcN	Cluster_60448
Operon2007	CPKLKDOD_03182	Unknown_Gene	Cluster_60448
Operon2008	CPKLKDOD_03183	recD	NO_CLUSTER_ASSOCIATION_FOUND
Operon2008	CPKLKDOD_03184	recB	NO_CLUSTER_ASSOCIATION_FOUND
Operon2008	CPKLKDOD_03185	recC	NO_CLUSTER_ASSOCIATION_FOUND
Operon2009	CPKLKDOD_03186	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2010	CPKLKDOD_03187	Unknown_Gene	Cluster_48170
Operon2011	CPKLKDOD_03188	Unknown_Gene	Cluster_6952
Operon2012	CPKLKDOD_03189	exuT_2	Cluster_34573
Operon2013	CPKLKDOD_03190	Unknown_Gene	Cluster_167954
Operon2013	CPKLKDOD_03191	iolX	Cluster_167954
Operon2014	CPKLKDOD_03192	iclR	Cluster_61958
Operon2015	CPKLKDOD_03193	kstD_2	Cluster_61958
Operon2016	CPKLKDOD_03194	Unknown_Gene	Cluster_56552
Operon2017	CPKLKDOD_03195	Unknown_Gene	Cluster_110408
Operon2018	CPKLKDOD_03196	irtA	Cluster_110408
Operon2018	CPKLKDOD_03197	irtB	Cluster_110408
Operon2018	CPKLKDOD_03198	fatD	Cluster_110408
Operon2018	CPKLKDOD_03199	fatC	Cluster_110408
Operon2018	CPKLKDOD_03200	yclP	Cluster_110408
Operon2018	CPKLKDOD_03201	fatB	Cluster_110408
Operon2019	CPKLKDOD_03202	fatA_1	Cluster_105026
Operon2020	CPKLKDOD_03203	puuC_2	Cluster_60795
Operon2021	CPKLKDOD_03204	spuC_4	Cluster_159546
Operon2021	CPKLKDOD_03205	Unknown_Gene	Cluster_159546
Operon2022	CPKLKDOD_03206	puuP_2	Cluster_35608
Operon2023	CPKLKDOD_03207	Unknown_Gene	Cluster_104150
Operon2024	CPKLKDOD_03208	cmpR_3	Cluster_108350
Operon2025	CPKLKDOD_03209	ptxB	Cluster_108350
Operon2025	CPKLKDOD_03210	glnQ_6	Cluster_108350
Operon2025	CPKLKDOD_03211	phnE_2	Cluster_108350
Operon2026	CPKLKDOD_03212	mdh_1	Cluster_132767
Operon2027	CPKLKDOD_03213	glpT	Cluster_125237
Operon2027	CPKLKDOD_03214	cmpR_4	Cluster_125237
Operon2028	CPKLKDOD_03215	phnX_2	Cluster_130105
Operon2029	CPKLKDOD_03216	dmlR_17	Cluster_73311
Operon2030	CPKLKDOD_03217	ydhP_2	Cluster_42173
Operon2031	CPKLKDOD_03218	Unknown_Gene	Cluster_42173
Operon2032	CPKLKDOD_03219	uacT_3	Cluster_101472
Operon2033	CPKLKDOD_03220	Unknown_Gene	Cluster_101374
Operon2034	CPKLKDOD_03221	argP_3	Cluster_101374
Operon2035	CPKLKDOD_03222	hsrA_2	Cluster_82304
Operon2036	CPKLKDOD_03223	aroQ_2	Cluster_121810
Operon2036	CPKLKDOD_03224	aroE_3	Cluster_121810
Operon2036	CPKLKDOD_03225	yfdE	Cluster_121810
Operon2036	CPKLKDOD_03226	paaZ_2	Cluster_121810
Operon2036	CPKLKDOD_03227	Unknown_Gene	Cluster_121810
Operon2036	CPKLKDOD_03228	panE_2	Cluster_121810
Operon2037	CPKLKDOD_03229	pcpR_5	Cluster_121810
Operon2038	CPKLKDOD_03230	Unknown_Gene	Cluster_103556
Operon2039	CPKLKDOD_03231	pigA_1	Cluster_103556
Operon2040	CPKLKDOD_03232	Unknown_Gene	Cluster_68171
Operon2041	CPKLKDOD_03233	Unknown_Gene	Cluster_58067
Operon2042	CPKLKDOD_03234	eptC	Cluster_58067
Operon2043	CPKLKDOD_03235	Unknown_Gene	Cluster_56508
Operon2043	CPKLKDOD_03236	bmr3_1	Cluster_56508
Operon2044	CPKLKDOD_03237	Unknown_Gene	Cluster_84341
Operon2044	CPKLKDOD_03238	pqiB	Cluster_84341
Operon2044	CPKLKDOD_03239	pqiA_1	Cluster_84341
Operon2044	CPKLKDOD_03240	yebS	Cluster_84341
Operon2045	CPKLKDOD_03241	Unknown_Gene	Cluster_84341
Operon2046	CPKLKDOD_03242	gltC_4	Cluster_54064
Operon2047	CPKLKDOD_03243	Unknown_Gene	Cluster_54064
Operon2047	CPKLKDOD_03244	Unknown_Gene	Cluster_54064
Operon2048	CPKLKDOD_03245	nanT_5	Cluster_32435
Operon2049	CPKLKDOD_03246	menH_3	Cluster_128896
Operon2049	CPKLKDOD_03247	Unknown_Gene	Cluster_128896
Operon2050	CPKLKDOD_03248	menH_4	Cluster_68172
Operon2051	CPKLKDOD_03249	Unknown_Gene	Cluster_68172
Operon2052	CPKLKDOD_03250	rep_3	Cluster_52338
Operon2053	CPKLKDOD_03251	yhhW	Cluster_52338
Operon2054	CPKLKDOD_03252	dltA	Cluster_41139
Operon2055	CPKLKDOD_03253	fecI_10	Cluster_118937
Operon2055	CPKLKDOD_03254	fecR_7	Cluster_118937
Operon2056	CPKLKDOD_03255	fpvA_6	Cluster_126766
Operon2057	CPKLKDOD_03256	modA	NO_CLUSTER_ASSOCIATION_FOUND
Operon2057	CPKLKDOD_03257	cysT_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon2057	CPKLKDOD_03258	cysA_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon2058	CPKLKDOD_03259	Unknown_Gene	Cluster_148566
Operon2059	CPKLKDOD_03260	csrA1	Cluster_42311
Operon2060	CPKLKDOD_03261	tcrX	Cluster_128795
Operon2060	CPKLKDOD_03262	kaiC	Cluster_128795
Operon2060	CPKLKDOD_03263	Unknown_Gene	Cluster_128795
Operon2061	CPKLKDOD_03264	Unknown_Gene	Cluster_58787
Operon2062	CPKLKDOD_03265	Unknown_Gene	Cluster_58787
Operon2063	CPKLKDOD_03266	yphA	Cluster_114016
Operon2064	CPKLKDOD_03267	Unknown_Gene	Cluster_20474
Operon2065	CPKLKDOD_03268	adhP	Cluster_20474
Operon2066	CPKLKDOD_03269	Unknown_Gene	Cluster_123200
Operon2067	CPKLKDOD_03270	Unknown_Gene	Cluster_13534
Operon2067	CPKLKDOD_03271	Unknown_Gene	Cluster_13534
Operon2067	CPKLKDOD_03272	Unknown_Gene	Cluster_13534
Operon2067	CPKLKDOD_03273	fabG_7	Cluster_13534
Operon2067	CPKLKDOD_03274	Unknown_Gene	Cluster_13534
Operon2067	CPKLKDOD_03275	qseB_2	Cluster_13534
Operon2067	CPKLKDOD_03276	qseC_2	Cluster_13534
Operon2068	CPKLKDOD_03277	iolS_2	Cluster_71468
Operon2068	CPKLKDOD_03278	Unknown_Gene	Cluster_71468
Operon2068	CPKLKDOD_03279	iolS_3	Cluster_71468
Operon2069	CPKLKDOD_03280	Unknown_Gene	Cluster_146951
Operon2070	CPKLKDOD_03281	Unknown_Gene	Cluster_49305
Operon2070	CPKLKDOD_03282	Unknown_Gene	Cluster_49305
Operon2070	CPKLKDOD_03283	ycjY	Cluster_49305
Operon2071	CPKLKDOD_03284	pgrR_4	Cluster_129234
Operon2072	CPKLKDOD_03285	yedK_1	Cluster_69604
Operon2072	CPKLKDOD_03286	Unknown_Gene	Cluster_69604
Operon2073	CPKLKDOD_03287	Unknown_Gene	Cluster_15515
Operon2074	CPKLKDOD_03288	Unknown_Gene	Cluster_6315
Operon2075	CPKLKDOD_03289	Unknown_Gene	Cluster_31878
Operon2076	CPKLKDOD_03290	Unknown_Gene	Cluster_23938
Operon2077	CPKLKDOD_03291	Unknown_Gene	Cluster_102892
Operon2078	CPKLKDOD_03292	Unknown_Gene	Cluster_19544
Operon2078	CPKLKDOD_03293	Unknown_Gene	Cluster_19544
Operon2079	CPKLKDOD_03294	Unknown_Gene	Cluster_19544
Operon2080	CPKLKDOD_03295	Unknown_Gene	Cluster_81078
Operon2081	CPKLKDOD_03296	sohB	Cluster_60023
Operon2082	CPKLKDOD_03297	Unknown_Gene	Cluster_60023
Operon2083	CPKLKDOD_03298	Unknown_Gene	Cluster_148501
Operon2084	CPKLKDOD_03299	Unknown_Gene	Cluster_65792
Operon2084	CPKLKDOD_03300	fabG_8	Cluster_65792
Operon2085	CPKLKDOD_03301	Unknown_Gene	Cluster_98025
Operon2086	CPKLKDOD_03302	Unknown_Gene	Cluster_105675
Operon2087	CPKLKDOD_03303	Unknown_Gene	Cluster_105675
Operon2088	CPKLKDOD_03304	Unknown_Gene	Cluster_50950
Operon2089	CPKLKDOD_03305	Unknown_Gene	Cluster_50950
Operon2090	CPKLKDOD_03306	Unknown_Gene	Cluster_135887
Operon2091	CPKLKDOD_03307	Unknown_Gene	Cluster_50723
Operon2092	CPKLKDOD_03308	Unknown_Gene	Cluster_81751
Operon2093	CPKLKDOD_03309	yfcA_2	Cluster_118313
Operon2094	CPKLKDOD_03310	dmlR_18	Cluster_118313
Operon2095	CPKLKDOD_03311	Unknown_Gene	Cluster_4933
Operon2096	CPKLKDOD_03312	Unknown_Gene	Cluster_4933
Operon2097	CPKLKDOD_03313	nicP_6	Cluster_89406
Operon2098	CPKLKDOD_03314	nicT_2	Cluster_56464
Operon2099	CPKLKDOD_03315	nicF	Cluster_28273
Operon2099	CPKLKDOD_03316	maiA	Cluster_28273
Operon2099	CPKLKDOD_03317	nicD	Cluster_28273
Operon2099	CPKLKDOD_03318	nicC	Cluster_28273
Operon2100	CPKLKDOD_03319	nicX	Cluster_28273
Operon2101	CPKLKDOD_03320	nicR	Cluster_138068
Operon2102	CPKLKDOD_03321	nicA	Cluster_93806
Operon2102	CPKLKDOD_03322	nicB	Cluster_93806
Operon2103	CPKLKDOD_03323	nicS_2	Cluster_108530
Operon2104	CPKLKDOD_03324	Unknown_Gene	Cluster_116347
Operon2105	CPKLKDOD_03325	atzC	Cluster_116347
Operon2105	CPKLKDOD_03326	Unknown_Gene	Cluster_116347
Operon2106	CPKLKDOD_03327	hdfR_4	Cluster_96669
Operon2107	CPKLKDOD_03328	Unknown_Gene	Cluster_145358
Operon2108	CPKLKDOD_03329	Unknown_Gene	Cluster_145358
Operon2109	CPKLKDOD_03330	pcaI	Cluster_29412
Operon2109	CPKLKDOD_03331	pcaJ	Cluster_29412
Operon2110	CPKLKDOD_03332	arfB	Cluster_61296
Operon2111	CPKLKDOD_03333	Unknown_Gene	Cluster_124392
Operon2112	CPKLKDOD_03334	Unknown_Gene	Cluster_92625
Operon2113	CPKLKDOD_03335	yccA	Cluster_92625
Operon2114	CPKLKDOD_03336	xanP	Cluster_12937
Operon2115	CPKLKDOD_03337	dsrE	Cluster_70132
Operon2115	CPKLKDOD_03338	tusC	Cluster_70132
Operon2115	CPKLKDOD_03339	tusB	Cluster_70132
Operon2115	CPKLKDOD_03340	tusE	Cluster_70132
Operon2115	CPKLKDOD_03341	trpD_1	Cluster_70132
Operon2116	CPKLKDOD_03342	yqjG	Cluster_114708
Operon2117	CPKLKDOD_03343	cysG_2	Cluster_143735
Operon2117	CPKLKDOD_03344	serS	Cluster_143735
Operon2117	CPKLKDOD_03345	crcB	Cluster_143735
Operon2117	CPKLKDOD_03346	rarA	Cluster_143735
Operon2117	CPKLKDOD_03347	lolA	Cluster_143735
Operon2118	CPKLKDOD_03348	ftsK	NO_CLUSTER_ASSOCIATION_FOUND
Operon2119	CPKLKDOD_03349	Unknown_Gene	Cluster_105846
Operon2119	CPKLKDOD_03350	Unknown_Gene	Cluster_105846
Operon2120	CPKLKDOD_03351	fptA_2	Cluster_41167
Operon2121	CPKLKDOD_03352	fadH	Cluster_41167
Operon2122	CPKLKDOD_03353	Unknown_Gene	Cluster_84094
Operon2123	CPKLKDOD_03354	yodB	Cluster_50664
Operon2124	CPKLKDOD_03355	Unknown_Gene	Cluster_158984
Operon2125	CPKLKDOD_03356	nadK	Cluster_158984
Operon2125	CPKLKDOD_03357	apaH_1	Cluster_158984
Operon2125	CPKLKDOD_03358	glpG	Cluster_158984
Operon2125	CPKLKDOD_03359	Unknown_Gene	Cluster_158984
Operon2125	CPKLKDOD_03360	Unknown_Gene	Cluster_158984
Operon2125	CPKLKDOD_03361	pepN	Cluster_158984
Operon2126	CPKLKDOD_03362	hcf136_5	Cluster_38685
Operon2126	CPKLKDOD_03363	Unknown_Gene	Cluster_38685
Operon2127	CPKLKDOD_03364	Unknown_Gene	Cluster_83429
Operon2127	CPKLKDOD_03365	pgl_1	Cluster_83429
Operon2128	CPKLKDOD_03366	Unknown_Gene	Cluster_101363
Operon2129	CPKLKDOD_03367	Unknown_Gene	Cluster_23159
Operon2129	CPKLKDOD_03368	Unknown_Gene	Cluster_23159
Operon2129	CPKLKDOD_03369	sbcD	Cluster_23159
Operon2130	CPKLKDOD_03370	Unknown_Gene	Cluster_23159
Operon2131	CPKLKDOD_03371	Unknown_Gene	Cluster_48753
Operon2131	CPKLKDOD_03372	Unknown_Gene	Cluster_48753
Operon2131	CPKLKDOD_03373	Unknown_Gene	Cluster_48753
Operon2131	CPKLKDOD_03374	Unknown_Gene	Cluster_48753
Operon2131	CPKLKDOD_03375	Unknown_Gene	Cluster_48753
Operon2131	CPKLKDOD_03376	Unknown_Gene	Cluster_48753
Operon2132	CPKLKDOD_03377	Unknown_Gene	Cluster_48753
Operon2133	CPKLKDOD_03378	Unknown_Gene	Cluster_146306
Operon2134	CPKLKDOD_03379	ydcO_2	Cluster_117022
Operon2135	CPKLKDOD_03380	dapA_1	Cluster_157601
Operon2135	CPKLKDOD_03381	fucA_2	Cluster_157601
Operon2136	CPKLKDOD_03382	mtlD	Cluster_20309
Operon2137	CPKLKDOD_03383	Unknown_Gene	Cluster_20309
Operon2138	CPKLKDOD_03384	cynR_4	Cluster_85085
Operon2139	CPKLKDOD_03385	ybhH	Cluster_85085
Operon2140	CPKLKDOD_03386	dctA2_1	Cluster_134707
Operon2141	CPKLKDOD_03387	citN_1	Cluster_100658
Operon2141	CPKLKDOD_03388	nicP_7	Cluster_100658
Operon2142	CPKLKDOD_03389	Unknown_Gene	Cluster_93810
Operon2143	CPKLKDOD_03390	soxR	Cluster_127345
Operon2144	CPKLKDOD_03391	bepF_2	Cluster_127345
Operon2144	CPKLKDOD_03392	bepE_1	Cluster_127345
Operon2145	CPKLKDOD_03393	frlR_2	Cluster_85793
Operon2146	CPKLKDOD_03394	emrB_2	Cluster_77378
Operon2146	CPKLKDOD_03395	emrA_3	Cluster_77378
Operon2147	CPKLKDOD_03396	ttgF_3	Cluster_114827
Operon2148	CPKLKDOD_03397	nimR	Cluster_32046
Operon2149	CPKLKDOD_03398	yjaB_1	Cluster_38928
Operon2150	CPKLKDOD_03399	leuO_2	Cluster_38928
Operon2151	CPKLKDOD_03400	fptA_3	Cluster_107778
Operon2152	CPKLKDOD_03401	fecR_8	Cluster_43466
Operon2152	CPKLKDOD_03402	fecI_11	Cluster_43466
Operon2153	CPKLKDOD_03403	lysA_2	Cluster_100687
Operon2154	CPKLKDOD_03404	Unknown_Gene	Cluster_100687
Operon2155	CPKLKDOD_03405	Unknown_Gene	Cluster_36660
Operon2156	CPKLKDOD_03406	gdhB	Cluster_36660
Operon2157	CPKLKDOD_03407	ppsR	Cluster_63222
Operon2158	CPKLKDOD_03408	ppsA	Cluster_63222
Operon2159	CPKLKDOD_03409	Unknown_Gene	Cluster_114983
Operon2160	CPKLKDOD_03410	Unknown_Gene	Cluster_35779
Operon2161	CPKLKDOD_03411	dps	Cluster_35779
Operon2162	CPKLKDOD_03412	Unknown_Gene	Cluster_49351
Operon2163	CPKLKDOD_03413	Unknown_Gene	Cluster_93039
Operon2164	CPKLKDOD_03414	aspS	Cluster_120361
Operon2165	CPKLKDOD_03415	pmpR_1	Cluster_106935
Operon2166	CPKLKDOD_03416	ruvC	Cluster_64546
Operon2167	CPKLKDOD_03417	ruvA	Cluster_110407
Operon2167	CPKLKDOD_03418	ruvB_2	Cluster_110407
Operon2168	CPKLKDOD_03419	ybgC	Cluster_99361
Operon2168	CPKLKDOD_03420	tolQ_2	Cluster_99361
Operon2168	CPKLKDOD_03421	exbD_2	Cluster_99361
Operon2168	CPKLKDOD_03422	Unknown_Gene	Cluster_99361
Operon2168	CPKLKDOD_03423	tolB	Cluster_99361
Operon2169	CPKLKDOD_03424	pal_5	Cluster_150153
Operon2170	CPKLKDOD_03425	cpoB	Cluster_59340
Operon2171	CPKLKDOD_03426	queE	Cluster_71029
Operon2171	CPKLKDOD_03427	queC	Cluster_71029
Operon2172	CPKLKDOD_03428	Unknown_Gene	Cluster_144883
Operon2173	CPKLKDOD_03429	Unknown_Gene	Cluster_88158
Operon2174	CPKLKDOD_03430	mcpU_1	Cluster_137438
Operon2175	CPKLKDOD_03431	puuP_3	Cluster_15509
Operon2176	CPKLKDOD_03432	ydgA	Cluster_15509
Operon2177	CPKLKDOD_03433	nadA	Cluster_32620
Operon2178	CPKLKDOD_03434	bepA_1	Cluster_101445
Operon2179	CPKLKDOD_03435	tusA_2	Cluster_101445
Operon2179	CPKLKDOD_03436	Unknown_Gene	Cluster_101445
Operon2180	CPKLKDOD_03437	bcp_1	Cluster_40670
Operon2180	CPKLKDOD_03438	gcvR	Cluster_40670
Operon2181	CPKLKDOD_03439	dapA_2	Cluster_40670
Operon2181	CPKLKDOD_03440	bamC	Cluster_40670
Operon2181	CPKLKDOD_03441	yycJ	Cluster_40670
Operon2181	CPKLKDOD_03442	purC	Cluster_40670
Operon2182	CPKLKDOD_03443	Unknown_Gene	Cluster_121087
Operon2183	CPKLKDOD_03444	intQ_2	Cluster_48096
Operon2183	CPKLKDOD_03445	Unknown_Gene	Cluster_48096
Operon2184	CPKLKDOD_03446	Unknown_Gene	Cluster_21458
Operon2184	CPKLKDOD_03447	Unknown_Gene	Cluster_21458
Operon2185	CPKLKDOD_03448	Unknown_Gene	Cluster_123123
Operon2185	CPKLKDOD_03449	Unknown_Gene	Cluster_123123
Operon2185	CPKLKDOD_03450	Unknown_Gene	Cluster_123123
Operon2185	CPKLKDOD_03451	Unknown_Gene	Cluster_123123
Operon2186	CPKLKDOD_03452	Unknown_Gene	Cluster_42097
Operon2186	CPKLKDOD_03453	Unknown_Gene	Cluster_42097
Operon2187	CPKLKDOD_03454	lexA_4	Cluster_18789
Operon2188	CPKLKDOD_03455	Unknown_Gene	Cluster_18789
Operon2189	CPKLKDOD_03456	Unknown_Gene	Cluster_49775
Operon2189	CPKLKDOD_03457	Unknown_Gene	Cluster_49775
Operon2189	CPKLKDOD_03458	Unknown_Gene	Cluster_49775
Operon2190	CPKLKDOD_03459	Unknown_Gene	Cluster_28226
Operon2191	CPKLKDOD_03460	Unknown_Gene	Cluster_57181
Operon2192	CPKLKDOD_03461	Unknown_Gene	Cluster_77767
Operon2192	CPKLKDOD_03462	Unknown_Gene	Cluster_77767
Operon2192	CPKLKDOD_03463	Unknown_Gene	Cluster_77767
Operon2192	CPKLKDOD_03464	Unknown_Gene	Cluster_77767
Operon2192	CPKLKDOD_03465	clpP_3	Cluster_77767
Operon2192	CPKLKDOD_03466	Unknown_Gene	Cluster_77767
Operon2193	CPKLKDOD_03467	Unknown_Gene	Cluster_145141
Operon2193	CPKLKDOD_03468	Unknown_Gene	Cluster_145141
Operon2193	CPKLKDOD_03469	Unknown_Gene	Cluster_145141
Operon2193	CPKLKDOD_03470	Unknown_Gene	Cluster_145141
Operon2193	CPKLKDOD_03471	Unknown_Gene	Cluster_145141
Operon2193	CPKLKDOD_03472	Unknown_Gene	Cluster_145141
Operon2193	CPKLKDOD_03473	Unknown_Gene	Cluster_145141
Operon2193	CPKLKDOD_03474	Unknown_Gene	Cluster_145141
Operon2193	CPKLKDOD_03475	Unknown_Gene	Cluster_145141
Operon2193	CPKLKDOD_03476	Unknown_Gene	Cluster_145141
Operon2193	CPKLKDOD_03477	Unknown_Gene	Cluster_145141
Operon2193	CPKLKDOD_03478	Unknown_Gene	Cluster_145141
Operon2194	CPKLKDOD_03479	gpFI	Cluster_120216
Operon2194	CPKLKDOD_03480	Unknown_Gene	Cluster_120216
Operon2194	CPKLKDOD_03481	Unknown_Gene	Cluster_120216
Operon2195	CPKLKDOD_03482	Unknown_Gene	Cluster_94422
Operon2195	CPKLKDOD_03483	Unknown_Gene	Cluster_94422
Operon2195	CPKLKDOD_03484	Unknown_Gene	Cluster_94422
Operon2196	CPKLKDOD_03485	Unknown_Gene	Cluster_145226
Operon2196	CPKLKDOD_03486	Unknown_Gene	Cluster_145226
Operon2196	CPKLKDOD_03487	Unknown_Gene	Cluster_145226
Operon2196	CPKLKDOD_03488	Unknown_Gene	Cluster_145226
Operon2197	CPKLKDOD_03489	Unknown_Gene	Cluster_134929
Operon2198	CPKLKDOD_03490	Unknown_Gene	Cluster_32564
Operon2199	CPKLKDOD_03491	Unknown_Gene	Cluster_32564
Operon2200	CPKLKDOD_03492	Unknown_Gene	Cluster_38473
Operon2201	CPKLKDOD_03493	Unknown_Gene	Cluster_38473
Operon2202	CPKLKDOD_03494	leuE_1	Cluster_64133
Operon2203	CPKLKDOD_03495	Unknown_Gene	Cluster_64133
Operon2204	CPKLKDOD_03496	fhuA_3	Cluster_37311
Operon2205	CPKLKDOD_03497	fecR_9	Cluster_26896
Operon2205	CPKLKDOD_03498	fecI_12	Cluster_26896
Operon2206	CPKLKDOD_03499	mqo_1	Cluster_26896
Operon2207	CPKLKDOD_03500	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2207	CPKLKDOD_03501	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2208	CPKLKDOD_03502	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2209	CPKLKDOD_03503	glcC	Cluster_61657
Operon2210	CPKLKDOD_03504	Unknown_Gene	Cluster_61657
Operon2210	CPKLKDOD_03505	Unknown_Gene	Cluster_61657
Operon2210	CPKLKDOD_03506	lutA	Cluster_61657
Operon2210	CPKLKDOD_03507	Unknown_Gene	Cluster_61657
Operon2211	CPKLKDOD_03508	glcB_2	Cluster_89407
Operon2212	CPKLKDOD_03509	Unknown_Gene	Cluster_57315
Operon2213	CPKLKDOD_03510	gabR_2	Cluster_129402
Operon2214	CPKLKDOD_03511	yycB_1	Cluster_59227
Operon2215	CPKLKDOD_03512	Unknown_Gene	Cluster_59227
Operon2216	CPKLKDOD_03513	Unknown_Gene	Cluster_23668
Operon2217	CPKLKDOD_03514	Unknown_Gene	Cluster_121033
Operon2217	CPKLKDOD_03515	Unknown_Gene	Cluster_121033
Operon2218	CPKLKDOD_03516	pstB3	Cluster_153934
Operon2219	CPKLKDOD_03517	pstA	Cluster_138066
Operon2219	CPKLKDOD_03518	pstC	Cluster_138066
Operon2220	CPKLKDOD_03519	pstS_1	Cluster_64542
Operon2221	CPKLKDOD_03520	Unknown_Gene	Cluster_64542
Operon2222	CPKLKDOD_03521	Unknown_Gene	Cluster_132240
Operon2223	CPKLKDOD_03522	Unknown_Gene	Cluster_111981
Operon2223	CPKLKDOD_03523	Unknown_Gene	Cluster_111981
Operon2224	CPKLKDOD_03524	Unknown_Gene	Cluster_111981
Operon2225	CPKLKDOD_03525	mhpD	Cluster_61708
Operon2226	CPKLKDOD_03526	lgoT_2	Cluster_157541
Operon2226	CPKLKDOD_03527	dhaT	Cluster_157541
Operon2227	CPKLKDOD_03528	gbpR_4	Cluster_87827
Operon2228	CPKLKDOD_03529	Unknown_Gene	Cluster_81173
Operon2229	CPKLKDOD_03530	rutR_2	Cluster_45249
Operon2230	CPKLKDOD_03531	nepI_2	Cluster_66323
Operon2231	CPKLKDOD_03532	Unknown_Gene	Cluster_80298
Operon2232	CPKLKDOD_03533	Unknown_Gene	Cluster_49958
Operon2233	CPKLKDOD_03534	Unknown_Gene	Cluster_49958
Operon2234	CPKLKDOD_03535	gabR_3	Cluster_130842
Operon2235	CPKLKDOD_03536	nqrF	Cluster_130842
Operon2236	CPKLKDOD_03537	Unknown_Gene	Cluster_125187
Operon2237	CPKLKDOD_03538	Unknown_Gene	Cluster_54477
Operon2237	CPKLKDOD_03539	Unknown_Gene	Cluster_54477
Operon2238	CPKLKDOD_03540	phnW_1	Cluster_50253
Operon2239	CPKLKDOD_03541	uvrY_1	Cluster_50253
Operon2240	CPKLKDOD_03542	rcsC_15	Cluster_24189
Operon2241	CPKLKDOD_03543	Unknown_Gene	Cluster_24189
