GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	1963
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	BCBAIBPD_00001	maeB	Cluster_69611
Operon1582	BCBAIBPD_02349	yegI	Cluster_26250
Operon1583	BCBAIBPD_02350	Unknown_Gene	Cluster_9834
Operon1584	BCBAIBPD_02351	Unknown_Gene	Cluster_2148
Operon1585	BCBAIBPD_02352	Unknown_Gene	Cluster_64871
Operon1586	BCBAIBPD_02353	Unknown_Gene	Cluster_64871
Operon1587	BCBAIBPD_02354	Unknown_Gene	Cluster_132013
Operon1588	BCBAIBPD_02355	Unknown_Gene	Cluster_103350
Operon1589	BCBAIBPD_02356	sfnR_2	Cluster_103350
Operon1589	BCBAIBPD_02357	sfnR_3	Cluster_103350
Operon1590	BCBAIBPD_02358	Unknown_Gene	Cluster_5670
Operon1591	BCBAIBPD_02359	Unknown_Gene	Cluster_130621
Operon1592	BCBAIBPD_02360	yveA	Cluster_10609
Operon1593	BCBAIBPD_02361	rhaS_5	Cluster_10609
Operon1594	BCBAIBPD_02362	proR	Cluster_89239
Operon1595	BCBAIBPD_02363	dapA_1	Cluster_137251
Operon1596	BCBAIBPD_02364	LhpG	Cluster_101276
Operon1597	BCBAIBPD_02365	rspR	Cluster_100566
Operon1598	BCBAIBPD_02366	dadA1_2	Cluster_102616
Operon1599	BCBAIBPD_02367	Unknown_Gene	Cluster_16174
Operon1600	BCBAIBPD_02368	spuC_2	Cluster_47468
Operon1601	BCBAIBPD_02369	Unknown_Gene	Cluster_47468
Operon1602	BCBAIBPD_02370	Unknown_Gene	Cluster_81009
Operon1602	BCBAIBPD_02371	Unknown_Gene	Cluster_81009
Operon1602	BCBAIBPD_02372	Unknown_Gene	Cluster_81009
Operon1603	BCBAIBPD_02373	Unknown_Gene	Cluster_36815
Operon1604	BCBAIBPD_02374	Unknown_Gene	Cluster_36815
Operon1605	BCBAIBPD_02375	Unknown_Gene	Cluster_134920
Operon1606	BCBAIBPD_02376	Unknown_Gene	Cluster_75700
Operon1607	BCBAIBPD_02377	Unknown_Gene	Cluster_75700
Operon1608	BCBAIBPD_02378	Unknown_Gene	Cluster_79935
Operon1609	BCBAIBPD_02379	Unknown_Gene	Cluster_1708
Operon1610	BCBAIBPD_02380	Unknown_Gene	Cluster_134588
Operon1611	BCBAIBPD_02381	Unknown_Gene	Cluster_134588
Operon1612	BCBAIBPD_02382	Unknown_Gene	Cluster_16024
Operon1613	BCBAIBPD_02383	adhP	Cluster_16024
Operon1614	BCBAIBPD_02384	Unknown_Gene	Cluster_22504
Operon1615	BCBAIBPD_02385	Unknown_Gene	Cluster_22504
Operon1615	BCBAIBPD_02386	Unknown_Gene	Cluster_22504
Operon1616	BCBAIBPD_02387	Unknown_Gene	Cluster_97176
Operon1616	BCBAIBPD_02388	xecA1	Cluster_97176
Operon1617	BCBAIBPD_02389	yiaC	Cluster_137242
Operon1618	BCBAIBPD_02390	hcnC	Cluster_66629
Operon1618	BCBAIBPD_02391	hcnB	Cluster_66629
Operon1618	BCBAIBPD_02392	hcnA	Cluster_66629
Operon1619	BCBAIBPD_02393	inaA	Cluster_36396
Operon1620	BCBAIBPD_02394	umuC	Cluster_115361
Operon1620	BCBAIBPD_02395	umuD_2	Cluster_115361
Operon1621	BCBAIBPD_02396	yedK_1	Cluster_115361
Operon1622	BCBAIBPD_02397	Unknown_Gene	Cluster_101263
Operon1623	BCBAIBPD_02398	Unknown_Gene	Cluster_88052
Operon1624	BCBAIBPD_02399	Unknown_Gene	Cluster_128575
Operon1625	BCBAIBPD_02400	yjhB	Cluster_24531
Operon1626	BCBAIBPD_02401	Unknown_Gene	Cluster_24531
Operon1627	BCBAIBPD_02402	gcvA_8	Cluster_130615
Operon1628	BCBAIBPD_02403	Unknown_Gene	Cluster_11990
Operon1629	BCBAIBPD_02404	Unknown_Gene	Cluster_82871
Operon1630	BCBAIBPD_02405	sohB	Cluster_60344
Operon1631	BCBAIBPD_02406	Unknown_Gene	Cluster_60344
Operon1632	BCBAIBPD_02407	Unknown_Gene	Cluster_148501
Operon1633	BCBAIBPD_02408	Unknown_Gene	Cluster_59928
Operon1633	BCBAIBPD_02409	fabG_5	Cluster_59928
Operon1634	BCBAIBPD_02410	Unknown_Gene	Cluster_114639
Operon1635	BCBAIBPD_02411	Unknown_Gene	Cluster_105700
Operon1636	BCBAIBPD_02412	Unknown_Gene	Cluster_105700
Operon1637	BCBAIBPD_02413	Unknown_Gene	Cluster_82137
Operon1638	BCBAIBPD_02414	Unknown_Gene	Cluster_93140
Operon1639	BCBAIBPD_02415	Unknown_Gene	Cluster_55150
Operon1640	BCBAIBPD_02416	Unknown_Gene	Cluster_55150
Operon1641	BCBAIBPD_02417	Unknown_Gene	Cluster_18079
Operon1642	BCBAIBPD_02418	proQ	Cluster_52342
Operon1643	BCBAIBPD_02419	fpvA_1	Cluster_61950
Operon1644	BCBAIBPD_02420	nicP_4	Cluster_91648
Operon1645	BCBAIBPD_02421	nicT	Cluster_55726
Operon1646	BCBAIBPD_02422	nicF	Cluster_27923
Operon1646	BCBAIBPD_02423	maiA	Cluster_27923
Operon1646	BCBAIBPD_02424	nicD	Cluster_27923
Operon1646	BCBAIBPD_02425	nicC	Cluster_27923
Operon1647	BCBAIBPD_02426	nicX	Cluster_27923
Operon1648	BCBAIBPD_02427	nicR	Cluster_138068
Operon1649	BCBAIBPD_02428	nicA	Cluster_60340
Operon1649	BCBAIBPD_02429	nicB	Cluster_60340
Operon1650	BCBAIBPD_02430	nicS	Cluster_13828
Operon1651	BCBAIBPD_02431	Unknown_Gene	Cluster_51575
Operon1652	BCBAIBPD_02432	Unknown_Gene	Cluster_135655
Operon1653	BCBAIBPD_02433	Unknown_Gene	Cluster_135655
Operon1654	BCBAIBPD_02434	Unknown_Gene	Cluster_63157
Operon1655	BCBAIBPD_02435	Unknown_Gene	Cluster_63157
Operon1655	BCBAIBPD_02436	Unknown_Gene	Cluster_63157
Operon1656	BCBAIBPD_02437	Unknown_Gene	Cluster_93824
Operon1657	BCBAIBPD_02438	yccA	Cluster_93824
Operon1658	BCBAIBPD_02439	xanP	Cluster_50219
Operon1659	BCBAIBPD_02440	dsrE	Cluster_139739
Operon1659	BCBAIBPD_02441	dsrF	Cluster_139739
Operon1659	BCBAIBPD_02442	tusB	Cluster_139739
Operon1659	BCBAIBPD_02443	tusE	Cluster_139739
Operon1659	BCBAIBPD_02444	trpD_2	Cluster_139739
Operon1660	BCBAIBPD_02445	yqjG	Cluster_121148
Operon1661	BCBAIBPD_02446	fabG_6	Cluster_126075
Operon1662	BCBAIBPD_02447	acoR_2	Cluster_79350
Operon1663	BCBAIBPD_02448	hcaR_1	Cluster_79350
Operon1664	BCBAIBPD_02449	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1665	BCBAIBPD_02450	Unknown_Gene	Cluster_112491
Operon1666	BCBAIBPD_02451	yfcG_1	Cluster_42591
Operon1666	BCBAIBPD_02452	hmp_1	Cluster_42591
Operon1667	BCBAIBPD_02453	dmlR_10	Cluster_137985
Operon1668	BCBAIBPD_02454	Unknown_Gene	Cluster_138286
Operon1668	BCBAIBPD_02455	rhsA	Cluster_138286
Operon1668	BCBAIBPD_02456	Unknown_Gene	Cluster_138286
Operon1668	BCBAIBPD_02457	vgrG1	Cluster_138286
Operon1668	BCBAIBPD_02458	clpV1	Cluster_138286
Operon1668	BCBAIBPD_02459	Unknown_Gene	Cluster_138286
Operon1668	BCBAIBPD_02460	Unknown_Gene	Cluster_138286
Operon1668	BCBAIBPD_02461	Unknown_Gene	Cluster_138286
Operon1668	BCBAIBPD_02462	Unknown_Gene	Cluster_138286
Operon1668	BCBAIBPD_02463	Unknown_Gene	Cluster_138286
Operon1669	BCBAIBPD_02464	hcp1	Cluster_138692
Operon1670	BCBAIBPD_02465	Unknown_Gene	Cluster_136764
Operon1670	BCBAIBPD_02466	Unknown_Gene	Cluster_136764
Operon1671	BCBAIBPD_02467	Unknown_Gene	Cluster_19603
Operon1672	BCBAIBPD_02468	Unknown_Gene	Cluster_19603
Operon1672	BCBAIBPD_02469	Unknown_Gene	Cluster_19603
Operon1672	BCBAIBPD_02470	Unknown_Gene	Cluster_19603
Operon1672	BCBAIBPD_02471	Unknown_Gene	Cluster_19603
Operon1672	BCBAIBPD_02472	Unknown_Gene	Cluster_19603
Operon1672	BCBAIBPD_02473	Unknown_Gene	Cluster_19603
Operon1672	BCBAIBPD_02474	prpC_2	Cluster_19603
Operon1672	BCBAIBPD_02475	pknD	Cluster_19603
Operon1672	BCBAIBPD_02476	yknY_2	Cluster_19603
Operon1672	BCBAIBPD_02477	Unknown_Gene	Cluster_19603
Operon1672	BCBAIBPD_02478	Unknown_Gene	Cluster_19603
Operon1673	BCBAIBPD_02479	Unknown_Gene	Cluster_136406
Operon1674	BCBAIBPD_02480	Unknown_Gene	Cluster_106834
Operon1674	BCBAIBPD_02481	Unknown_Gene	Cluster_106834
Operon1674	BCBAIBPD_02482	Unknown_Gene	Cluster_106834
Operon1675	BCBAIBPD_02483	proP_3	Cluster_9072
Operon1676	BCBAIBPD_02484	nrdB	Cluster_52591
Operon1677	BCBAIBPD_02485	Unknown_Gene	Cluster_4906
Operon1678	BCBAIBPD_02486	ompR_2	Cluster_4906
Operon1678	BCBAIBPD_02487	sasA_9	Cluster_4906
Operon1679	BCBAIBPD_02488	entD	Cluster_115360
Operon1680	BCBAIBPD_02489	Unknown_Gene	Cluster_115360
Operon1681	BCBAIBPD_02490	Unknown_Gene	Cluster_96701
Operon1682	BCBAIBPD_02491	Unknown_Gene	Cluster_96701
Operon1683	BCBAIBPD_02492	phoP_1	Cluster_83471
Operon1683	BCBAIBPD_02493	phoQ	Cluster_83471
Operon1684	BCBAIBPD_02494	dctA2_2	Cluster_35182
Operon1685	BCBAIBPD_02495	trmO	Cluster_134419
Operon1685	BCBAIBPD_02496	Unknown_Gene	Cluster_134419
Operon1685	BCBAIBPD_02497	rluF	Cluster_134419
Operon1686	BCBAIBPD_02498	yjaB_2	Cluster_114647
Operon1687	BCBAIBPD_02499	rimO	Cluster_47286
Operon1688	BCBAIBPD_02500	kup	Cluster_47286
Operon1689	BCBAIBPD_02501	Unknown_Gene	Cluster_41057
Operon1689	BCBAIBPD_02502	Unknown_Gene	Cluster_41057
Operon1690	BCBAIBPD_02503	Unknown_Gene	Cluster_77716
Operon1691	BCBAIBPD_02504	Unknown_Gene	Cluster_92497
Operon1692	BCBAIBPD_02505	Unknown_Gene	Cluster_56409
Operon1693	BCBAIBPD_02506	dinB	Cluster_56409
Operon1694	BCBAIBPD_02507	Unknown_Gene	Cluster_26246
Operon1694	BCBAIBPD_02508	proS	Cluster_26246
Operon1695	BCBAIBPD_02509	oprD_2	Cluster_7610
Operon1696	BCBAIBPD_02510	Unknown_Gene	Cluster_7610
Operon1696	BCBAIBPD_02511	slyX	Cluster_7610
Operon1697	BCBAIBPD_02512	Unknown_Gene	Cluster_37437
Operon1698	BCBAIBPD_02513	Unknown_Gene	Cluster_37437
Operon1699	BCBAIBPD_02514	Unknown_Gene	Cluster_91066
Operon1700	BCBAIBPD_02515	Unknown_Gene	Cluster_122491
Operon1701	BCBAIBPD_02516	aspS	Cluster_120361
Operon1702	BCBAIBPD_02517	pmpR	Cluster_112490
Operon1703	BCBAIBPD_02518	ruvC	Cluster_78278
Operon1704	BCBAIBPD_02519	ruvA	Cluster_111793
Operon1704	BCBAIBPD_02520	ruvB	Cluster_111793
Operon1705	BCBAIBPD_02521	ybgC	Cluster_99451
Operon1705	BCBAIBPD_02522	tolQ_2	Cluster_99451
Operon1705	BCBAIBPD_02523	exbD_2	Cluster_99451
Operon1705	BCBAIBPD_02524	Unknown_Gene	Cluster_99451
Operon1705	BCBAIBPD_02525	tolB	Cluster_99451
Operon1706	BCBAIBPD_02526	pal_4	Cluster_150153
Operon1707	BCBAIBPD_02527	cpoB	Cluster_65430
Operon1708	BCBAIBPD_02528	queE	Cluster_71029
Operon1708	BCBAIBPD_02529	queC	Cluster_71029
Operon1709	BCBAIBPD_02530	Unknown_Gene	Cluster_145837
Operon1710	BCBAIBPD_02531	Unknown_Gene	Cluster_41314
Operon1710	BCBAIBPD_02532	Unknown_Gene	Cluster_41314
Operon1711	BCBAIBPD_02533	Unknown_Gene	Cluster_50854
Operon1712	BCBAIBPD_02534	bluF	Cluster_50854
Operon1713	BCBAIBPD_02535	Unknown_Gene	Cluster_131310
Operon1713	BCBAIBPD_02536	puuP_2	Cluster_131310
Operon1714	BCBAIBPD_02537	Unknown_Gene	Cluster_131310
Operon1715	BCBAIBPD_02538	ydgA	Cluster_141806
Operon1716	BCBAIBPD_02539	nadA	Cluster_50647
Operon1717	BCBAIBPD_02540	bepA_2	Cluster_102136
Operon1718	BCBAIBPD_02541	tusA_2	Cluster_102136
Operon1718	BCBAIBPD_02542	Unknown_Gene	Cluster_102136
Operon1719	BCBAIBPD_02543	bcp	Cluster_40670
Operon1719	BCBAIBPD_02544	gcvR	Cluster_40670
Operon1720	BCBAIBPD_02545	dapA_2	Cluster_40670
Operon1720	BCBAIBPD_02546	bamC	Cluster_40670
Operon1720	BCBAIBPD_02547	yycJ	Cluster_40670
Operon1720	BCBAIBPD_02548	purC	Cluster_40670
Operon1721	BCBAIBPD_02549	Unknown_Gene	Cluster_117338
Operon1722	BCBAIBPD_02550	Unknown_Gene	Cluster_36615
Operon1723	BCBAIBPD_02551	Unknown_Gene	Cluster_134922
Operon1724	BCBAIBPD_02552	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1725	BCBAIBPD_02553	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1725	BCBAIBPD_02554	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1725	BCBAIBPD_02555	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1726	BCBAIBPD_02556	Unknown_Gene	Cluster_150217
Operon1727	BCBAIBPD_02557	Unknown_Gene	Cluster_61666
Operon1727	BCBAIBPD_02558	ygaZ_2	Cluster_61666
Operon1727	BCBAIBPD_02559	ypeA	Cluster_61666
Operon1727	BCBAIBPD_02560	Unknown_Gene	Cluster_61666
Operon1728	BCBAIBPD_02561	Unknown_Gene	Cluster_61666
Operon1729	BCBAIBPD_02562	mqo_1	Cluster_46418
Operon1730	BCBAIBPD_02563	Unknown_Gene	Cluster_148587
Operon1731	BCBAIBPD_02564	namA_1	Cluster_148587
Operon1732	BCBAIBPD_02565	cynR_4	Cluster_88809
Operon1733	BCBAIBPD_02566	moaB_2	Cluster_88809
Operon1734	BCBAIBPD_02567	Unknown_Gene	Cluster_43392
Operon1735	BCBAIBPD_02568	ihfB	Cluster_43392
Operon1735	BCBAIBPD_02569	Unknown_Gene	Cluster_43392
Operon1736	BCBAIBPD_02570	Unknown_Gene	Cluster_116287
Operon1737	BCBAIBPD_02571	mdoB_1	Cluster_42110
Operon1738	BCBAIBPD_02572	algA	Cluster_38855
Operon1739	BCBAIBPD_02573	algC_2	Cluster_101266
Operon1739	BCBAIBPD_02574	Unknown_Gene	Cluster_101266
Operon1739	BCBAIBPD_02575	btuD_5	Cluster_101266
Operon1739	BCBAIBPD_02576	wbdD	Cluster_101266
Operon1739	BCBAIBPD_02577	mshA_1	Cluster_101266
Operon1740	BCBAIBPD_02578	cpdA_1	Cluster_75701
Operon1741	BCBAIBPD_02579	Unknown_Gene	Cluster_124448
Operon1742	BCBAIBPD_02580	Unknown_Gene	Cluster_11348
Operon1743	BCBAIBPD_02581	rmlC_1	Cluster_29683
Operon1743	BCBAIBPD_02582	rfbA	Cluster_29683
Operon1743	BCBAIBPD_02583	rfbD	Cluster_29683
Operon1743	BCBAIBPD_02584	rfbB	Cluster_29683
Operon1744	BCBAIBPD_02585	Unknown_Gene	Cluster_48349
Operon1745	BCBAIBPD_02586	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1745	BCBAIBPD_02587	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1745	BCBAIBPD_02588	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1745	BCBAIBPD_02589	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1745	BCBAIBPD_02590	gtfA	NO_CLUSTER_ASSOCIATION_FOUND
Operon1746	BCBAIBPD_02591	Unknown_Gene	Cluster_86426
Operon1746	BCBAIBPD_02592	Unknown_Gene	Cluster_86426
Operon1746	BCBAIBPD_02593	Unknown_Gene	Cluster_86426
Operon1747	BCBAIBPD_02594	Unknown_Gene	Cluster_10715
Operon1747	BCBAIBPD_02595	Unknown_Gene	Cluster_10715
Operon1748	BCBAIBPD_02596	prsD	Cluster_10715
Operon1748	BCBAIBPD_02597	prsE_1	Cluster_10715
Operon1748	BCBAIBPD_02598	tolC_1	Cluster_10715
Operon1749	BCBAIBPD_02599	bepA_3	NO_CLUSTER_ASSOCIATION_FOUND
Operon1749	BCBAIBPD_02600	lolB	NO_CLUSTER_ASSOCIATION_FOUND
Operon1749	BCBAIBPD_02601	ispE	NO_CLUSTER_ASSOCIATION_FOUND
Operon1749	BCBAIBPD_02602	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1750	BCBAIBPD_02603	prs	Cluster_145990
Operon1751	BCBAIBPD_02604	rplY	Cluster_102308
Operon1752	BCBAIBPD_02605	pth	Cluster_130392
Operon1752	BCBAIBPD_02606	ychF	Cluster_130392
Operon1753	BCBAIBPD_02607	Unknown_Gene	Cluster_142566
Operon1753	BCBAIBPD_02608	qacA	Cluster_142566
Operon1754	BCBAIBPD_02609	Unknown_Gene	Cluster_142566
Operon1755	BCBAIBPD_02610	Unknown_Gene	Cluster_149294
Operon1756	BCBAIBPD_02611	ada	Cluster_164700
Operon1756	BCBAIBPD_02612	Unknown_Gene	Cluster_164700
Operon1757	BCBAIBPD_02613	fecI_2	Cluster_76862
Operon1757	BCBAIBPD_02614	fecR_2	Cluster_76862
Operon1758	BCBAIBPD_02615	ycaD_4	Cluster_132253
Operon1759	BCBAIBPD_02616	Unknown_Gene	Cluster_29839
Operon1759	BCBAIBPD_02617	fsr	Cluster_29839
Operon1760	BCBAIBPD_02618	Unknown_Gene	Cluster_29839
Operon1761	BCBAIBPD_02619	Unknown_Gene	Cluster_158991
Operon1761	BCBAIBPD_02620	rimI	Cluster_158991
Operon1761	BCBAIBPD_02621	Unknown_Gene	Cluster_158991
Operon1762	BCBAIBPD_02622	Unknown_Gene	Cluster_54677
Operon1762	BCBAIBPD_02623	Unknown_Gene	Cluster_54677
Operon1762	BCBAIBPD_02624	Unknown_Gene	Cluster_54677
Operon1763	BCBAIBPD_02625	Unknown_Gene	Cluster_125715
Operon1763	BCBAIBPD_02626	proB	Cluster_125715
Operon1764	BCBAIBPD_02627	obg	Cluster_62433
Operon1765	BCBAIBPD_02628	rpmA	Cluster_162618
Operon1765	BCBAIBPD_02629	rplU	Cluster_162618
Operon1766	BCBAIBPD_02630	ispB	Cluster_44300
Operon1767	BCBAIBPD_02631	Unknown_Gene	Cluster_96483
Operon1768	BCBAIBPD_02632	Unknown_Gene	Cluster_128776
Operon1769	BCBAIBPD_02633	fklB	Cluster_102128
Operon1770	BCBAIBPD_02634	Unknown_Gene	Cluster_122277
Operon1771	BCBAIBPD_02635	Unknown_Gene	Cluster_80075
Operon1772	BCBAIBPD_02636	Unknown_Gene	Cluster_42431
Operon1773	BCBAIBPD_02637	Unknown_Gene	Cluster_42431
Operon1774	BCBAIBPD_02638	Unknown_Gene	Cluster_136408
Operon1775	BCBAIBPD_02639	Unknown_Gene	Cluster_88618
Operon1776	BCBAIBPD_02640	greB_2	Cluster_138183
Operon1777	BCBAIBPD_02641	gdhA	Cluster_32557
Operon1778	BCBAIBPD_02642	ettA	Cluster_42879
Operon1779	BCBAIBPD_02643	Unknown_Gene	Cluster_99447
Operon1780	BCBAIBPD_02644	Unknown_Gene	Cluster_99447
Operon1781	BCBAIBPD_02645	glyA_4	Cluster_42962
Operon1782	BCBAIBPD_02646	Unknown_Gene	Cluster_91828
Operon1783	BCBAIBPD_02647	rcsB	Cluster_118836
Operon1783	BCBAIBPD_02648	rcsC_13	Cluster_118836
Operon1784	BCBAIBPD_02649	rcsC_14	Cluster_135169
Operon1784	BCBAIBPD_02650	rcsC_15	Cluster_135169
Operon1784	BCBAIBPD_02651	yadV_1	Cluster_135169
Operon1784	BCBAIBPD_02652	Unknown_Gene	Cluster_135169
Operon1784	BCBAIBPD_02653	fimD_2	Cluster_135169
Operon1784	BCBAIBPD_02654	yadV_2	Cluster_135169
Operon1785	BCBAIBPD_02655	Unknown_Gene	Cluster_85194
Operon1786	BCBAIBPD_02656	Unknown_Gene	Cluster_85194
Operon1787	BCBAIBPD_02657	Unknown_Gene	Cluster_76184
Operon1788	BCBAIBPD_02658	yitJ	Cluster_104252
Operon1789	BCBAIBPD_02659	fliY_1	Cluster_104252
Operon1789	BCBAIBPD_02660	Unknown_Gene	Cluster_104252
Operon1790	BCBAIBPD_02661	bdlA_2	Cluster_127187
Operon1791	BCBAIBPD_02662	Unknown_Gene	Cluster_55149
Operon1792	BCBAIBPD_02663	rcsC_16	Cluster_55149
Operon1793	BCBAIBPD_02664	Unknown_Gene	Cluster_118329
Operon1794	BCBAIBPD_02665	pupB_1	Cluster_59652
Operon1795	BCBAIBPD_02666	fecR_3	Cluster_8839
Operon1795	BCBAIBPD_02667	Unknown_Gene	Cluster_8839
Operon1796	BCBAIBPD_02668	Unknown_Gene	Cluster_159455
Operon1796	BCBAIBPD_02669	hxuB	Cluster_159455
Operon1797	BCBAIBPD_02670	btuB_4	Cluster_17645
Operon1797	BCBAIBPD_02671	rcsC_17	Cluster_17645
Operon1797	BCBAIBPD_02672	cheB_3	Cluster_17645
Operon1798	BCBAIBPD_02673	sttH_1	Cluster_17645
Operon1799	BCBAIBPD_02674	Unknown_Gene	Cluster_31311
Operon1800	BCBAIBPD_02675	Unknown_Gene	Cluster_27492
Operon1800	BCBAIBPD_02676	Unknown_Gene	Cluster_27492
Operon1801	BCBAIBPD_02677	Unknown_Gene	Cluster_94320
Operon1802	BCBAIBPD_02678	Unknown_Gene	Cluster_132014
Operon1803	BCBAIBPD_02679	csrA_2	Cluster_83896
Operon1803	BCBAIBPD_02680	csrA_3	Cluster_83896
Operon1804	BCBAIBPD_02681	hcpA	Cluster_30179
Operon1805	BCBAIBPD_02682	Unknown_Gene	Cluster_122276
Operon1805	BCBAIBPD_02683	Unknown_Gene	Cluster_122276
Operon1805	BCBAIBPD_02684	Unknown_Gene	Cluster_122276
Operon1806	BCBAIBPD_02685	Unknown_Gene	Cluster_28719
Operon1807	BCBAIBPD_02686	Unknown_Gene	Cluster_28719
Operon1808	BCBAIBPD_02687	Unknown_Gene	Cluster_6929
Operon1809	BCBAIBPD_02688	xerC_3	Cluster_6929
Operon1810	BCBAIBPD_02689	Unknown_Gene	Cluster_21230
Operon1811	BCBAIBPD_02690	Unknown_Gene	Cluster_67532
Operon1812	BCBAIBPD_02691	Unknown_Gene	Cluster_67532
Operon1812	BCBAIBPD_02692	Unknown_Gene	Cluster_67532
Operon1812	BCBAIBPD_02693	Unknown_Gene	Cluster_67532
Operon1813	BCBAIBPD_02694	Unknown_Gene	Cluster_88619
Operon1814	BCBAIBPD_02695	Unknown_Gene	Cluster_34904
Operon1815	BCBAIBPD_02696	Unknown_Gene	Cluster_123935
Operon1816	BCBAIBPD_02697	Unknown_Gene	Cluster_92313
Operon1816	BCBAIBPD_02698	Unknown_Gene	Cluster_92313
Operon1817	BCBAIBPD_02699	Unknown_Gene	Cluster_139180
Operon1817	BCBAIBPD_02700	Unknown_Gene	Cluster_139180
Operon1818	BCBAIBPD_02701	Unknown_Gene	Cluster_74607
Operon1818	BCBAIBPD_02702	Unknown_Gene	Cluster_74607
Operon1818	BCBAIBPD_02703	intA_2	Cluster_74607
Operon1819	BCBAIBPD_02704	Unknown_Gene	Cluster_138184
Operon1820	BCBAIBPD_02705	fimA	Cluster_54678
Operon1821	BCBAIBPD_02706	epsF	Cluster_54678
Operon1821	BCBAIBPD_02707	outO	Cluster_54678
Operon1821	BCBAIBPD_02708	coaE	Cluster_54678
Operon1821	BCBAIBPD_02709	yacG	Cluster_54678
Operon1822	BCBAIBPD_02710	Unknown_Gene	Cluster_83888
Operon1823	BCBAIBPD_02711	Unknown_Gene	Cluster_83888
Operon1824	BCBAIBPD_02712	ndh	Cluster_24397
Operon1825	BCBAIBPD_02713	dadA_2	Cluster_74352
Operon1826	BCBAIBPD_02714	Unknown_Gene	Cluster_12694
Operon1826	BCBAIBPD_02715	Unknown_Gene	Cluster_12694
Operon1826	BCBAIBPD_02716	Unknown_Gene	Cluster_12694
Operon1827	BCBAIBPD_02717	clpB	Cluster_69612
Operon1828	BCBAIBPD_02718	yfiH	Cluster_153027
Operon1828	BCBAIBPD_02719	rluD	Cluster_153027
Operon1829	BCBAIBPD_02720	bamD	Cluster_153027
Operon1830	BCBAIBPD_02721	Unknown_Gene	Cluster_121144
Operon1831	BCBAIBPD_02722	thiO	Cluster_149433
Operon1832	BCBAIBPD_02723	Unknown_Gene	Cluster_110530
Operon1832	BCBAIBPD_02724	Unknown_Gene	Cluster_110530
Operon1832	BCBAIBPD_02725	Unknown_Gene	Cluster_110530
Operon1832	BCBAIBPD_02726	Unknown_Gene	Cluster_110530
Operon1833	BCBAIBPD_02727	Unknown_Gene	Cluster_110530
Operon1834	BCBAIBPD_02728	ispH	Cluster_104116
Operon1834	BCBAIBPD_02729	fkpB	Cluster_104116
Operon1834	BCBAIBPD_02730	lspA	Cluster_104116
Operon1834	BCBAIBPD_02731	ileS	Cluster_104116
Operon1834	BCBAIBPD_02732	ribF	Cluster_104116
Operon1835	BCBAIBPD_02733	murJ	Cluster_43161
Operon1836	BCBAIBPD_02734	rpsT	Cluster_43161
Operon1837	BCBAIBPD_02735	yebT	NO_CLUSTER_ASSOCIATION_FOUND
Operon1837	BCBAIBPD_02736	pqiA_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon1837	BCBAIBPD_02737	pqiA_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon1838	BCBAIBPD_02738	bauC	Cluster_138941
Operon1839	BCBAIBPD_02739	Unknown_Gene	Cluster_104134
Operon1840	BCBAIBPD_02740	Unknown_Gene	Cluster_104134
Operon1841	BCBAIBPD_02741	rutR_3	Cluster_123918
Operon1841	BCBAIBPD_02742	yigZ	Cluster_123918
Operon1842	BCBAIBPD_02743	Unknown_Gene	Cluster_20467
Operon1843	BCBAIBPD_02744	Unknown_Gene	Cluster_127417
Operon1844	BCBAIBPD_02745	Unknown_Gene	Cluster_25218
Operon1845	BCBAIBPD_02746	bcr	Cluster_118098
Operon1846	BCBAIBPD_02747	copZ	Cluster_91262
Operon1847	BCBAIBPD_02748	Unknown_Gene	Cluster_91262
Operon1848	BCBAIBPD_02749	copA_3	Cluster_153159
Operon1848	BCBAIBPD_02750	hmrR	Cluster_153159
Operon1849	BCBAIBPD_02751	mcpH	Cluster_69947
Operon1850	BCBAIBPD_02752	nimR_1	Cluster_112493
Operon1851	BCBAIBPD_02753	fadI	Cluster_105699
Operon1852	BCBAIBPD_02754	Unknown_Gene	Cluster_105699
Operon1852	BCBAIBPD_02755	Unknown_Gene	Cluster_105699
Operon1853	BCBAIBPD_02756	Unknown_Gene	Cluster_130614
Operon1853	BCBAIBPD_02757	cmoM	Cluster_130614
Operon1853	BCBAIBPD_02758	Unknown_Gene	Cluster_130614
Operon1853	BCBAIBPD_02759	Unknown_Gene	Cluster_130614
Operon1854	BCBAIBPD_02760	Unknown_Gene	Cluster_59509
