GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2937
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	HFFFMDPO_00001	dctA2_1	Cluster_135791
Operon2190	HFFFMDPO_03399	Unknown_Gene	Cluster_95130
Operon2190	HFFFMDPO_03400	Unknown_Gene	Cluster_95130
Operon2190	HFFFMDPO_03401	Unknown_Gene	Cluster_95130
Operon2191	HFFFMDPO_03402	Unknown_Gene	Cluster_112268
Operon2192	HFFFMDPO_03403	rsmJ	Cluster_112268
Operon2193	HFFFMDPO_03404	Unknown_Gene	Cluster_34487
Operon2194	HFFFMDPO_03405	Unknown_Gene	Cluster_43164
Operon2195	HFFFMDPO_03406	mdtA_3	Cluster_43164
Operon2195	HFFFMDPO_03407	mdtB_2	Cluster_43164
Operon2196	HFFFMDPO_03408	Unknown_Gene	Cluster_166245
Operon2196	HFFFMDPO_03409	Unknown_Gene	Cluster_166245
Operon2197	HFFFMDPO_03410	plsB	Cluster_47936
Operon2198	HFFFMDPO_03411	cspA	Cluster_47936
Operon2199	HFFFMDPO_03412	Unknown_Gene	Cluster_63614
Operon2199	HFFFMDPO_03413	rlmA	Cluster_63614
Operon2199	HFFFMDPO_03414	dapE_2	Cluster_63614
Operon2200	HFFFMDPO_03415	Unknown_Gene	Cluster_107670
Operon2201	HFFFMDPO_03416	tcdA	Cluster_107670
Operon2202	HFFFMDPO_03417	sufE	Cluster_129966
Operon2202	HFFFMDPO_03418	csdA	Cluster_129966
Operon2203	HFFFMDPO_03419	dapD	Cluster_167127
Operon2203	HFFFMDPO_03420	yffB	Cluster_167127
Operon2204	HFFFMDPO_03421	higA-1	Cluster_9557
Operon2205	HFFFMDPO_03422	nhaK	Cluster_9557
Operon2206	HFFFMDPO_03423	dapL	Cluster_168590
Operon2206	HFFFMDPO_03424	glnD	Cluster_168590
Operon2206	HFFFMDPO_03425	map_2	Cluster_168590
Operon2207	HFFFMDPO_03426	rpsB	Cluster_24702
Operon2208	HFFFMDPO_03427	tsf	Cluster_65367
Operon2209	HFFFMDPO_03428	pyrH	Cluster_67594
Operon2209	HFFFMDPO_03429	frr	Cluster_67594
Operon2209	HFFFMDPO_03430	ispU	Cluster_67594
Operon2209	HFFFMDPO_03431	cdsA	Cluster_67594
Operon2209	HFFFMDPO_03432	dxr	Cluster_67594
Operon2210	HFFFMDPO_03433	rseP	Cluster_136553
Operon2211	HFFFMDPO_03434	nemA_2	Cluster_120202
Operon2212	HFFFMDPO_03435	yybR	Cluster_120202
Operon2213	HFFFMDPO_03436	Unknown_Gene	Cluster_43100
Operon2214	HFFFMDPO_03437	Unknown_Gene	Cluster_23740
Operon2215	HFFFMDPO_03438	Unknown_Gene	Cluster_25206
Operon2215	HFFFMDPO_03439	Unknown_Gene	Cluster_25206
Operon2216	HFFFMDPO_03440	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2216	HFFFMDPO_03441	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2217	HFFFMDPO_03442	Unknown_Gene	Cluster_34302
Operon2218	HFFFMDPO_03443	Unknown_Gene	Cluster_100530
Operon2218	HFFFMDPO_03444	Unknown_Gene	Cluster_100530
Operon2218	HFFFMDPO_03445	Unknown_Gene	Cluster_100530
Operon2219	HFFFMDPO_03446	Unknown_Gene	Cluster_64499
Operon2220	HFFFMDPO_03447	Unknown_Gene	Cluster_64499
Operon2220	HFFFMDPO_03448	Unknown_Gene	Cluster_64499
Operon2220	HFFFMDPO_03449	Unknown_Gene	Cluster_64499
Operon2220	HFFFMDPO_03450	Unknown_Gene	Cluster_64499
Operon2221	HFFFMDPO_03451	noc_1	Cluster_85116
Operon2221	HFFFMDPO_03452	Unknown_Gene	Cluster_85116
Operon2221	HFFFMDPO_03453	Unknown_Gene	Cluster_85116
Operon2221	HFFFMDPO_03454	Unknown_Gene	Cluster_85116
Operon2221	HFFFMDPO_03455	Unknown_Gene	Cluster_85116
Operon2221	HFFFMDPO_03456	Unknown_Gene	Cluster_85116
Operon2221	HFFFMDPO_03457	Unknown_Gene	Cluster_85116
Operon2222	HFFFMDPO_03458	sbcB_2	Cluster_13677
Operon2222	HFFFMDPO_03459	Unknown_Gene	Cluster_13677
Operon2223	HFFFMDPO_03460	Unknown_Gene	Cluster_65841
Operon2224	HFFFMDPO_03461	dnaN_2	Cluster_72808
Operon2224	HFFFMDPO_03462	rpoS_2	Cluster_72808
Operon2224	HFFFMDPO_03463	Unknown_Gene	Cluster_72808
Operon2225	HFFFMDPO_03464	Unknown_Gene	Cluster_104170
Operon2226	HFFFMDPO_03465	Unknown_Gene	Cluster_104170
Operon2227	HFFFMDPO_03466	Unknown_Gene	Cluster_83999
Operon2228	HFFFMDPO_03467	Unknown_Gene	Cluster_144436
Operon2228	HFFFMDPO_03468	recA_2	Cluster_144436
Operon2229	HFFFMDPO_03469	cheB_5	Cluster_88739
Operon2229	HFFFMDPO_03470	rcsC_22	Cluster_88739
Operon2229	HFFFMDPO_03471	wspC_2	Cluster_88739
Operon2229	HFFFMDPO_03472	Unknown_Gene	Cluster_88739
Operon2229	HFFFMDPO_03473	Unknown_Gene	Cluster_88739
Operon2229	HFFFMDPO_03474	walR_3	Cluster_88739
Operon2230	HFFFMDPO_03475	Unknown_Gene	Cluster_88739
Operon2231	HFFFMDPO_03476	parB_2	Cluster_145187
Operon2232	HFFFMDPO_03477	Unknown_Gene	Cluster_103473
Operon2233	HFFFMDPO_03478	Unknown_Gene	Cluster_70967
Operon2233	HFFFMDPO_03479	noc_2	Cluster_70967
Operon2234	HFFFMDPO_03480	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2235	HFFFMDPO_03481	Unknown_Gene	Cluster_13561
Operon2236	HFFFMDPO_03482	Unknown_Gene	Cluster_137431
Operon2237	HFFFMDPO_03483	Unknown_Gene	Cluster_144434
Operon2238	HFFFMDPO_03484	Unknown_Gene	Cluster_121065
Operon2239	HFFFMDPO_03485	Unknown_Gene	Cluster_36202
Operon2239	HFFFMDPO_03486	Unknown_Gene	Cluster_36202
Operon2240	HFFFMDPO_03487	Unknown_Gene	Cluster_130747
Operon2241	HFFFMDPO_03488	cobS_2	Cluster_78338
Operon2241	HFFFMDPO_03489	Unknown_Gene	Cluster_78338
Operon2242	HFFFMDPO_03490	Unknown_Gene	Cluster_94451
Operon2243	HFFFMDPO_03491	Unknown_Gene	Cluster_74298
Operon2243	HFFFMDPO_03492	Unknown_Gene	Cluster_74298
Operon2244	HFFFMDPO_03493	Unknown_Gene	Cluster_105624
Operon2245	HFFFMDPO_03494	Unknown_Gene	Cluster_74298
Operon2246	HFFFMDPO_03495	Unknown_Gene	Cluster_135822
Operon2247	HFFFMDPO_03496	Unknown_Gene	Cluster_118232
Operon2248	HFFFMDPO_03497	Unknown_Gene	Cluster_107698
Operon2249	HFFFMDPO_03498	Unknown_Gene	Cluster_80561
Operon2249	HFFFMDPO_03499	Unknown_Gene	Cluster_80561
Operon2249	HFFFMDPO_03500	Unknown_Gene	Cluster_80561
Operon2249	HFFFMDPO_03501	Unknown_Gene	Cluster_80561
Operon2249	HFFFMDPO_03502	Unknown_Gene	Cluster_80561
Operon2250	HFFFMDPO_03503	Unknown_Gene	Cluster_97957
Operon2251	HFFFMDPO_03504	Unknown_Gene	Cluster_97957
Operon2251	HFFFMDPO_03505	Unknown_Gene	Cluster_97957
Operon2251	HFFFMDPO_03506	Unknown_Gene	Cluster_97957
Operon2251	HFFFMDPO_03507	Unknown_Gene	Cluster_97957
Operon2252	HFFFMDPO_03508	Unknown_Gene	Cluster_103490
Operon2252	HFFFMDPO_03509	Unknown_Gene	Cluster_103490
Operon2252	HFFFMDPO_03510	Unknown_Gene	Cluster_103490
Operon2253	HFFFMDPO_03511	Unknown_Gene	Cluster_124620
Operon2253	HFFFMDPO_03512	Unknown_Gene	Cluster_124620
Operon2253	HFFFMDPO_03513	Unknown_Gene	Cluster_124620
Operon2253	HFFFMDPO_03514	Unknown_Gene	Cluster_124620
Operon2253	HFFFMDPO_03515	atsB	Cluster_124620
Operon2253	HFFFMDPO_03516	Unknown_Gene	Cluster_124620
Operon2253	HFFFMDPO_03517	Unknown_Gene	Cluster_124620
Operon2253	HFFFMDPO_03518	Unknown_Gene	Cluster_124620
Operon2253	HFFFMDPO_03519	Unknown_Gene	Cluster_124620
Operon2253	HFFFMDPO_03520	Unknown_Gene	Cluster_124620
Operon2253	HFFFMDPO_03521	Unknown_Gene	Cluster_124620
Operon2253	HFFFMDPO_03522	Unknown_Gene	Cluster_124620
Operon2253	HFFFMDPO_03523	Unknown_Gene	Cluster_124620
Operon2253	HFFFMDPO_03524	Unknown_Gene	Cluster_124620
Operon2253	HFFFMDPO_03525	Unknown_Gene	Cluster_124620
Operon2253	HFFFMDPO_03526	Unknown_Gene	Cluster_124620
Operon2253	HFFFMDPO_03527	Unknown_Gene	Cluster_124620
Operon2253	HFFFMDPO_03528	Unknown_Gene	Cluster_124620
Operon2253	HFFFMDPO_03529	Unknown_Gene	Cluster_124620
Operon2253	HFFFMDPO_03530	Unknown_Gene	Cluster_124620
Operon2253	HFFFMDPO_03531	pilT_1	Cluster_124620
Operon2254	HFFFMDPO_03532	Unknown_Gene	Cluster_72674
Operon2255	HFFFMDPO_03533	Unknown_Gene	Cluster_72674
Operon2255	HFFFMDPO_03534	Unknown_Gene	Cluster_72674
Operon2256	HFFFMDPO_03535	Unknown_Gene	Cluster_144200
Operon2257	HFFFMDPO_03536	Unknown_Gene	Cluster_10123
Operon2258	HFFFMDPO_03537	Unknown_Gene	Cluster_10123
Operon2259	HFFFMDPO_03538	Unknown_Gene	Cluster_153081
Operon2260	HFFFMDPO_03539	recB_2	Cluster_145192
Operon2261	HFFFMDPO_03540	Unknown_Gene	Cluster_134337
Operon2261	HFFFMDPO_03541	Unknown_Gene	Cluster_134337
Operon2261	HFFFMDPO_03542	Unknown_Gene	Cluster_134337
Operon2261	HFFFMDPO_03543	Unknown_Gene	Cluster_134337
Operon2262	HFFFMDPO_03544	Unknown_Gene	Cluster_100030
Operon2262	HFFFMDPO_03545	Unknown_Gene	Cluster_100030
Operon2263	HFFFMDPO_03546	Unknown_Gene	Cluster_100030
Operon2264	HFFFMDPO_03547	Unknown_Gene	Cluster_66582
Operon2264	HFFFMDPO_03548	Unknown_Gene	Cluster_66582
Operon2264	HFFFMDPO_03549	Unknown_Gene	Cluster_66582
Operon2265	HFFFMDPO_03550	Unknown_Gene	Cluster_66582
Operon2265	HFFFMDPO_03551	Unknown_Gene	Cluster_66582
Operon2266	HFFFMDPO_03552	Unknown_Gene	Cluster_111730
Operon2266	HFFFMDPO_03553	Unknown_Gene	Cluster_111730
Operon2266	HFFFMDPO_03554	Unknown_Gene	Cluster_111730
Operon2267	HFFFMDPO_03555	Unknown_Gene	Cluster_97120
Operon2268	HFFFMDPO_03556	vfr_2	Cluster_59611
Operon2269	HFFFMDPO_03557	Unknown_Gene	Cluster_59611
Operon2270	HFFFMDPO_03558	Unknown_Gene	Cluster_84520
Operon2271	HFFFMDPO_03559	Unknown_Gene	Cluster_8087
Operon2272	HFFFMDPO_03560	Unknown_Gene	Cluster_114768
Operon2273	HFFFMDPO_03561	Unknown_Gene	Cluster_16095
Operon2274	HFFFMDPO_03562	Unknown_Gene	Cluster_16095
Operon2275	HFFFMDPO_03563	Unknown_Gene	Cluster_134311
Operon2276	HFFFMDPO_03564	Unknown_Gene	Cluster_138125
Operon2276	HFFFMDPO_03565	Unknown_Gene	Cluster_138125
Operon2276	HFFFMDPO_03566	stiP	Cluster_138125
Operon2276	HFFFMDPO_03567	Unknown_Gene	Cluster_138125
Operon2276	HFFFMDPO_03568	Unknown_Gene	Cluster_138125
Operon2276	HFFFMDPO_03569	yceC	Cluster_138125
Operon2276	HFFFMDPO_03570	Unknown_Gene	Cluster_138125
Operon2276	HFFFMDPO_03571	Unknown_Gene	Cluster_138125
Operon2276	HFFFMDPO_03572	alx_2	Cluster_138125
Operon2276	HFFFMDPO_03573	yceD_2	Cluster_138125
Operon2276	HFFFMDPO_03574	yceD_3	Cluster_138125
Operon2277	HFFFMDPO_03575	Unknown_Gene	Cluster_93052
Operon2278	HFFFMDPO_03576	Unknown_Gene	Cluster_114036
Operon2279	HFFFMDPO_03577	Unknown_Gene	Cluster_57536
Operon2280	HFFFMDPO_03578	Unknown_Gene	Cluster_59880
Operon2281	HFFFMDPO_03579	Unknown_Gene	Cluster_56772
Operon2282	HFFFMDPO_03580	Unknown_Gene	Cluster_21102
Operon2283	HFFFMDPO_03581	Unknown_Gene	Cluster_21102
Operon2283	HFFFMDPO_03582	Unknown_Gene	Cluster_21102
Operon2283	HFFFMDPO_03583	Unknown_Gene	Cluster_21102
Operon2283	HFFFMDPO_03584	Unknown_Gene	Cluster_21102
Operon2284	HFFFMDPO_03585	Unknown_Gene	Cluster_64957
Operon2284	HFFFMDPO_03586	Unknown_Gene	Cluster_64957
Operon2285	HFFFMDPO_03587	cdaR_1	Cluster_55022
Operon2286	HFFFMDPO_03588	garK_1	Cluster_100051
Operon2287	HFFFMDPO_03589	Unknown_Gene	Cluster_138614
Operon2288	HFFFMDPO_03590	Unknown_Gene	Cluster_21128
Operon2289	HFFFMDPO_03591	Unknown_Gene	Cluster_21128
Operon2290	HFFFMDPO_03592	Unknown_Gene	Cluster_61220
Operon2291	HFFFMDPO_03593	Unknown_Gene	Cluster_56380
Operon2291	HFFFMDPO_03594	Unknown_Gene	Cluster_56380
Operon2292	HFFFMDPO_03595	Unknown_Gene	Cluster_84529
Operon2293	HFFFMDPO_03596	Unknown_Gene	Cluster_84529
Operon2294	HFFFMDPO_03597	Unknown_Gene	Cluster_141988
Operon2295	HFFFMDPO_03598	Unknown_Gene	Cluster_9018
Operon2296	HFFFMDPO_03599	Unknown_Gene	Cluster_4842
Operon2296	HFFFMDPO_03600	outO_2	Cluster_4842
Operon2297	HFFFMDPO_03601	xerC_3	Cluster_95895
Operon2298	HFFFMDPO_03602	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2299	HFFFMDPO_03603	Unknown_Gene	Cluster_2221
Operon2300	HFFFMDPO_03604	Unknown_Gene	Cluster_88003
Operon2301	HFFFMDPO_03605	smc_1	Cluster_16913
Operon2302	HFFFMDPO_03606	Unknown_Gene	Cluster_16913
Operon2303	HFFFMDPO_03607	Unknown_Gene	Cluster_59881
Operon2304	HFFFMDPO_03608	Unknown_Gene	Cluster_59881
Operon2305	HFFFMDPO_03609	Unknown_Gene	Cluster_96605
Operon2306	HFFFMDPO_03610	Unknown_Gene	Cluster_96605
Operon2307	HFFFMDPO_03611	Unknown_Gene	Cluster_70917
Operon2308	HFFFMDPO_03612	Unknown_Gene	Cluster_70917
Operon2309	HFFFMDPO_03613	Unknown_Gene	Cluster_131948
Operon2310	HFFFMDPO_03614	Unknown_Gene	Cluster_74630
Operon2311	HFFFMDPO_03615	xerC_4	Cluster_13413
Operon2312	HFFFMDPO_03616	Unknown_Gene	Cluster_13413
Operon2313	HFFFMDPO_03617	Unknown_Gene	Cluster_99326
Operon2314	HFFFMDPO_03618	Unknown_Gene	Cluster_80577
Operon2315	HFFFMDPO_03619	Unknown_Gene	Cluster_32195
Operon2316	HFFFMDPO_03620	Unknown_Gene	Cluster_129255
Operon2317	HFFFMDPO_03621	Unknown_Gene	Cluster_104683
Operon2318	HFFFMDPO_03622	Unknown_Gene	Cluster_29993
Operon2318	HFFFMDPO_03623	Unknown_Gene	Cluster_29993
Operon2319	HFFFMDPO_03624	Unknown_Gene	Cluster_150123
Operon2320	HFFFMDPO_03625	Unknown_Gene	Cluster_89351
Operon2321	HFFFMDPO_03626	Unknown_Gene	Cluster_61899
Operon2321	HFFFMDPO_03627	Unknown_Gene	Cluster_61899
Operon2322	HFFFMDPO_03628	Unknown_Gene	Cluster_61899
Operon2323	HFFFMDPO_03629	xerC_5	Cluster_118248
Operon2324	HFFFMDPO_03630	Unknown_Gene	Cluster_167680
Operon2324	HFFFMDPO_03631	Unknown_Gene	Cluster_167680
Operon2324	HFFFMDPO_03632	Unknown_Gene	Cluster_167680
Operon2325	HFFFMDPO_03633	Unknown_Gene	Cluster_15344
Operon2326	HFFFMDPO_03634	Unknown_Gene	Cluster_15344
Operon2327	HFFFMDPO_03635	Unknown_Gene	Cluster_32407
Operon2328	HFFFMDPO_03636	umuC_2	Cluster_100501
Operon2328	HFFFMDPO_03637	Unknown_Gene	Cluster_100501
Operon2329	HFFFMDPO_03638	Unknown_Gene	Cluster_100501
Operon2330	HFFFMDPO_03639	Unknown_Gene	Cluster_72369
Operon2330	HFFFMDPO_03640	Unknown_Gene	Cluster_72369
Operon2331	HFFFMDPO_03641	Unknown_Gene	Cluster_72369
Operon2332	HFFFMDPO_03642	Unknown_Gene	Cluster_66142
Operon2333	HFFFMDPO_03643	Unknown_Gene	Cluster_66142
Operon2334	HFFFMDPO_03644	Unknown_Gene	Cluster_91028
Operon2335	HFFFMDPO_03645	Unknown_Gene	Cluster_78390
Operon2336	HFFFMDPO_03646	Unknown_Gene	Cluster_78390
Operon2337	HFFFMDPO_03647	Unknown_Gene	Cluster_75127
Operon2338	HFFFMDPO_03648	Unknown_Gene	Cluster_75127
Operon2339	HFFFMDPO_03649	Unknown_Gene	Cluster_148506
Operon2340	HFFFMDPO_03650	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2341	HFFFMDPO_03651	Unknown_Gene	Cluster_114577
Operon2341	HFFFMDPO_03652	Unknown_Gene	Cluster_114577
Operon2342	HFFFMDPO_03653	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2343	HFFFMDPO_03654	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2344	HFFFMDPO_03655	Unknown_Gene	Cluster_106299
Operon2345	HFFFMDPO_03656	Unknown_Gene	Cluster_8605
Operon2346	HFFFMDPO_03657	Unknown_Gene	Cluster_8605
Operon2347	HFFFMDPO_03658	Unknown_Gene	Cluster_9227
Operon2347	HFFFMDPO_03659	Unknown_Gene	Cluster_9227
Operon2348	HFFFMDPO_03660	Unknown_Gene	Cluster_9227
Operon2349	HFFFMDPO_03661	Unknown_Gene	Cluster_168660
Operon2349	HFFFMDPO_03662	Unknown_Gene	Cluster_168660
Operon2350	HFFFMDPO_03663	Unknown_Gene	Cluster_85134
Operon2351	HFFFMDPO_03664	Unknown_Gene	Cluster_104184
Operon2351	HFFFMDPO_03665	Unknown_Gene	Cluster_104184
Operon2352	HFFFMDPO_03666	dksA_2	Cluster_82252
Operon2353	HFFFMDPO_03667	Unknown_Gene	Cluster_82252
Operon2353	HFFFMDPO_03668	Unknown_Gene	Cluster_82252
Operon2354	HFFFMDPO_03669	hupB_4	Cluster_83394
Operon2355	HFFFMDPO_03670	Unknown_Gene	Cluster_113113
Operon2355	HFFFMDPO_03671	recD2	Cluster_113113
Operon2355	HFFFMDPO_03672	Unknown_Gene	Cluster_113113
Operon2355	HFFFMDPO_03673	Unknown_Gene	Cluster_113113
Operon2356	HFFFMDPO_03674	Unknown_Gene	Cluster_114108
Operon2356	HFFFMDPO_03675	Unknown_Gene	Cluster_114108
Operon2356	HFFFMDPO_03676	Unknown_Gene	Cluster_114108
Operon2356	HFFFMDPO_03677	Unknown_Gene	Cluster_114108
Operon2356	HFFFMDPO_03678	Unknown_Gene	Cluster_114108
Operon2356	HFFFMDPO_03679	Unknown_Gene	Cluster_114108
Operon2356	HFFFMDPO_03680	Unknown_Gene	Cluster_114108
Operon2356	HFFFMDPO_03681	Unknown_Gene	Cluster_114108
Operon2356	HFFFMDPO_03682	Unknown_Gene	Cluster_114108
Operon2356	HFFFMDPO_03683	Unknown_Gene	Cluster_114108
Operon2356	HFFFMDPO_03684	Unknown_Gene	Cluster_114108
Operon2356	HFFFMDPO_03685	Unknown_Gene	Cluster_114108
Operon2356	HFFFMDPO_03686	Unknown_Gene	Cluster_114108
Operon2356	HFFFMDPO_03687	Unknown_Gene	Cluster_114108
Operon2356	HFFFMDPO_03688	Unknown_Gene	Cluster_114108
Operon2356	HFFFMDPO_03689	Unknown_Gene	Cluster_114108
Operon2356	HFFFMDPO_03690	Unknown_Gene	Cluster_114108
Operon2357	HFFFMDPO_03691	Unknown_Gene	Cluster_115501
Operon2357	HFFFMDPO_03692	Unknown_Gene	Cluster_115501
Operon2358	HFFFMDPO_03693	Unknown_Gene	Cluster_148507
Operon2359	HFFFMDPO_03694	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2359	HFFFMDPO_03695	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2359	HFFFMDPO_03696	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2360	HFFFMDPO_03697	Unknown_Gene	Cluster_15046
Operon2361	HFFFMDPO_03698	Unknown_Gene	Cluster_15046
Operon2361	HFFFMDPO_03699	dnaG_1	Cluster_15046
Operon2361	HFFFMDPO_03700	Unknown_Gene	Cluster_15046
Operon2361	HFFFMDPO_03701	Unknown_Gene	Cluster_15046
Operon2361	HFFFMDPO_03702	Unknown_Gene	Cluster_15046
Operon2362	HFFFMDPO_03703	rssB_4	Cluster_54744
Operon2363	HFFFMDPO_03704	Unknown_Gene	Cluster_54744
Operon2364	HFFFMDPO_03705	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2365	HFFFMDPO_03706	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2366	HFFFMDPO_03707	Unknown_Gene	Cluster_84000
Operon2367	HFFFMDPO_03708	Unknown_Gene	Cluster_116209
Operon2367	HFFFMDPO_03709	Unknown_Gene	Cluster_116209
Operon2367	HFFFMDPO_03710	Unknown_Gene	Cluster_116209
Operon2368	HFFFMDPO_03711	Unknown_Gene	Cluster_105487
Operon2369	HFFFMDPO_03712	Unknown_Gene	Cluster_84530
Operon2370	HFFFMDPO_03713	Unknown_Gene	Cluster_34122
Operon2371	HFFFMDPO_03714	Unknown_Gene	Cluster_153097
Operon2372	HFFFMDPO_03715	Unknown_Gene	Cluster_124455
Operon2373	HFFFMDPO_03716	Unknown_Gene	Cluster_51962
Operon2373	HFFFMDPO_03717	Unknown_Gene	Cluster_51962
Operon2373	HFFFMDPO_03718	Unknown_Gene	Cluster_51962
Operon2374	HFFFMDPO_03719	Unknown_Gene	Cluster_33189
Operon2375	HFFFMDPO_03720	Unknown_Gene	Cluster_33189
Operon2376	HFFFMDPO_03721	orn_2	Cluster_127871
Operon2377	HFFFMDPO_03722	Unknown_Gene	Cluster_142742
Operon2378	HFFFMDPO_03723	Unknown_Gene	Cluster_109093
Operon2378	HFFFMDPO_03724	Unknown_Gene	Cluster_109093
Operon2378	HFFFMDPO_03725	Unknown_Gene	Cluster_109093
Operon2378	HFFFMDPO_03726	Unknown_Gene	Cluster_109093
Operon2379	HFFFMDPO_03727	Unknown_Gene	Cluster_86370
Operon2380	HFFFMDPO_03728	Unknown_Gene	Cluster_64094
Operon2381	HFFFMDPO_03729	Unknown_Gene	Cluster_31844
Operon2382	HFFFMDPO_03730	Unknown_Gene	Cluster_153080
Operon2382	HFFFMDPO_03731	Unknown_Gene	Cluster_153080
Operon2382	HFFFMDPO_03732	Unknown_Gene	Cluster_153080
Operon2383	HFFFMDPO_03733	Unknown_Gene	Cluster_87566
Operon2383	HFFFMDPO_03734	Unknown_Gene	Cluster_87566
Operon2383	HFFFMDPO_03735	Unknown_Gene	Cluster_87566
Operon2384	HFFFMDPO_03736	Unknown_Gene	Cluster_81528
Operon2385	HFFFMDPO_03737	Unknown_Gene	Cluster_81528
Operon2385	HFFFMDPO_03738	Unknown_Gene	Cluster_81528
Operon2386	HFFFMDPO_03739	Unknown_Gene	Cluster_149344
Operon2387	HFFFMDPO_03740	Unknown_Gene	Cluster_18423
Operon2388	HFFFMDPO_03741	Unknown_Gene	Cluster_75644
Operon2388	HFFFMDPO_03742	Unknown_Gene	Cluster_75644
Operon2388	HFFFMDPO_03743	Unknown_Gene	Cluster_75644
Operon2388	HFFFMDPO_03744	Unknown_Gene	Cluster_75644
Operon2388	HFFFMDPO_03745	Unknown_Gene	Cluster_75644
Operon2388	HFFFMDPO_03746	Unknown_Gene	Cluster_75644
Operon2388	HFFFMDPO_03747	Unknown_Gene	Cluster_75644
Operon2389	HFFFMDPO_03748	Unknown_Gene	Cluster_129343
Operon2390	HFFFMDPO_03749	Unknown_Gene	Cluster_127997
Operon2391	HFFFMDPO_03750	Unknown_Gene	Cluster_127974
Operon2392	HFFFMDPO_03751	Unknown_Gene	Cluster_75252
Operon2392	HFFFMDPO_03752	Unknown_Gene	Cluster_75252
Operon2393	HFFFMDPO_03753	Unknown_Gene	Cluster_56887
Operon2393	HFFFMDPO_03754	Unknown_Gene	Cluster_56887
Operon2394	HFFFMDPO_03755	Unknown_Gene	Cluster_93758
Operon2394	HFFFMDPO_03756	Unknown_Gene	Cluster_93758
Operon2395	HFFFMDPO_03757	Unknown_Gene	Cluster_149364
Operon2395	HFFFMDPO_03758	Unknown_Gene	Cluster_149364
Operon2396	HFFFMDPO_03759	Unknown_Gene	Cluster_85112
Operon2396	HFFFMDPO_03760	Unknown_Gene	Cluster_85112
Operon2396	HFFFMDPO_03761	Unknown_Gene	Cluster_85112
Operon2397	HFFFMDPO_03762	Unknown_Gene	Cluster_44592
Operon2398	HFFFMDPO_03763	Unknown_Gene	Cluster_130011
Operon2398	HFFFMDPO_03764	Unknown_Gene	Cluster_130011
Operon2399	HFFFMDPO_03765	Unknown_Gene	Cluster_86369
Operon2400	HFFFMDPO_03766	Unknown_Gene	Cluster_56121
Operon2401	HFFFMDPO_03767	Unknown_Gene	Cluster_56121
Operon2402	HFFFMDPO_03768	Unknown_Gene	Cluster_151693
Operon2402	HFFFMDPO_03769	Unknown_Gene	Cluster_151693
Operon2402	HFFFMDPO_03770	Unknown_Gene	Cluster_151693
Operon2402	HFFFMDPO_03771	Unknown_Gene	Cluster_151693
Operon2403	HFFFMDPO_03772	Unknown_Gene	Cluster_134851
Operon2404	HFFFMDPO_03773	Unknown_Gene	Cluster_144201
Operon2405	HFFFMDPO_03774	Unknown_Gene	Cluster_123813
Operon2405	HFFFMDPO_03775	Unknown_Gene	Cluster_123813
Operon2406	HFFFMDPO_03776	Unknown_Gene	Cluster_124591
Operon2406	HFFFMDPO_03777	Unknown_Gene	Cluster_124591
Operon2407	HFFFMDPO_03778	Unknown_Gene	Cluster_56120
Operon2408	HFFFMDPO_03779	Unknown_Gene	Cluster_56120
Operon2409	HFFFMDPO_03780	Unknown_Gene	Cluster_125985
Operon2410	HFFFMDPO_03781	Unknown_Gene	Cluster_130748
Operon2411	HFFFMDPO_03782	Unknown_Gene	Cluster_77178
Operon2412	HFFFMDPO_03783	Unknown_Gene	Cluster_17145
Operon2413	HFFFMDPO_03784	Unknown_Gene	Cluster_17145
Operon2414	HFFFMDPO_03785	Unknown_Gene	Cluster_29814
Operon2414	HFFFMDPO_03786	Unknown_Gene	Cluster_29814
Operon2415	HFFFMDPO_03787	Unknown_Gene	Cluster_101873
Operon2416	HFFFMDPO_03788	Unknown_Gene	Cluster_141735
Operon2416	HFFFMDPO_03789	Unknown_Gene	Cluster_141735
Operon2417	HFFFMDPO_03790	Unknown_Gene	Cluster_120166
Operon2418	HFFFMDPO_03791	Unknown_Gene	Cluster_98687
Operon2418	HFFFMDPO_03792	Unknown_Gene	Cluster_98687
Operon2419	HFFFMDPO_03793	Unknown_Gene	Cluster_70979
Operon2420	HFFFMDPO_03794	Unknown_Gene	Cluster_70979
Operon2420	HFFFMDPO_03795	Unknown_Gene	Cluster_70979
Operon2421	HFFFMDPO_03796	Unknown_Gene	Cluster_121748
