GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2243
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	NMOILELG_00001	htpX	Cluster_43325
Operon1492	NMOILELG_02425	rcsC_6	Cluster_131133
Operon1493	NMOILELG_02426	Unknown_Gene	Cluster_47121
Operon1494	NMOILELG_02427	Unknown_Gene	Cluster_47121
Operon1495	NMOILELG_02428	Unknown_Gene	Cluster_35502
Operon1496	NMOILELG_02429	Unknown_Gene	Cluster_22971
Operon1497	NMOILELG_02430	Unknown_Gene	Cluster_69843
Operon1498	NMOILELG_02431	Unknown_Gene	Cluster_69843
Operon1499	NMOILELG_02432	puuC_1	Cluster_138169
Operon1499	NMOILELG_02433	spuC_2	Cluster_138169
Operon1500	NMOILELG_02434	cntO_3	Cluster_84859
Operon1501	NMOILELG_02435	rlhA_1	Cluster_30629
Operon1502	NMOILELG_02436	Unknown_Gene	Cluster_63274
Operon1503	NMOILELG_02437	trmK	Cluster_63274
Operon1504	NMOILELG_02438	Unknown_Gene	Cluster_103159
Operon1505	NMOILELG_02439	dmlR_6	Cluster_103159
Operon1506	NMOILELG_02440	Unknown_Gene	Cluster_86826
Operon1507	NMOILELG_02441	ycaD_3	Cluster_28025
Operon1508	NMOILELG_02442	Unknown_Gene	Cluster_28025
Operon1509	NMOILELG_02443	Unknown_Gene	Cluster_88485
Operon1509	NMOILELG_02444	Unknown_Gene	Cluster_88485
Operon1510	NMOILELG_02445	emrA_2	Cluster_60622
Operon1510	NMOILELG_02446	Unknown_Gene	Cluster_60622
Operon1511	NMOILELG_02447	potF_1	Cluster_60622
Operon1511	NMOILELG_02448	spuC_3	Cluster_60622
Operon1511	NMOILELG_02449	Unknown_Gene	Cluster_60622
Operon1512	NMOILELG_02450	Unknown_Gene	Cluster_63050
Operon1513	NMOILELG_02451	nylB	Cluster_63050
Operon1514	NMOILELG_02452	sad	Cluster_112677
Operon1515	NMOILELG_02453	gltR_4	Cluster_112677
Operon1516	NMOILELG_02454	Unknown_Gene	Cluster_127707
Operon1517	NMOILELG_02455	Unknown_Gene	Cluster_76073
Operon1518	NMOILELG_02456	pagL	Cluster_27739
Operon1519	NMOILELG_02457	uspE_1	Cluster_69598
Operon1520	NMOILELG_02458	hisN	Cluster_69598
Operon1521	NMOILELG_02459	Unknown_Gene	Cluster_51815
Operon1522	NMOILELG_02460	rhaS_2	Cluster_25481
Operon1523	NMOILELG_02461	cbdA	Cluster_78141
Operon1523	NMOILELG_02462	cbdB	Cluster_78141
Operon1524	NMOILELG_02463	benC	Cluster_135876
Operon1525	NMOILELG_02464	lvr_1	Cluster_69328
Operon1526	NMOILELG_02465	pcaK_2	Cluster_150946
Operon1526	NMOILELG_02466	catB	Cluster_150946
Operon1527	NMOILELG_02467	catC	Cluster_104575
Operon1527	NMOILELG_02468	catA	Cluster_104575
Operon1528	NMOILELG_02469	ydcO_1	Cluster_31450
Operon1529	NMOILELG_02470	nicP_4	Cluster_133317
Operon1530	NMOILELG_02471	Unknown_Gene	Cluster_91503
Operon1531	NMOILELG_02472	Unknown_Gene	Cluster_130443
Operon1532	NMOILELG_02473	hcaD	Cluster_42903
Operon1533	NMOILELG_02474	cdaR	Cluster_42903
Operon1534	NMOILELG_02475	garK	Cluster_104233
Operon1535	NMOILELG_02476	Unknown_Gene	Cluster_51816
Operon1536	NMOILELG_02477	hchA_1	Cluster_51816
Operon1537	NMOILELG_02478	ppsC	Cluster_94142
Operon1538	NMOILELG_02479	pgrR	Cluster_94142
Operon1539	NMOILELG_02480	paaG	Cluster_58053
Operon1540	NMOILELG_02481	betI_2	Cluster_58053
Operon1541	NMOILELG_02482	arcA_1	Cluster_134697
Operon1541	NMOILELG_02483	Unknown_Gene	Cluster_134697
Operon1541	NMOILELG_02484	rcsC_7	Cluster_134697
Operon1542	NMOILELG_02485	rocE	Cluster_60027
Operon1543	NMOILELG_02486	Unknown_Gene	Cluster_30298
Operon1543	NMOILELG_02487	acdA_1	Cluster_30298
Operon1543	NMOILELG_02488	FCS1	Cluster_30298
Operon1543	NMOILELG_02489	aruI_1	Cluster_30298
Operon1543	NMOILELG_02490	bar	Cluster_30298
Operon1543	NMOILELG_02491	aruH_1	Cluster_30298
Operon1543	NMOILELG_02492	ald	Cluster_30298
Operon1544	NMOILELG_02493	Unknown_Gene	Cluster_76849
Operon1545	NMOILELG_02494	hbpA	Cluster_76849
Operon1545	NMOILELG_02495	gsiC	Cluster_76849
Operon1545	NMOILELG_02496	gsiD	Cluster_76849
Operon1545	NMOILELG_02497	gsiA	Cluster_76849
Operon1545	NMOILELG_02498	kefF	Cluster_76849
Operon1546	NMOILELG_02499	hemB	Cluster_78711
Operon1547	NMOILELG_02500	spuD_3	Cluster_29638
Operon1548	NMOILELG_02501	Unknown_Gene	Cluster_29638
Operon1549	NMOILELG_02502	rcsC_8	Cluster_143178
Operon1549	NMOILELG_02503	rcsC_9	Cluster_143178
Operon1550	NMOILELG_02504	rcsC_10	Cluster_131134
Operon1550	NMOILELG_02505	rcsB	Cluster_131134
Operon1551	NMOILELG_02506	Unknown_Gene	Cluster_115556
Operon1552	NMOILELG_02507	lpfB	Cluster_135154
Operon1553	NMOILELG_02508	elfC	Cluster_127036
Operon1554	NMOILELG_02509	Unknown_Gene	Cluster_127037
Operon1555	NMOILELG_02510	Unknown_Gene	Cluster_78142
Operon1556	NMOILELG_02511	Unknown_Gene	Cluster_142388
Operon1557	NMOILELG_02512	Unknown_Gene	Cluster_91504
Operon1557	NMOILELG_02513	Unknown_Gene	Cluster_91504
Operon1558	NMOILELG_02514	Unknown_Gene	Cluster_70335
Operon1559	NMOILELG_02515	Unknown_Gene	Cluster_70335
Operon1559	NMOILELG_02516	Unknown_Gene	Cluster_70335
Operon1559	NMOILELG_02517	Unknown_Gene	Cluster_70335
Operon1559	NMOILELG_02518	phrB_2	Cluster_70335
Operon1560	NMOILELG_02519	Unknown_Gene	Cluster_114459
Operon1560	NMOILELG_02520	ufaA1	Cluster_114459
Operon1560	NMOILELG_02521	Unknown_Gene	Cluster_114459
Operon1560	NMOILELG_02522	Unknown_Gene	Cluster_114459
Operon1560	NMOILELG_02523	Unknown_Gene	Cluster_114459
Operon1560	NMOILELG_02524	Unknown_Gene	Cluster_114459
Operon1561	NMOILELG_02525	pfyP_1	Cluster_82548
Operon1562	NMOILELG_02526	Unknown_Gene	Cluster_82548
Operon1563	NMOILELG_02527	Unknown_Gene	Cluster_82011
Operon1564	NMOILELG_02528	ntaB	Cluster_53866
Operon1565	NMOILELG_02529	hpaH	Cluster_53866
Operon1566	NMOILELG_02530	Unknown_Gene	Cluster_140041
Operon1566	NMOILELG_02531	rutC_2	Cluster_140041
Operon1566	NMOILELG_02532	Unknown_Gene	Cluster_140041
Operon1567	NMOILELG_02533	caiT_3	Cluster_73059
Operon1568	NMOILELG_02534	gltC_1	Cluster_20265
Operon1569	NMOILELG_02535	menC	NO_CLUSTER_ASSOCIATION_FOUND
Operon1570	NMOILELG_02536	ihfB	NO_CLUSTER_ASSOCIATION_FOUND
Operon1570	NMOILELG_02537	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1571	NMOILELG_02538	Unknown_Gene	Cluster_115410
Operon1572	NMOILELG_02539	wzzB	Cluster_59545
Operon1573	NMOILELG_02540	wbpA	Cluster_15251
Operon1574	NMOILELG_02541	wbpB	Cluster_135707
Operon1575	NMOILELG_02542	Unknown_Gene	Cluster_139711
Operon1575	NMOILELG_02543	wbpD	Cluster_139711
Operon1575	NMOILELG_02544	wbpE	Cluster_139711
Operon1576	NMOILELG_02545	Unknown_Gene	Cluster_60324
Operon1576	NMOILELG_02546	hisH_1	Cluster_60324
Operon1576	NMOILELG_02547	hisF_1	Cluster_60324
Operon1577	NMOILELG_02548	Unknown_Gene	Cluster_101892
Operon1578	NMOILELG_02549	Unknown_Gene	Cluster_2980
Operon1579	NMOILELG_02550	Unknown_Gene	Cluster_2980
Operon1579	NMOILELG_02551	wbpI	Cluster_2980
Operon1579	NMOILELG_02552	Unknown_Gene	Cluster_2980
Operon1579	NMOILELG_02553	epsL	Cluster_2980
Operon1579	NMOILELG_02554	pglD	Cluster_2980
Operon1580	NMOILELG_02555	desV	Cluster_128546
Operon1581	NMOILELG_02556	pglF	Cluster_80988
Operon1582	NMOILELG_02557	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1583	NMOILELG_02558	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1584	NMOILELG_02559	Unknown_Gene	Cluster_77371
Operon1585	NMOILELG_02560	pyrF	Cluster_77371
Operon1586	NMOILELG_02561	yfmJ	Cluster_55386
Operon1587	NMOILELG_02562	linC	Cluster_55386
Operon1588	NMOILELG_02563	Unknown_Gene	Cluster_148390
Operon1589	NMOILELG_02564	norG_1	Cluster_148390
Operon1590	NMOILELG_02565	Unknown_Gene	Cluster_52602
Operon1591	NMOILELG_02566	ydcO_2	Cluster_87273
Operon1592	NMOILELG_02567	yfcG_1	Cluster_87273
Operon1593	NMOILELG_02568	Unknown_Gene	Cluster_144511
Operon1594	NMOILELG_02569	folE	Cluster_137475
Operon1595	NMOILELG_02570	smrA	Cluster_94376
Operon1596	NMOILELG_02571	Unknown_Gene	Cluster_131520
Operon1597	NMOILELG_02572	sttH	Cluster_69095
Operon1598	NMOILELG_02573	prmB	Cluster_69095
Operon1599	NMOILELG_02574	Unknown_Gene	Cluster_59138
Operon1600	NMOILELG_02575	Unknown_Gene	Cluster_54587
Operon1601	NMOILELG_02576	aroC	Cluster_54587
Operon1602	NMOILELG_02577	hcaT	Cluster_107386
Operon1602	NMOILELG_02578	mtnD	Cluster_107386
Operon1603	NMOILELG_02579	Unknown_Gene	Cluster_38304
Operon1604	NMOILELG_02580	Unknown_Gene	Cluster_38304
Operon1605	NMOILELG_02581	Unknown_Gene	Cluster_146079
Operon1606	NMOILELG_02582	zupT	Cluster_99427
Operon1607	NMOILELG_02583	Unknown_Gene	Cluster_99427
Operon1608	NMOILELG_02584	Unknown_Gene	Cluster_28986
Operon1609	NMOILELG_02585	Unknown_Gene	Cluster_80324
Operon1610	NMOILELG_02586	Unknown_Gene	Cluster_66756
Operon1611	NMOILELG_02587	Unknown_Gene	Cluster_140797
Operon1612	NMOILELG_02588	Unknown_Gene	Cluster_22340
Operon1613	NMOILELG_02589	Unknown_Gene	Cluster_22340
Operon1614	NMOILELG_02590	corA	Cluster_108094
Operon1615	NMOILELG_02591	plsC	Cluster_83140
Operon1616	NMOILELG_02592	fadJ_2	Cluster_34175
Operon1617	NMOILELG_02593	Unknown_Gene	Cluster_34175
Operon1618	NMOILELG_02594	fatA	Cluster_69840
Operon1619	NMOILELG_02595	Unknown_Gene	Cluster_31941
Operon1620	NMOILELG_02596	Unknown_Gene	Cluster_111593
Operon1621	NMOILELG_02597	gltC_2	Cluster_111593
Operon1622	NMOILELG_02598	bdcA	Cluster_163056
Operon1623	NMOILELG_02599	dmlR_7	Cluster_163056
Operon1624	NMOILELG_02600	Unknown_Gene	Cluster_93441
Operon1624	NMOILELG_02601	Unknown_Gene	Cluster_93441
Operon1625	NMOILELG_02602	Unknown_Gene	Cluster_93441
Operon1625	NMOILELG_02603	efp	Cluster_93441
Operon1626	NMOILELG_02604	ohrB	Cluster_96661
Operon1627	NMOILELG_02605	ohrR	Cluster_148781
Operon1628	NMOILELG_02606	dmlR_8	Cluster_110158
Operon1629	NMOILELG_02607	Unknown_Gene	Cluster_110158
Operon1630	NMOILELG_02608	yofA	Cluster_113573
Operon1631	NMOILELG_02609	Unknown_Gene	Cluster_113573
Operon1632	NMOILELG_02610	aroH	Cluster_105535
Operon1633	NMOILELG_02611	speE_2	Cluster_105535
Operon1634	NMOILELG_02612	deaD	Cluster_20264
Operon1635	NMOILELG_02613	ygiD	Cluster_115881
Operon1636	NMOILELG_02614	tpm	Cluster_115881
Operon1637	NMOILELG_02615	Unknown_Gene	Cluster_116558
Operon1638	NMOILELG_02616	Unknown_Gene	Cluster_116558
Operon1639	NMOILELG_02617	Unknown_Gene	Cluster_54588
Operon1640	NMOILELG_02618	Unknown_Gene	Cluster_144516
Operon1640	NMOILELG_02619	pdhR_1	Cluster_144516
Operon1641	NMOILELG_02620	dctA	Cluster_47120
Operon1642	NMOILELG_02621	Unknown_Gene	Cluster_91818
Operon1643	NMOILELG_02622	folD	Cluster_34253
Operon1644	NMOILELG_02623	Unknown_Gene	Cluster_34253
Operon1645	NMOILELG_02624	Unknown_Gene	Cluster_152736
Operon1646	NMOILELG_02625	Unknown_Gene	Cluster_148779
Operon1647	NMOILELG_02626	Unknown_Gene	Cluster_63450
Operon1648	NMOILELG_02627	tig	Cluster_43326
Operon1649	NMOILELG_02628	clpP_2	Cluster_122475
Operon1650	NMOILELG_02629	clpX	Cluster_111146
Operon1651	NMOILELG_02630	lon_2	Cluster_22165
Operon1652	NMOILELG_02631	hupB_2	Cluster_81327
Operon1653	NMOILELG_02632	ppiD	Cluster_66318
Operon1654	NMOILELG_02633	Unknown_Gene	Cluster_78432
Operon1655	NMOILELG_02634	Unknown_Gene	Cluster_78432
Operon1655	NMOILELG_02635	Unknown_Gene	Cluster_78432
Operon1655	NMOILELG_02636	Unknown_Gene	Cluster_78432
Operon1656	NMOILELG_02637	Unknown_Gene	Cluster_103157
Operon1657	NMOILELG_02638	Unknown_Gene	Cluster_134395
Operon1658	NMOILELG_02639	Unknown_Gene	Cluster_125659
Operon1659	NMOILELG_02640	tatD	Cluster_78433
Operon1660	NMOILELG_02641	mltF_4	Cluster_78433
Operon1661	NMOILELG_02642	Unknown_Gene	Cluster_20621
Operon1662	NMOILELG_02643	greB_2	Cluster_126056
Operon1663	NMOILELG_02644	Unknown_Gene	Cluster_56697
Operon1664	NMOILELG_02645	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1664	NMOILELG_02646	lolD_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon1665	NMOILELG_02647	tesA	NO_CLUSTER_ASSOCIATION_FOUND
Operon1666	NMOILELG_02648	Unknown_Gene	Cluster_147783
Operon1667	NMOILELG_02649	Unknown_Gene	Cluster_112681
Operon1668	NMOILELG_02650	Unknown_Gene	Cluster_12058
Operon1669	NMOILELG_02651	Unknown_Gene	Cluster_12058
Operon1670	NMOILELG_02652	aroF_1	Cluster_35262
Operon1671	NMOILELG_02653	panE_2	Cluster_35262
Operon1672	NMOILELG_02654	Unknown_Gene	Cluster_115177
Operon1673	NMOILELG_02655	cysB	Cluster_98008
Operon1674	NMOILELG_02656	cysH	Cluster_72148
Operon1675	NMOILELG_02657	pabB	Cluster_61441
Operon1676	NMOILELG_02658	Unknown_Gene	Cluster_21964
Operon1676	NMOILELG_02659	Unknown_Gene	Cluster_21964
Operon1676	NMOILELG_02660	Unknown_Gene	Cluster_21964
Operon1677	NMOILELG_02661	gntR_2	Cluster_21964
Operon1677	NMOILELG_02662	prpB	Cluster_21964
Operon1678	NMOILELG_02663	prpC	Cluster_68371
Operon1679	NMOILELG_02664	acnM	Cluster_134396
Operon1680	NMOILELG_02665	Unknown_Gene	Cluster_95545
Operon1681	NMOILELG_02666	mmgE	Cluster_140040
Operon1682	NMOILELG_02667	acnB	Cluster_19736
Operon1683	NMOILELG_02668	Unknown_Gene	Cluster_19736
Operon1684	NMOILELG_02669	queD	Cluster_152429
Operon1685	NMOILELG_02670	Unknown_Gene	Cluster_63451
Operon1686	NMOILELG_02671	Unknown_Gene	Cluster_63451
Operon1686	NMOILELG_02672	Unknown_Gene	Cluster_63451
Operon1686	NMOILELG_02673	qseB_4	Cluster_63451
Operon1686	NMOILELG_02674	sasA_9	Cluster_63451
Operon1687	NMOILELG_02675	Unknown_Gene	Cluster_26213
Operon1688	NMOILELG_02676	hdfR_5	Cluster_69842
Operon1689	NMOILELG_02677	acsA_2	Cluster_69842
Operon1690	NMOILELG_02678	zapE_2	Cluster_43065
Operon1691	NMOILELG_02679	phnW_2	Cluster_43065
Operon1692	NMOILELG_02680	phnX_3	Cluster_108790
Operon1693	NMOILELG_02681	Unknown_Gene	Cluster_154486
Operon1694	NMOILELG_02682	Unknown_Gene	Cluster_51255
Operon1694	NMOILELG_02683	Unknown_Gene	Cluster_51255
Operon1695	NMOILELG_02684	Unknown_Gene	Cluster_51255
Operon1695	NMOILELG_02685	Unknown_Gene	Cluster_51255
Operon1696	NMOILELG_02686	Unknown_Gene	Cluster_144324
Operon1697	NMOILELG_02687	Unknown_Gene	Cluster_39580
Operon1697	NMOILELG_02688	Unknown_Gene	Cluster_39580
Operon1697	NMOILELG_02689	Unknown_Gene	Cluster_39580
Operon1697	NMOILELG_02690	Unknown_Gene	Cluster_39580
Operon1698	NMOILELG_02691	traJ	Cluster_29042
Operon1699	NMOILELG_02692	traK	Cluster_4719
Operon1700	NMOILELG_02693	Unknown_Gene	Cluster_123727
Operon1700	NMOILELG_02694	repA	Cluster_123727
Operon1700	NMOILELG_02695	Unknown_Gene	Cluster_123727
Operon1701	NMOILELG_02696	Unknown_Gene	Cluster_123727
Operon1702	NMOILELG_02697	Unknown_Gene	Cluster_132059
Operon1703	NMOILELG_02698	intA_1	Cluster_31002
Operon1704	NMOILELG_02699	guaA	Cluster_132169
Operon1705	NMOILELG_02700	guaB	Cluster_126014
Operon1706	NMOILELG_02701	Unknown_Gene	Cluster_157198
Operon1706	NMOILELG_02702	Unknown_Gene	Cluster_157198
Operon1707	NMOILELG_02703	catM	Cluster_119360
Operon1707	NMOILELG_02704	xseA	Cluster_119360
Operon1707	NMOILELG_02705	Unknown_Gene	Cluster_119360
Operon1708	NMOILELG_02706	leuA	Cluster_16234
Operon1709	NMOILELG_02707	eda	Cluster_59230
Operon1709	NMOILELG_02708	pgl_2	Cluster_59230
Operon1709	NMOILELG_02709	zwf_2	Cluster_59230
Operon1710	NMOILELG_02710	hexR_2	Cluster_59230
Operon1711	NMOILELG_02711	yeaD_2	Cluster_141604
Operon1712	NMOILELG_02712	oprB_2	Cluster_159671
Operon1712	NMOILELG_02713	sugC	Cluster_159671
Operon1712	NMOILELG_02714	ngcG	Cluster_159671
Operon1712	NMOILELG_02715	melD	Cluster_159671
Operon1713	NMOILELG_02716	Unknown_Gene	Cluster_92778
Operon1714	NMOILELG_02717	sasA_10	Cluster_39400
Operon1714	NMOILELG_02718	ompR_2	Cluster_39400
Operon1714	NMOILELG_02719	glk	Cluster_39400
Operon1714	NMOILELG_02720	edd	Cluster_39400
Operon1715	NMOILELG_02721	gapA	Cluster_39400
Operon1716	NMOILELG_02722	sigE	Cluster_61848
Operon1717	NMOILELG_02723	Unknown_Gene	Cluster_82551
Operon1718	NMOILELG_02724	btuB_4	Cluster_98356
Operon1719	NMOILELG_02725	pigA	Cluster_58641
Operon1720	NMOILELG_02726	ybaN_2	Cluster_150522
Operon1721	NMOILELG_02727	arcD_1	Cluster_16054
Operon1722	NMOILELG_02728	arcD_2	Cluster_16054
Operon1722	NMOILELG_02729	arcA_2	Cluster_16054
Operon1723	NMOILELG_02730	arcB_1	Cluster_141202
Operon1724	NMOILELG_02731	arcC1	Cluster_67530
Operon1725	NMOILELG_02732	Unknown_Gene	Cluster_148936
Operon1726	NMOILELG_02733	tyrR_3	Cluster_77593
Operon1727	NMOILELG_02734	gltS	Cluster_78148
Operon1728	NMOILELG_02735	kup_1	Cluster_34849
Operon1729	NMOILELG_02736	srpC	Cluster_16905
Operon1730	NMOILELG_02737	gcvH_3	Cluster_16905
Operon1730	NMOILELG_02738	gcvP_3	Cluster_16905
Operon1731	NMOILELG_02739	sdaA_2	Cluster_116565
Operon1731	NMOILELG_02740	gcvT_3	Cluster_116565
Operon1732	NMOILELG_02741	cspA_1	Cluster_25039
Operon1733	NMOILELG_02742	Unknown_Gene	Cluster_88489
Operon1734	NMOILELG_02743	Unknown_Gene	Cluster_88489
Operon1735	NMOILELG_02744	Unknown_Gene	Cluster_55749
Operon1735	NMOILELG_02745	Unknown_Gene	Cluster_55749
Operon1735	NMOILELG_02746	Unknown_Gene	Cluster_55749
Operon1735	NMOILELG_02747	Unknown_Gene	Cluster_55749
Operon1735	NMOILELG_02748	Unknown_Gene	Cluster_55749
Operon1736	NMOILELG_02749	Unknown_Gene	Cluster_36829
Operon1736	NMOILELG_02750	yhcG	Cluster_36829
Operon1736	NMOILELG_02751	Unknown_Gene	Cluster_36829
Operon1736	NMOILELG_02752	Unknown_Gene	Cluster_36829
Operon1736	NMOILELG_02753	Unknown_Gene	Cluster_36829
Operon1736	NMOILELG_02754	Unknown_Gene	Cluster_36829
Operon1737	NMOILELG_02755	hcaR	Cluster_36829
Operon1738	NMOILELG_02756	Unknown_Gene	Cluster_141044
Operon1738	NMOILELG_02757	ftsH_2	Cluster_141044
Operon1738	NMOILELG_02758	Unknown_Gene	Cluster_141044
Operon1739	NMOILELG_02759	Unknown_Gene	Cluster_12322
Operon1740	NMOILELG_02760	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1741	NMOILELG_02761	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1742	NMOILELG_02762	Unknown_Gene	Cluster_99096
Operon1743	NMOILELG_02763	Unknown_Gene	Cluster_116044
Operon1744	NMOILELG_02764	Unknown_Gene	Cluster_53173
Operon1745	NMOILELG_02765	Unknown_Gene	Cluster_53173
Operon1746	NMOILELG_02766	dctB_2	Cluster_69846
Operon1746	NMOILELG_02767	dctD_2	Cluster_69846
Operon1747	NMOILELG_02768	kgtP_1	Cluster_40012
Operon1748	NMOILELG_02769	Unknown_Gene	Cluster_27128
Operon1749	NMOILELG_02770	Unknown_Gene	Cluster_27128
Operon1750	NMOILELG_02771	Unknown_Gene	Cluster_104576
Operon1751	NMOILELG_02772	Unknown_Gene	Cluster_108793
Operon1752	NMOILELG_02773	Unknown_Gene	Cluster_59422
Operon1753	NMOILELG_02774	rhaS_3	Cluster_59422
Operon1754	NMOILELG_02775	aruI_2	Cluster_107767
Operon1755	NMOILELG_02776	gcvA_7	Cluster_107767
Operon1756	NMOILELG_02777	Unknown_Gene	Cluster_114836
Operon1756	NMOILELG_02778	Unknown_Gene	Cluster_114836
Operon1757	NMOILELG_02779	dmlR_9	Cluster_114836
Operon1758	NMOILELG_02780	Unknown_Gene	Cluster_20374
Operon1759	NMOILELG_02781	bmr3	Cluster_20374
Operon1760	NMOILELG_02782	ttgR	Cluster_41950
Operon1761	NMOILELG_02783	ttgA	Cluster_41950
Operon1761	NMOILELG_02784	ttgB	Cluster_41950
Operon1761	NMOILELG_02785	ttgC	Cluster_41950
Operon1762	NMOILELG_02786	nicP_5	Cluster_40501
Operon1763	NMOILELG_02787	Unknown_Gene	Cluster_56321
Operon1764	NMOILELG_02788	Unknown_Gene	Cluster_48020
Operon1764	NMOILELG_02789	catD_3	Cluster_48020
Operon1764	NMOILELG_02790	pcaB	Cluster_48020
Operon1764	NMOILELG_02791	kgtP_2	Cluster_48020
Operon1765	NMOILELG_02792	pcaF	Cluster_64329
Operon1765	NMOILELG_02793	catJ	Cluster_64329
Operon1765	NMOILELG_02794	catI	Cluster_64329
Operon1766	NMOILELG_02795	pcaK_3	Cluster_27883
Operon1767	NMOILELG_02796	pcaR	Cluster_8201
Operon1768	NMOILELG_02797	Unknown_Gene	Cluster_8201
Operon1769	NMOILELG_02798	pitA_1	Cluster_28988
Operon1770	NMOILELG_02799	Unknown_Gene	Cluster_20439
Operon1771	NMOILELG_02800	dkgB	Cluster_46237
Operon1772	NMOILELG_02801	Unknown_Gene	Cluster_53356
Operon1772	NMOILELG_02802	sir_2	Cluster_53356
Operon1773	NMOILELG_02803	Unknown_Gene	Cluster_53356
Operon1774	NMOILELG_02804	Unknown_Gene	Cluster_129052
Operon1775	NMOILELG_02805	Unknown_Gene	Cluster_80326
Operon1776	NMOILELG_02806	metH	Cluster_70749
Operon1777	NMOILELG_02807	Unknown_Gene	Cluster_70749
Operon1778	NMOILELG_02808	Unknown_Gene	Cluster_54939
Operon1779	NMOILELG_02809	nfuA	Cluster_147770
Operon1780	NMOILELG_02810	Unknown_Gene	Cluster_48332
Operon1780	NMOILELG_02811	Unknown_Gene	Cluster_48332
Operon1781	NMOILELG_02812	Unknown_Gene	Cluster_9681
Operon1782	NMOILELG_02813	speH	Cluster_9681
Operon1782	NMOILELG_02814	chuW	Cluster_9681
Operon1782	NMOILELG_02815	entS_2	Cluster_9681
Operon1782	NMOILELG_02816	speC	Cluster_9681
Operon1782	NMOILELG_02817	dinB_1	Cluster_9681
Operon1783	NMOILELG_02818	rhaR_1	Cluster_119348
Operon1783	NMOILELG_02819	Unknown_Gene	Cluster_119348
Operon1783	NMOILELG_02820	ygaZ	Cluster_119348
Operon1784	NMOILELG_02821	Unknown_Gene	Cluster_78140
Operon1785	NMOILELG_02822	Unknown_Gene	Cluster_161877
Operon1785	NMOILELG_02823	Unknown_Gene	Cluster_161877
Operon1785	NMOILELG_02824	Unknown_Gene	Cluster_161877
Operon1786	NMOILELG_02825	gcvA_8	Cluster_81416
Operon1787	NMOILELG_02826	polB	Cluster_21932
Operon1788	NMOILELG_02827	Unknown_Gene	Cluster_134367
Operon1789	NMOILELG_02828	Unknown_Gene	Cluster_40246
Operon1790	NMOILELG_02829	Unknown_Gene	Cluster_111594
Operon1791	NMOILELG_02830	cynR_2	Cluster_111594
Operon1792	NMOILELG_02831	Unknown_Gene	Cluster_39285
Operon1793	NMOILELG_02832	Unknown_Gene	Cluster_39285
Operon1794	NMOILELG_02833	Unknown_Gene	Cluster_49826
Operon1795	NMOILELG_02834	oprD_3	Cluster_49826
Operon1796	NMOILELG_02835	Unknown_Gene	Cluster_39042
Operon1797	NMOILELG_02836	Unknown_Gene	Cluster_39042
Operon1797	NMOILELG_02837	mqo_2	Cluster_39042
Operon1798	NMOILELG_02838	pcpR_2	Cluster_119717
Operon1799	NMOILELG_02839	Unknown_Gene	Cluster_119717
Operon1799	NMOILELG_02840	hchA_2	Cluster_119717
Operon1800	NMOILELG_02841	Unknown_Gene	Cluster_81417
Operon1801	NMOILELG_02842	Unknown_Gene	Cluster_132224
Operon1802	NMOILELG_02843	nspC	Cluster_2344
Operon1803	NMOILELG_02844	Unknown_Gene	Cluster_2344
Operon1804	NMOILELG_02845	psdht	Cluster_81418
Operon1805	NMOILELG_02846	QRSL1	Cluster_51475
Operon1806	NMOILELG_02847	yghU	Cluster_76071
Operon1807	NMOILELG_02848	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1808	NMOILELG_02849	Unknown_Gene	Cluster_151212
Operon1809	NMOILELG_02850	cysZ_2	Cluster_27695
Operon1810	NMOILELG_02851	Unknown_Gene	Cluster_27695
Operon1811	NMOILELG_02852	nadC	Cluster_46859
Operon1812	NMOILELG_02853	Unknown_Gene	Cluster_46859
Operon1813	NMOILELG_02854	ampD	Cluster_125666
Operon1813	NMOILELG_02855	Unknown_Gene	Cluster_125666
Operon1814	NMOILELG_02856	Unknown_Gene	Cluster_36557
Operon1815	NMOILELG_02857	yjjV	Cluster_34768
Operon1815	NMOILELG_02858	cra	Cluster_34768
Operon1816	NMOILELG_02859	Unknown_Gene	Cluster_34768
Operon1816	NMOILELG_02860	lacC	Cluster_34768
Operon1816	NMOILELG_02861	fruA	Cluster_34768
Operon1817	NMOILELG_02862	Unknown_Gene	Cluster_59814
Operon1818	NMOILELG_02863	Unknown_Gene	Cluster_59814
Operon1819	NMOILELG_02864	Unknown_Gene	Cluster_70340
Operon1820	NMOILELG_02865	oprD_4	Cluster_58051
Operon1821	NMOILELG_02866	Unknown_Gene	Cluster_92144
Operon1822	NMOILELG_02867	sasA_11	Cluster_8648
Operon1823	NMOILELG_02868	Unknown_Gene	Cluster_73567
