GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2848
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	LCEOCHIL_00001	pmpR_1	Cluster_106935
Operon2037	LCEOCHIL_03247	cdhR_4	Cluster_95855
Operon2038	LCEOCHIL_03248	Unknown_Gene	Cluster_74923
Operon2039	LCEOCHIL_03249	Unknown_Gene	Cluster_74923
Operon2040	LCEOCHIL_03250	norR_3	Cluster_128195
Operon2040	LCEOCHIL_03251	Unknown_Gene	Cluster_128195
Operon2040	LCEOCHIL_03252	Unknown_Gene	Cluster_128195
Operon2041	LCEOCHIL_03253	Unknown_Gene	Cluster_68239
Operon2042	LCEOCHIL_03254	Unknown_Gene	Cluster_143243
Operon2043	LCEOCHIL_03255	Unknown_Gene	Cluster_104348
Operon2044	LCEOCHIL_03256	Unknown_Gene	Cluster_142709
Operon2045	LCEOCHIL_03257	Unknown_Gene	Cluster_151096
Operon2046	LCEOCHIL_03258	Unknown_Gene	Cluster_43191
Operon2047	LCEOCHIL_03259	Unknown_Gene	Cluster_43191
Operon2048	LCEOCHIL_03260	Unknown_Gene	Cluster_50053
Operon2049	LCEOCHIL_03261	Unknown_Gene	Cluster_101385
Operon2049	LCEOCHIL_03262	Unknown_Gene	Cluster_101385
Operon2050	LCEOCHIL_03263	Unknown_Gene	Cluster_73929
Operon2051	LCEOCHIL_03264	Unknown_Gene	Cluster_66185
Operon2051	LCEOCHIL_03265	abaQ	Cluster_66185
Operon2052	LCEOCHIL_03266	araC	Cluster_66185
Operon2053	LCEOCHIL_03267	lutR_3	Cluster_11135
Operon2054	LCEOCHIL_03268	glsA2	Cluster_59596
Operon2055	LCEOCHIL_03269	Unknown_Gene	Cluster_59596
Operon2056	LCEOCHIL_03270	yedJ	Cluster_432
Operon2057	LCEOCHIL_03271	Unknown_Gene	Cluster_432
Operon2058	LCEOCHIL_03272	Unknown_Gene	Cluster_1045
Operon2059	LCEOCHIL_03273	Unknown_Gene	Cluster_77987
Operon2060	LCEOCHIL_03274	ydiO	NO_CLUSTER_ASSOCIATION_FOUND
Operon2060	LCEOCHIL_03275	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2060	LCEOCHIL_03276	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2061	LCEOCHIL_03277	Unknown_Gene	Cluster_103699
Operon2061	LCEOCHIL_03278	Unknown_Gene	Cluster_103699
Operon2062	LCEOCHIL_03279	Unknown_Gene	Cluster_72013
Operon2062	LCEOCHIL_03280	Unknown_Gene	Cluster_72013
Operon2062	LCEOCHIL_03281	Unknown_Gene	Cluster_72013
Operon2063	LCEOCHIL_03282	Unknown_Gene	Cluster_72013
Operon2064	LCEOCHIL_03283	Unknown_Gene	Cluster_147913
Operon2065	LCEOCHIL_03284	Unknown_Gene	Cluster_135051
Operon2065	LCEOCHIL_03285	Unknown_Gene	Cluster_135051
Operon2065	LCEOCHIL_03286	Unknown_Gene	Cluster_135051
Operon2065	LCEOCHIL_03287	Unknown_Gene	Cluster_135051
Operon2065	LCEOCHIL_03288	Unknown_Gene	Cluster_135051
Operon2066	LCEOCHIL_03289	Unknown_Gene	Cluster_150151
Operon2066	LCEOCHIL_03290	Unknown_Gene	Cluster_150151
Operon2067	LCEOCHIL_03291	Unknown_Gene	Cluster_100227
Operon2068	LCEOCHIL_03292	Unknown_Gene	Cluster_100227
Operon2069	LCEOCHIL_03293	Unknown_Gene	Cluster_112038
Operon2070	LCEOCHIL_03294	Unknown_Gene	Cluster_148472
Operon2071	LCEOCHIL_03295	Unknown_Gene	Cluster_141366
Operon2072	LCEOCHIL_03296	Unknown_Gene	Cluster_96820
Operon2073	LCEOCHIL_03297	Unknown_Gene	Cluster_126859
Operon2073	LCEOCHIL_03298	Unknown_Gene	Cluster_126859
Operon2073	LCEOCHIL_03299	Unknown_Gene	Cluster_126859
Operon2073	LCEOCHIL_03300	Unknown_Gene	Cluster_126859
Operon2073	LCEOCHIL_03301	Unknown_Gene	Cluster_126859
Operon2073	LCEOCHIL_03302	Unknown_Gene	Cluster_126859
Operon2073	LCEOCHIL_03303	Unknown_Gene	Cluster_126859
Operon2073	LCEOCHIL_03304	Unknown_Gene	Cluster_126859
Operon2073	LCEOCHIL_03305	Unknown_Gene	Cluster_126859
Operon2073	LCEOCHIL_03306	Unknown_Gene	Cluster_126859
Operon2073	LCEOCHIL_03307	Unknown_Gene	Cluster_126859
Operon2073	LCEOCHIL_03308	Unknown_Gene	Cluster_126859
Operon2074	LCEOCHIL_03309	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2074	LCEOCHIL_03310	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2075	LCEOCHIL_03311	Unknown_Gene	Cluster_87849
Operon2076	LCEOCHIL_03312	glgE2	Cluster_87849
Operon2077	LCEOCHIL_03313	Unknown_Gene	Cluster_72014
Operon2077	LCEOCHIL_03314	glgB	Cluster_72014
Operon2078	LCEOCHIL_03315	Unknown_Gene	Cluster_31959
Operon2079	LCEOCHIL_03316	Unknown_Gene	Cluster_69045
Operon2080	LCEOCHIL_03317	glgX	Cluster_80795
Operon2081	LCEOCHIL_03318	Unknown_Gene	Cluster_7337
Operon2081	LCEOCHIL_03319	Unknown_Gene	Cluster_7337
Operon2081	LCEOCHIL_03320	malQ	Cluster_7337
Operon2081	LCEOCHIL_03321	treZ	Cluster_7337
Operon2081	LCEOCHIL_03322	glgA	Cluster_7337
Operon2082	LCEOCHIL_03323	Unknown_Gene	Cluster_57997
Operon2083	LCEOCHIL_03324	Unknown_Gene	Cluster_57997
Operon2083	LCEOCHIL_03325	zwf_2	Cluster_57997
Operon2084	LCEOCHIL_03326	Unknown_Gene	Cluster_86983
Operon2085	LCEOCHIL_03327	Unknown_Gene	Cluster_77350
Operon2085	LCEOCHIL_03328	rutR_2	Cluster_77350
Operon2086	LCEOCHIL_03329	preA	Cluster_73772
Operon2086	LCEOCHIL_03330	gltD_2	Cluster_73772
Operon2087	LCEOCHIL_03331	dht	Cluster_25140
Operon2088	LCEOCHIL_03332	pucI_1	Cluster_25140
Operon2089	LCEOCHIL_03333	hyuC_2	Cluster_91787
Operon2090	LCEOCHIL_03334	Unknown_Gene	Cluster_164027
Operon2090	LCEOCHIL_03335	rnz	Cluster_164027
Operon2090	LCEOCHIL_03336	Unknown_Gene	Cluster_164027
Operon2091	LCEOCHIL_03337	blc_2	Cluster_130740
Operon2092	LCEOCHIL_03338	yyaP	Cluster_61638
Operon2093	LCEOCHIL_03339	nhaB	Cluster_82824
Operon2094	LCEOCHIL_03340	crt	Cluster_82824
Operon2094	LCEOCHIL_03341	nudC_2	Cluster_82824
Operon2095	LCEOCHIL_03342	yfcA_4	Cluster_97328
Operon2096	LCEOCHIL_03343	Unknown_Gene	Cluster_48743
Operon2097	LCEOCHIL_03344	cpo_2	Cluster_129988
Operon2098	LCEOCHIL_03345	puuB_5	Cluster_48159
Operon2099	LCEOCHIL_03346	topB_2	Cluster_77349
Operon2100	LCEOCHIL_03347	Unknown_Gene	Cluster_128204
Operon2100	LCEOCHIL_03348	roxA	Cluster_128204
Operon2101	LCEOCHIL_03349	purB	Cluster_96577
Operon2102	LCEOCHIL_03350	hflD	Cluster_145974
Operon2102	LCEOCHIL_03351	mnmA	Cluster_145974
Operon2103	LCEOCHIL_03352	nudJ	Cluster_58818
Operon2104	LCEOCHIL_03353	icd_1	Cluster_16504
Operon2105	LCEOCHIL_03354	icd_2	Cluster_16504
Operon2106	LCEOCHIL_03355	Unknown_Gene	Cluster_24698
Operon2107	LCEOCHIL_03356	clpS	Cluster_24698
Operon2107	LCEOCHIL_03357	clpA	Cluster_24698
Operon2108	LCEOCHIL_03358	infA	Cluster_114063
Operon2109	LCEOCHIL_03359	bpt	Cluster_148598
Operon2110	LCEOCHIL_03360	aat	Cluster_9993
Operon2111	LCEOCHIL_03361	ftsK	Cluster_9993
Operon2112	LCEOCHIL_03362	lolA	Cluster_144479
Operon2112	LCEOCHIL_03363	rarA_2	Cluster_144479
Operon2112	LCEOCHIL_03364	crcB	Cluster_144479
Operon2112	LCEOCHIL_03365	serS	Cluster_144479
Operon2112	LCEOCHIL_03366	cysG_1	Cluster_144479
Operon2113	LCEOCHIL_03367	yqjG	Cluster_121092
Operon2114	LCEOCHIL_03368	trpD_1	Cluster_36212
Operon2114	LCEOCHIL_03369	tusE	Cluster_36212
Operon2114	LCEOCHIL_03370	tusB	Cluster_36212
Operon2114	LCEOCHIL_03371	dsrF	Cluster_36212
Operon2114	LCEOCHIL_03372	dsrE	Cluster_36212
Operon2115	LCEOCHIL_03373	xanP	Cluster_28905
Operon2116	LCEOCHIL_03374	yccA	Cluster_92625
Operon2117	LCEOCHIL_03375	Unknown_Gene	Cluster_92625
Operon2118	LCEOCHIL_03376	Unknown_Gene	Cluster_78549
Operon2119	LCEOCHIL_03377	Unknown_Gene	Cluster_78549
Operon2120	LCEOCHIL_03378	Unknown_Gene	Cluster_151872
Operon2121	LCEOCHIL_03379	Unknown_Gene	Cluster_9363
Operon2122	LCEOCHIL_03380	Unknown_Gene	Cluster_24265
Operon2123	LCEOCHIL_03381	folE_2	Cluster_36897
Operon2123	LCEOCHIL_03382	Unknown_Gene	Cluster_36897
Operon2124	LCEOCHIL_03383	tdh	Cluster_36897
Operon2125	LCEOCHIL_03384	gltC_4	Cluster_151017
Operon2126	LCEOCHIL_03385	ligJ	Cluster_81839
Operon2126	LCEOCHIL_03386	Unknown_Gene	Cluster_81839
Operon2127	LCEOCHIL_03387	Unknown_Gene	Cluster_18278
Operon2127	LCEOCHIL_03388	actIII	Cluster_18278
Operon2128	LCEOCHIL_03389	Unknown_Gene	Cluster_18278
Operon2128	LCEOCHIL_03390	Unknown_Gene	Cluster_18278
Operon2129	LCEOCHIL_03391	hcf136_3	Cluster_94644
Operon2129	LCEOCHIL_03392	Unknown_Gene	Cluster_94644
Operon2129	LCEOCHIL_03393	Unknown_Gene	Cluster_94644
Operon2129	LCEOCHIL_03394	Unknown_Gene	Cluster_94644
Operon2129	LCEOCHIL_03395	lvr_1	Cluster_94644
Operon2130	LCEOCHIL_03396	crtI	Cluster_147896
Operon2131	LCEOCHIL_03397	nicS_1	Cluster_81858
Operon2132	LCEOCHIL_03398	Unknown_Gene	Cluster_81858
Operon2133	LCEOCHIL_03399	Unknown_Gene	Cluster_148632
Operon2134	LCEOCHIL_03400	fabG_9	Cluster_129453
Operon2134	LCEOCHIL_03401	Unknown_Gene	Cluster_129453
Operon2134	LCEOCHIL_03402	Unknown_Gene	Cluster_129453
Operon2135	LCEOCHIL_03403	hcaB_3	Cluster_132367
Operon2136	LCEOCHIL_03404	thcD	Cluster_30894
Operon2136	LCEOCHIL_03405	fdxE	Cluster_30894
Operon2136	LCEOCHIL_03406	Unknown_Gene	Cluster_30894
Operon2137	LCEOCHIL_03407	Unknown_Gene	Cluster_30894
Operon2138	LCEOCHIL_03408	cpnA	Cluster_153266
Operon2139	LCEOCHIL_03409	hsaC	Cluster_141278
Operon2139	LCEOCHIL_03410	Unknown_Gene	Cluster_141278
Operon2139	LCEOCHIL_03411	entS_3	Cluster_141278
Operon2140	LCEOCHIL_03412	Unknown_Gene	Cluster_122571
Operon2141	LCEOCHIL_03413	Unknown_Gene	Cluster_92548
Operon2141	LCEOCHIL_03414	Unknown_Gene	Cluster_92548
Operon2142	LCEOCHIL_03415	bacC_2	Cluster_92548
Operon2142	LCEOCHIL_03416	yisK	Cluster_92548
Operon2143	LCEOCHIL_03417	bphA1	Cluster_107884
Operon2144	LCEOCHIL_03418	bphE	Cluster_120684
Operon2145	LCEOCHIL_03419	Unknown_Gene	Cluster_117059
Operon2146	LCEOCHIL_03420	linC_2	Cluster_117059
Operon2147	LCEOCHIL_03421	fadD_1	Cluster_66804
Operon2148	LCEOCHIL_03422	Unknown_Gene	Cluster_66804
Operon2149	LCEOCHIL_03423	Unknown_Gene	Cluster_28623
Operon2149	LCEOCHIL_03424	Unknown_Gene	Cluster_28623
Operon2149	LCEOCHIL_03425	mmgB	Cluster_28623
Operon2149	LCEOCHIL_03426	pcaF_2	Cluster_28623
Operon2149	LCEOCHIL_03427	Unknown_Gene	Cluster_28623
Operon2150	LCEOCHIL_03428	yjiB	Cluster_90124
Operon2151	LCEOCHIL_03429	Unknown_Gene	Cluster_93916
Operon2152	LCEOCHIL_03430	Unknown_Gene	Cluster_109947
Operon2152	LCEOCHIL_03431	Unknown_Gene	Cluster_109947
Operon2152	LCEOCHIL_03432	Unknown_Gene	Cluster_109947
Operon2152	LCEOCHIL_03433	mmgC_3	Cluster_109947
Operon2153	LCEOCHIL_03434	Unknown_Gene	Cluster_147897
Operon2153	LCEOCHIL_03435	yhhS_2	Cluster_147897
Operon2153	LCEOCHIL_03436	btuE_3	Cluster_147897
Operon2153	LCEOCHIL_03437	panC_1	Cluster_147897
Operon2154	LCEOCHIL_03438	Unknown_Gene	Cluster_157697
Operon2154	LCEOCHIL_03439	Unknown_Gene	Cluster_157697
Operon2155	LCEOCHIL_03440	Unknown_Gene	Cluster_91329
Operon2156	LCEOCHIL_03441	Unknown_Gene	Cluster_124774
Operon2157	LCEOCHIL_03442	Unknown_Gene	Cluster_136024
Operon2158	LCEOCHIL_03443	Unknown_Gene	Cluster_122572
Operon2159	LCEOCHIL_03444	Unknown_Gene	Cluster_85910
Operon2160	LCEOCHIL_03445	Unknown_Gene	Cluster_15060
Operon2161	LCEOCHIL_03446	Unknown_Gene	Cluster_91952
Operon2162	LCEOCHIL_03447	intA_3	NO_CLUSTER_ASSOCIATION_FOUND
Operon2163	LCEOCHIL_03448	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2163	LCEOCHIL_03449	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2164	LCEOCHIL_03450	hda	Cluster_61736
Operon2165	LCEOCHIL_03451	Unknown_Gene	Cluster_97912
Operon2166	LCEOCHIL_03452	Unknown_Gene	Cluster_88135
Operon2167	LCEOCHIL_03453	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2168	LCEOCHIL_03454	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2169	LCEOCHIL_03455	yddE	Cluster_153843
Operon2170	LCEOCHIL_03456	Unknown_Gene	Cluster_70886
Operon2171	LCEOCHIL_03457	fbp	Cluster_107727
Operon2172	LCEOCHIL_03458	Unknown_Gene	Cluster_117559
Operon2173	LCEOCHIL_03459	Unknown_Gene	Cluster_17174
Operon2174	LCEOCHIL_03460	hyuE	Cluster_7587
Operon2174	LCEOCHIL_03461	pucI_2	Cluster_7587
Operon2175	LCEOCHIL_03462	lrpC_1	Cluster_89361
Operon2176	LCEOCHIL_03463	Unknown_Gene	Cluster_89361
Operon2177	LCEOCHIL_03464	rlmI_1	Cluster_45234
Operon2178	LCEOCHIL_03465	sbp_1	Cluster_53692
Operon2179	LCEOCHIL_03466	Unknown_Gene	Cluster_77001
Operon2180	LCEOCHIL_03467	Unknown_Gene	Cluster_77001
Operon2181	LCEOCHIL_03468	Unknown_Gene	Cluster_116224
Operon2182	LCEOCHIL_03469	ttuE	Cluster_40844
Operon2182	LCEOCHIL_03470	ttuD	Cluster_40844
Operon2183	LCEOCHIL_03471	glxR	Cluster_135113
Operon2184	LCEOCHIL_03472	hyi	Cluster_139213
Operon2185	LCEOCHIL_03473	gcl	Cluster_41369
Operon2186	LCEOCHIL_03474	Unknown_Gene	Cluster_41369
Operon2187	LCEOCHIL_03475	rutR_3	Cluster_94425
Operon2188	LCEOCHIL_03476	yedI	Cluster_94425
Operon2189	LCEOCHIL_03477	Unknown_Gene	Cluster_21674
Operon2190	LCEOCHIL_03478	Unknown_Gene	Cluster_89359
Operon2191	LCEOCHIL_03479	uacT_2	Cluster_56117
Operon2192	LCEOCHIL_03480	Unknown_Gene	Cluster_146859
Operon2193	LCEOCHIL_03481	allA	Cluster_148652
Operon2194	LCEOCHIL_03482	uao	Cluster_18982
Operon2194	LCEOCHIL_03483	Unknown_Gene	Cluster_18982
Operon2195	LCEOCHIL_03484	pucM	Cluster_18982
Operon2196	LCEOCHIL_03485	Unknown_Gene	Cluster_75798
Operon2197	LCEOCHIL_03486	adeP_2	Cluster_35034
Operon2198	LCEOCHIL_03487	rspR_1	Cluster_35034
Operon2199	LCEOCHIL_03488	aqpZ	Cluster_47199
Operon2200	LCEOCHIL_03489	guaD_2	Cluster_72385
Operon2200	LCEOCHIL_03490	Unknown_Gene	Cluster_72385
Operon2201	LCEOCHIL_03491	pucD	Cluster_38669
Operon2201	LCEOCHIL_03492	Unknown_Gene	Cluster_38669
Operon2202	LCEOCHIL_03493	rspR_2	Cluster_38669
Operon2202	LCEOCHIL_03494	smc_4	Cluster_38669
Operon2203	LCEOCHIL_03495	zipA	Cluster_50292
Operon2204	LCEOCHIL_03496	Unknown_Gene	Cluster_81271
Operon2204	LCEOCHIL_03497	Unknown_Gene	Cluster_81271
Operon2204	LCEOCHIL_03498	Unknown_Gene	Cluster_81271
Operon2205	LCEOCHIL_03499	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2205	LCEOCHIL_03500	coaX	NO_CLUSTER_ASSOCIATION_FOUND
Operon2205	LCEOCHIL_03501	birA	NO_CLUSTER_ASSOCIATION_FOUND
Operon2206	LCEOCHIL_03502	flgB	Cluster_167891
Operon2206	LCEOCHIL_03503	flgC	Cluster_167891
Operon2206	LCEOCHIL_03504	flgD	Cluster_167891
Operon2206	LCEOCHIL_03505	flgE	Cluster_167891
Operon2207	LCEOCHIL_03506	Unknown_Gene	Cluster_134341
Operon2208	LCEOCHIL_03507	flgF	Cluster_37315
Operon2208	LCEOCHIL_03508	flgG	Cluster_37315
Operon2209	LCEOCHIL_03509	flgH	Cluster_153845
Operon2209	LCEOCHIL_03510	flgI	Cluster_153845
Operon2209	LCEOCHIL_03511	Unknown_Gene	Cluster_153845
Operon2209	LCEOCHIL_03512	Unknown_Gene	Cluster_153845
Operon2209	LCEOCHIL_03513	Unknown_Gene	Cluster_153845
Operon2210	LCEOCHIL_03514	Unknown_Gene	Cluster_133815
Operon2211	LCEOCHIL_03515	rfbF	Cluster_36265
Operon2211	LCEOCHIL_03516	rfbG	Cluster_36265
Operon2211	LCEOCHIL_03517	rmlC_1	Cluster_36265
Operon2211	LCEOCHIL_03518	Unknown_Gene	Cluster_36265
Operon2211	LCEOCHIL_03519	tll	Cluster_36265
Operon2211	LCEOCHIL_03520	Unknown_Gene	Cluster_36265
Operon2211	LCEOCHIL_03521	Unknown_Gene	Cluster_36265
Operon2212	LCEOCHIL_03522	fabH	Cluster_39683
Operon2213	LCEOCHIL_03523	Unknown_Gene	Cluster_17854
Operon2213	LCEOCHIL_03524	Unknown_Gene	Cluster_17854
Operon2214	LCEOCHIL_03525	hag	Cluster_17854
Operon2215	LCEOCHIL_03526	Unknown_Gene	Cluster_139086
Operon2216	LCEOCHIL_03527	fliD	Cluster_133146
Operon2217	LCEOCHIL_03528	fliS	Cluster_93941
Operon2217	LCEOCHIL_03529	Unknown_Gene	Cluster_93941
Operon2218	LCEOCHIL_03530	norR_4	Cluster_73262
Operon2219	LCEOCHIL_03531	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2220	LCEOCHIL_03532	Unknown_Gene	Cluster_151097
Operon2221	LCEOCHIL_03533	puuR_3	Cluster_161253
Operon2221	LCEOCHIL_03534	Unknown_Gene	Cluster_161253
Operon2222	LCEOCHIL_03535	Unknown_Gene	Cluster_69572
Operon2222	LCEOCHIL_03536	mtnB	Cluster_69572
Operon2223	LCEOCHIL_03537	eamA	Cluster_85750
Operon2224	LCEOCHIL_03538	Unknown_Gene	Cluster_107031
Operon2225	LCEOCHIL_03539	Unknown_Gene	Cluster_89993
Operon2226	LCEOCHIL_03540	Unknown_Gene	Cluster_89327
Operon2227	LCEOCHIL_03541	Unknown_Gene	Cluster_28178
Operon2228	LCEOCHIL_03542	ampC	Cluster_102759
Operon2229	LCEOCHIL_03543	Unknown_Gene	Cluster_102759
Operon2230	LCEOCHIL_03544	Unknown_Gene	Cluster_124585
Operon2230	LCEOCHIL_03545	Unknown_Gene	Cluster_124585
Operon2231	LCEOCHIL_03546	fabG_10	Cluster_124585
Operon2231	LCEOCHIL_03547	nsaD	Cluster_124585
Operon2232	LCEOCHIL_03548	puuR_4	Cluster_129969
Operon2233	LCEOCHIL_03549	yfcJ_2	Cluster_127966
Operon2234	LCEOCHIL_03550	yodB_1	Cluster_95859
Operon2234	LCEOCHIL_03551	srpA_2	Cluster_95859
Operon2235	LCEOCHIL_03552	sigR	Cluster_95859
Operon2235	LCEOCHIL_03553	Unknown_Gene	Cluster_95859
Operon2236	LCEOCHIL_03554	cdhR_5	Cluster_147374
Operon2237	LCEOCHIL_03555	Unknown_Gene	Cluster_147374
Operon2238	LCEOCHIL_03556	Unknown_Gene	Cluster_50940
Operon2239	LCEOCHIL_03557	Unknown_Gene	Cluster_55418
Operon2240	LCEOCHIL_03558	Unknown_Gene	Cluster_55418
Operon2241	LCEOCHIL_03559	Unknown_Gene	Cluster_111173
Operon2242	LCEOCHIL_03560	Unknown_Gene	Cluster_129998
Operon2243	LCEOCHIL_03561	Unknown_Gene	Cluster_101386
Operon2244	LCEOCHIL_03562	Unknown_Gene	Cluster_101386
Operon2245	LCEOCHIL_03563	Unknown_Gene	Cluster_59521
Operon2245	LCEOCHIL_03564	Unknown_Gene	Cluster_59521
Operon2246	LCEOCHIL_03565	Unknown_Gene	Cluster_38414
Operon2247	LCEOCHIL_03566	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2248	LCEOCHIL_03567	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2249	LCEOCHIL_03568	hdfR_2	Cluster_67880
Operon2250	LCEOCHIL_03569	acsA_2	Cluster_67880
Operon2251	LCEOCHIL_03570	zapE_1	Cluster_78639
Operon2252	LCEOCHIL_03571	Unknown_Gene	Cluster_78639
Operon2253	LCEOCHIL_03572	Unknown_Gene	Cluster_39612
Operon2254	LCEOCHIL_03573	Unknown_Gene	Cluster_39612
Operon2255	LCEOCHIL_03574	rcsC_13	Cluster_39793
Operon2255	LCEOCHIL_03575	rcp1	Cluster_39793
Operon2255	LCEOCHIL_03576	cph1	Cluster_39793
Operon2256	LCEOCHIL_03577	Unknown_Gene	Cluster_39793
Operon2256	LCEOCHIL_03578	Unknown_Gene	Cluster_39793
Operon2256	LCEOCHIL_03579	Unknown_Gene	Cluster_39793
Operon2256	LCEOCHIL_03580	Unknown_Gene	Cluster_39793
Operon2256	LCEOCHIL_03581	Unknown_Gene	Cluster_39793
Operon2257	LCEOCHIL_03582	fimD	Cluster_143587
Operon2257	LCEOCHIL_03583	Unknown_Gene	Cluster_143587
Operon2258	LCEOCHIL_03584	Unknown_Gene	Cluster_109791
Operon2259	LCEOCHIL_03585	nimR_3	Cluster_164042
Operon2259	LCEOCHIL_03586	fsr_2	Cluster_164042
Operon2260	LCEOCHIL_03587	hemN	NO_CLUSTER_ASSOCIATION_FOUND
Operon2261	LCEOCHIL_03588	anr	Cluster_65900
Operon2262	LCEOCHIL_03589	apt	Cluster_149750
Operon2263	LCEOCHIL_03590	recR	NO_CLUSTER_ASSOCIATION_FOUND
Operon2264	LCEOCHIL_03591	gltS	NO_CLUSTER_ASSOCIATION_FOUND
Operon2265	LCEOCHIL_03592	argP_3	Cluster_104156
Operon2266	LCEOCHIL_03593	Unknown_Gene	Cluster_104156
Operon2266	LCEOCHIL_03594	hldD	Cluster_104156
Operon2267	LCEOCHIL_03595	gcvH_1	Cluster_25704
Operon2267	LCEOCHIL_03596	gcvP_1	Cluster_25704
Operon2268	LCEOCHIL_03597	tdcG_1	Cluster_58816
Operon2268	LCEOCHIL_03598	gcvT_1	Cluster_58816
Operon2269	LCEOCHIL_03599	cspA_1	Cluster_23331
Operon2270	LCEOCHIL_03600	Unknown_Gene	Cluster_123103
Operon2271	LCEOCHIL_03601	lptG	NO_CLUSTER_ASSOCIATION_FOUND
Operon2271	LCEOCHIL_03602	lptF	NO_CLUSTER_ASSOCIATION_FOUND
Operon2271	LCEOCHIL_03603	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2272	LCEOCHIL_03604	pepA	NO_CLUSTER_ASSOCIATION_FOUND
Operon2272	LCEOCHIL_03605	holC	NO_CLUSTER_ASSOCIATION_FOUND
Operon2272	LCEOCHIL_03606	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2273	LCEOCHIL_03607	valS	Cluster_85003
Operon2274	LCEOCHIL_03608	rlmF	Cluster_68695
Operon2275	LCEOCHIL_03609	hupB_3	Cluster_19475
Operon2276	LCEOCHIL_03610	yejK	Cluster_19475
Operon2277	LCEOCHIL_03611	Unknown_Gene	Cluster_77988
Operon2277	LCEOCHIL_03612	Unknown_Gene	Cluster_77988
Operon2278	LCEOCHIL_03613	yycB_2	Cluster_71744
Operon2278	LCEOCHIL_03614	lutR_4	Cluster_71744
Operon2279	LCEOCHIL_03615	hisC_5	Cluster_92433
Operon2279	LCEOCHIL_03616	hisD	Cluster_92433
Operon2280	LCEOCHIL_03617	hisG	Cluster_100055
Operon2281	LCEOCHIL_03618	murA	Cluster_103709
Operon2281	LCEOCHIL_03619	Unknown_Gene	Cluster_103709
Operon2282	LCEOCHIL_03620	Unknown_Gene	Cluster_43458
Operon2282	LCEOCHIL_03621	mlaC	Cluster_43458
Operon2282	LCEOCHIL_03622	mlaD	Cluster_43458
Operon2282	LCEOCHIL_03623	mlaE	Cluster_43458
Operon2282	LCEOCHIL_03624	mlaF	Cluster_43458
Operon2283	LCEOCHIL_03625	kdsD	Cluster_43458
Operon2283	LCEOCHIL_03626	kdsC	Cluster_43458
Operon2283	LCEOCHIL_03627	lptC	Cluster_43458
Operon2283	LCEOCHIL_03628	lptA	Cluster_43458
Operon2283	LCEOCHIL_03629	lptB_1	Cluster_43458
Operon2284	LCEOCHIL_03630	rpoN	Cluster_59224
Operon2285	LCEOCHIL_03631	hpf	Cluster_131407
Operon2285	LCEOCHIL_03632	ptsN	Cluster_131407
Operon2285	LCEOCHIL_03633	rapZ	Cluster_131407
Operon2285	LCEOCHIL_03634	ptsH	Cluster_131407
Operon2286	LCEOCHIL_03635	Unknown_Gene	Cluster_134300
Operon2286	LCEOCHIL_03636	sodB_1	Cluster_134300
Operon2287	LCEOCHIL_03637	fumC_1	Cluster_45524
Operon2287	LCEOCHIL_03638	Unknown_Gene	Cluster_45524
Operon2288	LCEOCHIL_03639	pmbA	Cluster_110405
Operon2289	LCEOCHIL_03640	Unknown_Gene	Cluster_110405
Operon2290	LCEOCHIL_03641	tldD	Cluster_125247
Operon2290	LCEOCHIL_03642	nit1	Cluster_125247
Operon2290	LCEOCHIL_03643	Unknown_Gene	Cluster_125247
Operon2291	LCEOCHIL_03644	rng	Cluster_148451
Operon2292	LCEOCHIL_03645	yhdE	Cluster_166283
Operon2292	LCEOCHIL_03646	mreD	Cluster_166283
Operon2292	LCEOCHIL_03647	Unknown_Gene	Cluster_166283
Operon2293	LCEOCHIL_03648	mreB	Cluster_57273
Operon2294	LCEOCHIL_03649	gatC	Cluster_57273
Operon2294	LCEOCHIL_03650	gatA	Cluster_57273
Operon2294	LCEOCHIL_03651	gatB	Cluster_57273
Operon2295	LCEOCHIL_03652	rlpA_1	Cluster_91208
Operon2296	LCEOCHIL_03653	Unknown_Gene	Cluster_126713
Operon2296	LCEOCHIL_03654	Unknown_Gene	Cluster_126713
Operon2297	LCEOCHIL_03655	aroP_1	Cluster_148866
Operon2298	LCEOCHIL_03656	Unknown_Gene	Cluster_53969
