GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2171
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	ALBICJPK_00001	bauC	Cluster_135751
Operon1679	ALBICJPK_02569	moaC	Cluster_61509
Operon1679	ALBICJPK_02570	moaD	Cluster_61509
Operon1679	ALBICJPK_02571	moaE	Cluster_61509
Operon1680	ALBICJPK_02572	Unknown_Gene	Cluster_164660
Operon1680	ALBICJPK_02573	rhlB	Cluster_164660
Operon1681	ALBICJPK_02574	estB	Cluster_26875
Operon1682	ALBICJPK_02575	yhdW	Cluster_26875
Operon1683	ALBICJPK_02576	Unknown_Gene	Cluster_140404
Operon1683	ALBICJPK_02577	yhdY	Cluster_140404
Operon1683	ALBICJPK_02578	glnQ_2	Cluster_140404
Operon1684	ALBICJPK_02579	degS	Cluster_73461
Operon1685	ALBICJPK_02580	Unknown_Gene	Cluster_73461
Operon1686	ALBICJPK_02581	cysD	Cluster_51283
Operon1686	ALBICJPK_02582	cysNC	Cluster_51283
Operon1687	ALBICJPK_02583	decR_1	Cluster_96111
Operon1688	ALBICJPK_02584	mdeA	Cluster_96111
Operon1689	ALBICJPK_02585	Unknown_Gene	Cluster_92010
Operon1690	ALBICJPK_02586	Unknown_Gene	Cluster_92010
Operon1690	ALBICJPK_02587	Unknown_Gene	Cluster_92010
Operon1691	ALBICJPK_02588	zapE_3	Cluster_70548
Operon1692	ALBICJPK_02589	cdhR_4	Cluster_108336
Operon1693	ALBICJPK_02590	tas	Cluster_40381
Operon1694	ALBICJPK_02591	rplM	Cluster_40381
Operon1694	ALBICJPK_02592	rpsI	Cluster_40381
Operon1695	ALBICJPK_02593	petA	Cluster_38106
Operon1695	ALBICJPK_02594	petB	Cluster_38106
Operon1695	ALBICJPK_02595	petC	Cluster_38106
Operon1696	ALBICJPK_02596	sspA	Cluster_105587
Operon1696	ALBICJPK_02597	sspB	Cluster_105587
Operon1697	ALBICJPK_02598	Unknown_Gene	Cluster_126539
Operon1697	ALBICJPK_02599	gmhA	Cluster_126539
Operon1698	ALBICJPK_02600	Unknown_Gene	Cluster_65186
Operon1698	ALBICJPK_02601	lpoA	Cluster_65186
Operon1699	ALBICJPK_02602	rsmI	Cluster_65186
Operon1700	ALBICJPK_02603	mraZ	Cluster_2287
Operon1700	ALBICJPK_02604	rsmH	Cluster_2287
Operon1700	ALBICJPK_02605	ftsL	Cluster_2287
Operon1700	ALBICJPK_02606	ftsI	Cluster_2287
Operon1700	ALBICJPK_02607	murE	Cluster_2287
Operon1700	ALBICJPK_02608	murF	Cluster_2287
Operon1700	ALBICJPK_02609	mraY	Cluster_2287
Operon1700	ALBICJPK_02610	murD	Cluster_2287
Operon1700	ALBICJPK_02611	ftsW	Cluster_2287
Operon1700	ALBICJPK_02612	murG	Cluster_2287
Operon1700	ALBICJPK_02613	murC	Cluster_2287
Operon1700	ALBICJPK_02614	ddl	Cluster_2287
Operon1700	ALBICJPK_02615	ftsQ	Cluster_2287
Operon1700	ALBICJPK_02616	ftsA	Cluster_2287
Operon1701	ALBICJPK_02617	ftsZ	Cluster_148650
Operon1702	ALBICJPK_02618	lpxC	Cluster_107308
Operon1703	ALBICJPK_02619	Unknown_Gene	Cluster_160914
Operon1703	ALBICJPK_02620	Unknown_Gene	Cluster_160914
Operon1704	ALBICJPK_02621	secA	Cluster_60404
Operon1705	ALBICJPK_02622	argJ	Cluster_67128
Operon1706	ALBICJPK_02623	Unknown_Gene	Cluster_80021
Operon1706	ALBICJPK_02624	thiE_1	Cluster_80021
Operon1707	ALBICJPK_02625	cobO_2	Cluster_115642
Operon1707	ALBICJPK_02626	sasA_9	Cluster_115642
Operon1707	ALBICJPK_02627	panE_2	Cluster_115642
Operon1708	ALBICJPK_02628	Unknown_Gene	Cluster_115642
Operon1709	ALBICJPK_02629	mscS	Cluster_105588
Operon1710	ALBICJPK_02630	mdfA	Cluster_96634
Operon1711	ALBICJPK_02631	Unknown_Gene	Cluster_158474
Operon1711	ALBICJPK_02632	Unknown_Gene	Cluster_158474
Operon1712	ALBICJPK_02633	Unknown_Gene	Cluster_75773
Operon1713	ALBICJPK_02634	Unknown_Gene	Cluster_129295
Operon1714	ALBICJPK_02635	Unknown_Gene	Cluster_141923
Operon1715	ALBICJPK_02636	groS	Cluster_42823
Operon1716	ALBICJPK_02637	groL	Cluster_153547
Operon1717	ALBICJPK_02638	pykA	Cluster_67636
Operon1718	ALBICJPK_02639	Unknown_Gene	Cluster_67636
Operon1719	ALBICJPK_02640	Unknown_Gene	Cluster_100648
Operon1720	ALBICJPK_02641	sbcB	Cluster_148445
Operon1721	ALBICJPK_02642	Unknown_Gene	Cluster_35152
Operon1722	ALBICJPK_02643	purU_1	Cluster_35152
Operon1723	ALBICJPK_02644	Unknown_Gene	Cluster_69521
Operon1723	ALBICJPK_02645	Unknown_Gene	Cluster_69521
Operon1723	ALBICJPK_02646	pimC	Cluster_69521
Operon1724	ALBICJPK_02647	mcpG	Cluster_73254
Operon1725	ALBICJPK_02648	Unknown_Gene	Cluster_73254
Operon1726	ALBICJPK_02649	pitA_2	Cluster_33602
Operon1727	ALBICJPK_02650	Unknown_Gene	Cluster_12911
Operon1728	ALBICJPK_02651	pcaR_3	Cluster_12911
Operon1729	ALBICJPK_02652	pcaK_2	Cluster_28442
Operon1730	ALBICJPK_02653	pcaF_1	Cluster_27799
Operon1731	ALBICJPK_02654	kgtP_1	Cluster_65265
Operon1731	ALBICJPK_02655	pcaB	Cluster_65265
Operon1731	ALBICJPK_02656	catD_2	Cluster_65265
Operon1731	ALBICJPK_02657	Unknown_Gene	Cluster_65265
Operon1732	ALBICJPK_02658	Unknown_Gene	Cluster_46010
Operon1733	ALBICJPK_02659	nicP_8	Cluster_14793
Operon1734	ALBICJPK_02660	ttgC	Cluster_41105
Operon1734	ALBICJPK_02661	ttgB	Cluster_41105
Operon1734	ALBICJPK_02662	ttgA	Cluster_41105
Operon1735	ALBICJPK_02663	ttgR	Cluster_41105
Operon1736	ALBICJPK_02664	bmr3	Cluster_20513
Operon1737	ALBICJPK_02665	Unknown_Gene	Cluster_20513
Operon1738	ALBICJPK_02666	gcvA_6	Cluster_106956
Operon1739	ALBICJPK_02667	aruI_2	Cluster_106956
Operon1740	ALBICJPK_02668	rhaS_5	Cluster_58447
Operon1741	ALBICJPK_02669	Unknown_Gene	Cluster_58447
Operon1741	ALBICJPK_02670	Unknown_Gene	Cluster_58447
Operon1742	ALBICJPK_02671	Unknown_Gene	Cluster_103435
Operon1743	ALBICJPK_02672	Unknown_Gene	Cluster_31862
Operon1744	ALBICJPK_02673	kgtP_2	Cluster_41010
Operon1745	ALBICJPK_02674	dctD_1	Cluster_95151
Operon1745	ALBICJPK_02675	dctB_1	Cluster_95151
Operon1746	ALBICJPK_02676	Unknown_Gene	Cluster_64062
Operon1747	ALBICJPK_02677	Unknown_Gene	Cluster_64062
Operon1748	ALBICJPK_02678	Unknown_Gene	Cluster_125296
Operon1749	ALBICJPK_02679	Unknown_Gene	Cluster_53773
Operon1750	ALBICJPK_02680	Unknown_Gene	Cluster_55083
Operon1751	ALBICJPK_02681	Unknown_Gene	Cluster_108375
Operon1752	ALBICJPK_02682	rhlA	Cluster_21891
Operon1753	ALBICJPK_02683	rsuA	Cluster_55076
Operon1753	ALBICJPK_02684	Unknown_Gene	Cluster_55076
Operon1753	ALBICJPK_02685	Unknown_Gene	Cluster_55076
Operon1754	ALBICJPK_02686	Unknown_Gene	Cluster_55076
Operon1755	ALBICJPK_02687	caiD	Cluster_98628
Operon1756	ALBICJPK_02688	ung	Cluster_98628
Operon1757	ALBICJPK_02689	yhcR	Cluster_123766
Operon1758	ALBICJPK_02690	Unknown_Gene	Cluster_55798
Operon1758	ALBICJPK_02691	Unknown_Gene	Cluster_55798
Operon1758	ALBICJPK_02692	Unknown_Gene	Cluster_55798
Operon1759	ALBICJPK_02693	Unknown_Gene	Cluster_156754
Operon1759	ALBICJPK_02694	nicP_9	Cluster_156754
Operon1760	ALBICJPK_02695	tctD	Cluster_57670
Operon1760	ALBICJPK_02696	sasA_10	Cluster_57670
Operon1761	ALBICJPK_02697	Unknown_Gene	Cluster_150061
Operon1762	ALBICJPK_02698	ygfZ	Cluster_93112
Operon1763	ALBICJPK_02699	sdhE	Cluster_93112
Operon1764	ALBICJPK_02700	nadB	Cluster_15947
Operon1765	ALBICJPK_02701	algU	Cluster_15947
Operon1765	ALBICJPK_02702	mucA	Cluster_15947
Operon1765	ALBICJPK_02703	mucB	Cluster_15947
Operon1766	ALBICJPK_02704	degP	Cluster_68723
Operon1767	ALBICJPK_02705	lepA	Cluster_67361
Operon1767	ALBICJPK_02706	lepB	Cluster_67361
Operon1768	ALBICJPK_02707	rnc	Cluster_72944
Operon1768	ALBICJPK_02708	era	Cluster_72944
Operon1769	ALBICJPK_02709	recO	Cluster_102035
Operon1769	ALBICJPK_02710	pdxJ	Cluster_102035
Operon1770	ALBICJPK_02711	czcS	Cluster_30046
Operon1770	ALBICJPK_02712	czcR_1	Cluster_30046
Operon1771	ALBICJPK_02713	Unknown_Gene	Cluster_30046
Operon1772	ALBICJPK_02714	cmoB	Cluster_124559
Operon1772	ALBICJPK_02715	cmoA	Cluster_124559
Operon1773	ALBICJPK_02716	Unknown_Gene	Cluster_82843
Operon1774	ALBICJPK_02717	lon_2	Cluster_54003
Operon1775	ALBICJPK_02718	gcd	Cluster_167192
Operon1775	ALBICJPK_02719	oprB_1	Cluster_167192
Operon1776	ALBICJPK_02720	Unknown_Gene	Cluster_75806
Operon1777	ALBICJPK_02721	Unknown_Gene	Cluster_75806
Operon1777	ALBICJPK_02722	Unknown_Gene	Cluster_75806
Operon1778	ALBICJPK_02723	shlA	Cluster_77784
Operon1778	ALBICJPK_02724	shlB	Cluster_77784
Operon1779	ALBICJPK_02725	Unknown_Gene	Cluster_100650
Operon1779	ALBICJPK_02726	nudC_3	Cluster_100650
Operon1780	ALBICJPK_02727	nudL	Cluster_100650
Operon1780	ALBICJPK_02728	yrdA_1	Cluster_100650
Operon1780	ALBICJPK_02729	Unknown_Gene	Cluster_100650
Operon1781	ALBICJPK_02730	Unknown_Gene	Cluster_61642
Operon1782	ALBICJPK_02731	purT	Cluster_132956
Operon1783	ALBICJPK_02732	yhjE	Cluster_37723
Operon1784	ALBICJPK_02733	Unknown_Gene	Cluster_29870
Operon1784	ALBICJPK_02734	ypjD	Cluster_29870
Operon1785	ALBICJPK_02735	ffh	Cluster_29870
Operon1786	ALBICJPK_02736	rpsP	Cluster_40839
Operon1786	ALBICJPK_02737	rimM	Cluster_40839
Operon1786	ALBICJPK_02738	trmD	Cluster_40839
Operon1786	ALBICJPK_02739	rplS	Cluster_40839
Operon1787	ALBICJPK_02740	Unknown_Gene	Cluster_119895
Operon1788	ALBICJPK_02741	nhaP2_2	Cluster_139617
Operon1789	ALBICJPK_02742	xerD	Cluster_139617
Operon1790	ALBICJPK_02743	dsbC	Cluster_81021
Operon1791	ALBICJPK_02744	hom	Cluster_128660
Operon1792	ALBICJPK_02745	thrC_1	Cluster_146661
Operon1793	ALBICJPK_02746	Unknown_Gene	Cluster_95004
Operon1794	ALBICJPK_02747	Unknown_Gene	Cluster_131410
Operon1795	ALBICJPK_02748	Unknown_Gene	Cluster_95140
Operon1795	ALBICJPK_02749	smtB	Cluster_95140
Operon1796	ALBICJPK_02750	yaeQ	Cluster_95140
Operon1796	ALBICJPK_02751	recJ	Cluster_95140
Operon1797	ALBICJPK_02752	Unknown_Gene	Cluster_2909
Operon1798	ALBICJPK_02753	Unknown_Gene	Cluster_15129
Operon1799	ALBICJPK_02754	namA_2	Cluster_15129
Operon1800	ALBICJPK_02755	Unknown_Gene	Cluster_20855
Operon1801	ALBICJPK_02756	prr	Cluster_83381
Operon1801	ALBICJPK_02757	ydcV_2	Cluster_83381
Operon1801	ALBICJPK_02758	ydcU	Cluster_83381
Operon1801	ALBICJPK_02759	potA_2	Cluster_83381
Operon1802	ALBICJPK_02760	ydcS	Cluster_53313
Operon1803	ALBICJPK_02761	Unknown_Gene	Cluster_53313
Operon1804	ALBICJPK_02762	Unknown_Gene	Cluster_72845
Operon1804	ALBICJPK_02763	Unknown_Gene	Cluster_72845
Operon1804	ALBICJPK_02764	wspC	Cluster_72845
Operon1804	ALBICJPK_02765	Unknown_Gene	Cluster_72845
Operon1804	ALBICJPK_02766	rcsC_10	Cluster_72845
Operon1804	ALBICJPK_02767	cheB_4	Cluster_72845
Operon1804	ALBICJPK_02768	cheB_5	Cluster_72845
Operon1805	ALBICJPK_02769	prfB	Cluster_28053
Operon1806	ALBICJPK_02770	lysS	Cluster_121698
Operon1807	ALBICJPK_02771	Unknown_Gene	Cluster_69049
Operon1807	ALBICJPK_02772	Unknown_Gene	Cluster_69049
Operon1808	ALBICJPK_02773	Unknown_Gene	Cluster_90066
Operon1808	ALBICJPK_02774	Unknown_Gene	Cluster_90066
Operon1808	ALBICJPK_02775	Unknown_Gene	Cluster_90066
Operon1809	ALBICJPK_02776	pal_5	Cluster_153804
Operon1810	ALBICJPK_02777	Unknown_Gene	Cluster_36713
Operon1811	ALBICJPK_02778	Unknown_Gene	Cluster_40055
Operon1812	ALBICJPK_02779	ppc	Cluster_40055
Operon1813	ALBICJPK_02780	adk	Cluster_41362
Operon1814	ALBICJPK_02781	tsaB	Cluster_89373
Operon1815	ALBICJPK_02782	Unknown_Gene	Cluster_95130
Operon1815	ALBICJPK_02783	Unknown_Gene	Cluster_95130
Operon1815	ALBICJPK_02784	Unknown_Gene	Cluster_95130
Operon1815	ALBICJPK_02785	Unknown_Gene	Cluster_95130
Operon1816	ALBICJPK_02786	Unknown_Gene	Cluster_82422
Operon1817	ALBICJPK_02787	rsmJ	Cluster_82422
Operon1818	ALBICJPK_02788	Unknown_Gene	Cluster_34487
Operon1819	ALBICJPK_02789	Unknown_Gene	Cluster_64944
Operon1820	ALBICJPK_02790	mdtA_2	Cluster_64944
Operon1820	ALBICJPK_02791	mdtB_1	Cluster_64944
Operon1821	ALBICJPK_02792	Unknown_Gene	Cluster_166245
Operon1821	ALBICJPK_02793	Unknown_Gene	Cluster_166245
Operon1822	ALBICJPK_02794	plsB	Cluster_47936
Operon1823	ALBICJPK_02795	cspA	Cluster_47936
Operon1824	ALBICJPK_02796	Unknown_Gene	Cluster_67471
Operon1824	ALBICJPK_02797	rlmA	Cluster_67471
Operon1824	ALBICJPK_02798	dapE_2	Cluster_67471
Operon1825	ALBICJPK_02799	Unknown_Gene	Cluster_108214
Operon1826	ALBICJPK_02800	tcdA	Cluster_108214
Operon1827	ALBICJPK_02801	sufE	Cluster_129966
Operon1827	ALBICJPK_02802	csdA	Cluster_129966
Operon1828	ALBICJPK_02803	dapD	Cluster_167127
Operon1828	ALBICJPK_02804	yffB	Cluster_167127
Operon1829	ALBICJPK_02805	higA-1	Cluster_9557
Operon1830	ALBICJPK_02806	nhaK	Cluster_9557
Operon1831	ALBICJPK_02807	dapL	Cluster_168590
Operon1831	ALBICJPK_02808	glnD	Cluster_168590
Operon1831	ALBICJPK_02809	map_2	Cluster_168590
Operon1832	ALBICJPK_02810	rpsB	Cluster_24702
Operon1833	ALBICJPK_02811	tsf	Cluster_65367
Operon1834	ALBICJPK_02812	pyrH	Cluster_67594
Operon1834	ALBICJPK_02813	frr	Cluster_67594
Operon1834	ALBICJPK_02814	ispU	Cluster_67594
Operon1834	ALBICJPK_02815	cdsA	Cluster_67594
Operon1834	ALBICJPK_02816	dxr	Cluster_67594
Operon1835	ALBICJPK_02817	rseP	Cluster_136553
Operon1836	ALBICJPK_02818	bamA	Cluster_135031
Operon1836	ALBICJPK_02819	Unknown_Gene	Cluster_135031
Operon1836	ALBICJPK_02820	lpxD_1	Cluster_135031
Operon1837	ALBICJPK_02821	fabZ	Cluster_106679
Operon1837	ALBICJPK_02822	lpxA	Cluster_106679
Operon1837	ALBICJPK_02823	lpxB	Cluster_106679
Operon1837	ALBICJPK_02824	rnhB	Cluster_106679
Operon1838	ALBICJPK_02825	dnaE	Cluster_65352
Operon1839	ALBICJPK_02826	accA	Cluster_111408
Operon1840	ALBICJPK_02827	tilS	Cluster_71559
Operon1841	ALBICJPK_02828	pyrG	Cluster_37547
Operon1841	ALBICJPK_02829	kdsA_1	Cluster_37547
Operon1842	ALBICJPK_02830	eno	Cluster_81074
Operon1843	ALBICJPK_02831	ftsB	Cluster_73774
Operon1843	ALBICJPK_02832	ispD	Cluster_73774
Operon1844	ALBICJPK_02833	dmlR_11	Cluster_111804
Operon1845	ALBICJPK_02834	frmA_1	Cluster_111804
Operon1845	ALBICJPK_02835	yeiG	Cluster_111804
Operon1846	ALBICJPK_02836	ispF	Cluster_132962
Operon1846	ALBICJPK_02837	truD	Cluster_132962
Operon1846	ALBICJPK_02838	surE	Cluster_132962
Operon1846	ALBICJPK_02839	pcm	Cluster_132962
Operon1847	ALBICJPK_02840	nlpD	Cluster_46948
Operon1848	ALBICJPK_02841	rpoS	Cluster_110439
Operon1849	ALBICJPK_02842	fdxA_1	Cluster_89022
Operon1850	ALBICJPK_02843	mutS	Cluster_65378
Operon1851	ALBICJPK_02844	Unknown_Gene	Cluster_65378
Operon1851	ALBICJPK_02845	pncC	Cluster_65378
Operon1852	ALBICJPK_02846	recA	Cluster_114403
Operon1853	ALBICJPK_02847	recX	Cluster_141088
Operon1854	ALBICJPK_02848	Unknown_Gene	Cluster_77785
Operon1855	ALBICJPK_02849	Unknown_Gene	Cluster_77785
Operon1856	ALBICJPK_02850	Unknown_Gene	Cluster_52966
Operon1857	ALBICJPK_02851	Unknown_Gene	Cluster_52966
Operon1858	ALBICJPK_02852	lnrK	Cluster_68561
Operon1859	ALBICJPK_02853	dgkA	Cluster_135079
Operon1860	ALBICJPK_02854	cmpR_5	Cluster_90550
Operon1861	ALBICJPK_02855	fpr_2	Cluster_90550
Operon1862	ALBICJPK_02856	sprT	Cluster_95131
Operon1863	ALBICJPK_02857	yohC	Cluster_39863
Operon1864	ALBICJPK_02858	ttcA	Cluster_39863
Operon1864	ALBICJPK_02859	Unknown_Gene	Cluster_39863
Operon1865	ALBICJPK_02860	Unknown_Gene	Cluster_126260
Operon1865	ALBICJPK_02861	Unknown_Gene	Cluster_126260
Operon1865	ALBICJPK_02862	yfgD	Cluster_126260
Operon1866	ALBICJPK_02863	resA_1	Cluster_126260
Operon1867	ALBICJPK_02864	Unknown_Gene	Cluster_125715
Operon1867	ALBICJPK_02865	proB	Cluster_125715
Operon1868	ALBICJPK_02866	obg	Cluster_62433
Operon1869	ALBICJPK_02867	rpmA	Cluster_162618
Operon1869	ALBICJPK_02868	rplU	Cluster_162618
Operon1870	ALBICJPK_02869	ispB	Cluster_44300
Operon1871	ALBICJPK_02870	Unknown_Gene	Cluster_77781
Operon1872	ALBICJPK_02871	Unknown_Gene	Cluster_129175
Operon1873	ALBICJPK_02872	fklB_2	Cluster_127111
Operon1874	ALBICJPK_02873	Unknown_Gene	Cluster_52648
Operon1875	ALBICJPK_02874	Unknown_Gene	Cluster_116231
Operon1876	ALBICJPK_02875	Unknown_Gene	Cluster_76760
Operon1877	ALBICJPK_02876	Unknown_Gene	Cluster_40359
Operon1878	ALBICJPK_02877	Unknown_Gene	Cluster_40359
Operon1879	ALBICJPK_02878	Unknown_Gene	Cluster_134767
Operon1880	ALBICJPK_02879	Unknown_Gene	Cluster_53463
Operon1881	ALBICJPK_02880	greB_2	Cluster_137619
Operon1882	ALBICJPK_02881	gdhA	Cluster_52221
Operon1883	ALBICJPK_02882	ettA	Cluster_31358
Operon1884	ALBICJPK_02883	Unknown_Gene	Cluster_43709
Operon1885	ALBICJPK_02884	Unknown_Gene	Cluster_43709
Operon1886	ALBICJPK_02885	glyA_1	Cluster_30981
Operon1887	ALBICJPK_02886	Unknown_Gene	Cluster_43711
Operon1888	ALBICJPK_02887	Unknown_Gene	Cluster_60388
Operon1888	ALBICJPK_02888	safD	Cluster_60388
Operon1888	ALBICJPK_02889	Unknown_Gene	Cluster_60388
Operon1889	ALBICJPK_02890	lrp_3	Cluster_87555
Operon1889	ALBICJPK_02891	thrC_2	Cluster_87555
Operon1889	ALBICJPK_02892	gcvA_7	Cluster_87555
Operon1889	ALBICJPK_02893	rocC	Cluster_87555
Operon1890	ALBICJPK_02894	Unknown_Gene	Cluster_74275
Operon1891	ALBICJPK_02895	mmuM	Cluster_103471
Operon1892	ALBICJPK_02896	fliY_3	Cluster_103471
Operon1892	ALBICJPK_02897	Unknown_Gene	Cluster_103471
Operon1893	ALBICJPK_02898	Unknown_Gene	Cluster_1361
Operon1893	ALBICJPK_02899	Unknown_Gene	Cluster_1361
Operon1893	ALBICJPK_02900	hcp1_4	Cluster_1361
Operon1894	ALBICJPK_02901	Unknown_Gene	Cluster_4235
Operon1895	ALBICJPK_02902	ramA_1	Cluster_35308
Operon1895	ALBICJPK_02903	Unknown_Gene	Cluster_35308
Operon1896	ALBICJPK_02904	Unknown_Gene	Cluster_35308
Operon1897	ALBICJPK_02905	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1898	ALBICJPK_02906	Unknown_Gene	Cluster_137940
Operon1898	ALBICJPK_02907	yfcP	Cluster_137940
Operon1898	ALBICJPK_02908	yfcQ_1	Cluster_137940
Operon1898	ALBICJPK_02909	yfcQ_2	Cluster_137940
Operon1898	ALBICJPK_02910	Unknown_Gene	Cluster_137940
Operon1898	ALBICJPK_02911	papD	Cluster_137940
Operon1898	ALBICJPK_02912	papC	Cluster_137940
Operon1898	ALBICJPK_02913	papH	Cluster_137940
Operon1899	ALBICJPK_02914	smfA	Cluster_69429
Operon1900	ALBICJPK_02915	bvgA_3	Cluster_58330
Operon1901	ALBICJPK_02916	rssB_6	Cluster_58330
Operon1902	ALBICJPK_02917	bvgS_2	Cluster_60317
Operon1903	ALBICJPK_02918	Unknown_Gene	Cluster_31472
Operon1903	ALBICJPK_02919	Unknown_Gene	Cluster_31472
Operon1904	ALBICJPK_02920	hdfR_7	Cluster_116025
Operon1905	ALBICJPK_02921	Unknown_Gene	Cluster_116025
Operon1906	ALBICJPK_02922	Unknown_Gene	Cluster_1100
Operon1907	ALBICJPK_02923	Unknown_Gene	Cluster_5287
Operon1907	ALBICJPK_02924	Unknown_Gene	Cluster_5287
Operon1908	ALBICJPK_02925	Unknown_Gene	Cluster_5287
Operon1909	ALBICJPK_02926	Unknown_Gene	Cluster_144998
Operon1910	ALBICJPK_02927	Unknown_Gene	Cluster_21329
Operon1911	ALBICJPK_02928	Unknown_Gene	Cluster_576
Operon1912	ALBICJPK_02929	intA_1	Cluster_77423
Operon1913	ALBICJPK_02930	Unknown_Gene	Cluster_137362
Operon1914	ALBICJPK_02931	pilA	Cluster_53663
Operon1915	ALBICJPK_02932	epsF	Cluster_53663
Operon1915	ALBICJPK_02933	outO	Cluster_53663
Operon1915	ALBICJPK_02934	coaE	Cluster_53663
Operon1915	ALBICJPK_02935	yacG	Cluster_53663
Operon1916	ALBICJPK_02936	Unknown_Gene	Cluster_126692
Operon1917	ALBICJPK_02937	Unknown_Gene	Cluster_126692
Operon1918	ALBICJPK_02938	Unknown_Gene	Cluster_150060
Operon1919	ALBICJPK_02939	Unknown_Gene	Cluster_93731
Operon1920	ALBICJPK_02940	ndh	Cluster_127361
Operon1921	ALBICJPK_02941	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1922	ALBICJPK_02942	aroC	NO_CLUSTER_ASSOCIATION_FOUND
Operon1923	ALBICJPK_02943	hcaT	Cluster_88136
Operon1923	ALBICJPK_02944	mtnD	Cluster_88136
Operon1924	ALBICJPK_02945	Unknown_Gene	Cluster_39142
Operon1925	ALBICJPK_02946	Unknown_Gene	Cluster_39142
Operon1926	ALBICJPK_02947	Unknown_Gene	Cluster_145947
Operon1927	ALBICJPK_02948	zupT_1	Cluster_97869
Operon1928	ALBICJPK_02949	Unknown_Gene	Cluster_97869
Operon1929	ALBICJPK_02950	Unknown_Gene	Cluster_89942
Operon1930	ALBICJPK_02951	Unknown_Gene	Cluster_57221
Operon1931	ALBICJPK_02952	Unknown_Gene	Cluster_69523
Operon1932	ALBICJPK_02953	Unknown_Gene	Cluster_10037
Operon1932	ALBICJPK_02954	Unknown_Gene	Cluster_10037
Operon1933	ALBICJPK_02955	Unknown_Gene	Cluster_10037
Operon1934	ALBICJPK_02956	corA	Cluster_139618
Operon1935	ALBICJPK_02957	plsC	Cluster_60017
Operon1936	ALBICJPK_02958	fadJ_2	Cluster_60115
Operon1937	ALBICJPK_02959	Unknown_Gene	Cluster_60115
Operon1938	ALBICJPK_02960	fatA	Cluster_37845
Operon1939	ALBICJPK_02961	Unknown_Gene	Cluster_58775
Operon1940	ALBICJPK_02962	Unknown_Gene	Cluster_112587
Operon1941	ALBICJPK_02963	gltC_4	Cluster_112587
Operon1942	ALBICJPK_02964	bdcA	Cluster_104146
Operon1943	ALBICJPK_02965	dmlR_12	Cluster_104146
Operon1944	ALBICJPK_02966	Unknown_Gene	Cluster_96286
Operon1944	ALBICJPK_02967	Unknown_Gene	Cluster_96286
Operon1945	ALBICJPK_02968	Unknown_Gene	Cluster_96286
Operon1945	ALBICJPK_02969	efp	Cluster_96286
Operon1946	ALBICJPK_02970	ohrA	Cluster_88724
Operon1947	ALBICJPK_02971	ohrR	Cluster_147625
Operon1948	ALBICJPK_02972	dmlR_13	Cluster_106973
Operon1949	ALBICJPK_02973	Unknown_Gene	Cluster_106973
Operon1950	ALBICJPK_02974	yofA	Cluster_113573
Operon1951	ALBICJPK_02975	Unknown_Gene	Cluster_113573
Operon1952	ALBICJPK_02976	lptB_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon1953	ALBICJPK_02977	lgrB_2	Cluster_31178
Operon1954	ALBICJPK_02978	Unknown_Gene	Cluster_31178
Operon1955	ALBICJPK_02979	Unknown_Gene	Cluster_143507
Operon1956	ALBICJPK_02980	Unknown_Gene	Cluster_72336
Operon1957	ALBICJPK_02981	dinG_2	Cluster_72336
Operon1958	ALBICJPK_02982	ppnP	Cluster_134970
Operon1959	ALBICJPK_02983	Unknown_Gene	Cluster_152862
Operon1960	ALBICJPK_02984	ccoN1_2	Cluster_152862
Operon1960	ALBICJPK_02985	Unknown_Gene	Cluster_152862
Operon1960	ALBICJPK_02986	Unknown_Gene	Cluster_152862
Operon1960	ALBICJPK_02987	ccoP2_2	Cluster_152862
Operon1961	ALBICJPK_02988	dsbD_2	Cluster_10066
Operon1961	ALBICJPK_02989	resA_2	Cluster_10066
Operon1961	ALBICJPK_02990	dsbG	Cluster_10066
Operon1962	ALBICJPK_02991	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1963	ALBICJPK_02992	Unknown_Gene	Cluster_5643
Operon1964	ALBICJPK_02993	kpsM	Cluster_5643
Operon1965	ALBICJPK_02994	kpsT	Cluster_41861
Operon1966	ALBICJPK_02995	Unknown_Gene	Cluster_149317
Operon1966	ALBICJPK_02996	Unknown_Gene	Cluster_149317
Operon1967	ALBICJPK_02997	Unknown_Gene	Cluster_2750
Operon1967	ALBICJPK_02998	Unknown_Gene	Cluster_2750
Operon1968	ALBICJPK_02999	Unknown_Gene	Cluster_144999
Operon1968	ALBICJPK_03000	kdsA_2	Cluster_144999
Operon1968	ALBICJPK_03001	kdsB_2	Cluster_144999
Operon1969	ALBICJPK_03002	Unknown_Gene	Cluster_40297
Operon1970	ALBICJPK_03003	kpsF	Cluster_8396
Operon1971	ALBICJPK_03004	Unknown_Gene	Cluster_8396
Operon1972	ALBICJPK_03005	Unknown_Gene	Cluster_26235
Operon1972	ALBICJPK_03006	Unknown_Gene	Cluster_26235
Operon1972	ALBICJPK_03007	Unknown_Gene	Cluster_26235
