GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2071
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	OMAKBKMK_00001	fatA	Cluster_100869
Operon1586	OMAKBKMK_02446	rng	Cluster_151066
Operon1587	OMAKBKMK_02447	Unknown_Gene	Cluster_125413
Operon1587	OMAKBKMK_02448	nit1	Cluster_125413
Operon1587	OMAKBKMK_02449	tldD	Cluster_125413
Operon1588	OMAKBKMK_02450	Unknown_Gene	Cluster_80510
Operon1589	OMAKBKMK_02451	pmbA	Cluster_80510
Operon1590	OMAKBKMK_02452	Unknown_Gene	Cluster_98862
Operon1590	OMAKBKMK_02453	fumC_2	Cluster_98862
Operon1590	OMAKBKMK_02454	Unknown_Gene	Cluster_98862
Operon1590	OMAKBKMK_02455	sodB_2	Cluster_98862
Operon1590	OMAKBKMK_02456	zupT_2	Cluster_98862
Operon1591	OMAKBKMK_02457	ptsH	Cluster_131407
Operon1591	OMAKBKMK_02458	rapZ	Cluster_131407
Operon1591	OMAKBKMK_02459	ptsN	Cluster_131407
Operon1591	OMAKBKMK_02460	hpf	Cluster_131407
Operon1592	OMAKBKMK_02461	rpoN	Cluster_59828
Operon1593	OMAKBKMK_02462	lptB_3	Cluster_44073
Operon1593	OMAKBKMK_02463	lptA	Cluster_44073
Operon1593	OMAKBKMK_02464	lptC	Cluster_44073
Operon1593	OMAKBKMK_02465	kdsC	Cluster_44073
Operon1593	OMAKBKMK_02466	kdsD	Cluster_44073
Operon1594	OMAKBKMK_02467	mlaF	Cluster_44073
Operon1594	OMAKBKMK_02468	mlaE	Cluster_44073
Operon1594	OMAKBKMK_02469	mlaD	Cluster_44073
Operon1594	OMAKBKMK_02470	mlaC	Cluster_44073
Operon1594	OMAKBKMK_02471	Unknown_Gene	Cluster_44073
Operon1595	OMAKBKMK_02472	Unknown_Gene	Cluster_103709
Operon1595	OMAKBKMK_02473	murA	Cluster_103709
Operon1596	OMAKBKMK_02474	hisG	Cluster_123257
Operon1597	OMAKBKMK_02475	hisD	Cluster_92433
Operon1597	OMAKBKMK_02476	hisC_3	Cluster_92433
Operon1598	OMAKBKMK_02477	lutR_2	Cluster_108529
Operon1598	OMAKBKMK_02478	yycB_2	Cluster_108529
Operon1599	OMAKBKMK_02479	Unknown_Gene	Cluster_115645
Operon1599	OMAKBKMK_02480	Unknown_Gene	Cluster_115645
Operon1600	OMAKBKMK_02481	yejK	Cluster_19548
Operon1601	OMAKBKMK_02482	hupB_2	Cluster_19548
Operon1602	OMAKBKMK_02483	rlmF	Cluster_109694
Operon1603	OMAKBKMK_02484	valS	Cluster_90711
Operon1604	OMAKBKMK_02485	Unknown_Gene	Cluster_152503
Operon1604	OMAKBKMK_02486	holC	Cluster_152503
Operon1605	OMAKBKMK_02487	pepA	Cluster_34091
Operon1606	OMAKBKMK_02488	lptF	Cluster_34091
Operon1606	OMAKBKMK_02489	lptG	Cluster_34091
Operon1607	OMAKBKMK_02490	Unknown_Gene	Cluster_123643
Operon1608	OMAKBKMK_02491	cspA_1	Cluster_23686
Operon1609	OMAKBKMK_02492	gcvT_2	Cluster_78885
Operon1609	OMAKBKMK_02493	sdaA	Cluster_78885
Operon1610	OMAKBKMK_02494	gcvP_2	Cluster_36696
Operon1610	OMAKBKMK_02495	gcvH_2	Cluster_36696
Operon1611	OMAKBKMK_02496	gltS	Cluster_5773
Operon1612	OMAKBKMK_02497	Unknown_Gene	Cluster_5773
Operon1612	OMAKBKMK_02498	imm_2	Cluster_5773
Operon1613	OMAKBKMK_02499	tyrR_1	Cluster_84109
Operon1614	OMAKBKMK_02500	Unknown_Gene	Cluster_149506
Operon1615	OMAKBKMK_02501	arcC1	Cluster_88298
Operon1616	OMAKBKMK_02502	arcB	Cluster_139373
Operon1617	OMAKBKMK_02503	arcA	Cluster_166243
Operon1617	OMAKBKMK_02504	arcD_1	Cluster_166243
Operon1618	OMAKBKMK_02505	arcD_2	Cluster_15894
Operon1619	OMAKBKMK_02506	ybaN_1	Cluster_151040
Operon1620	OMAKBKMK_02507	pigA	Cluster_60101
Operon1621	OMAKBKMK_02508	hemR	Cluster_91368
Operon1622	OMAKBKMK_02509	fecR_3	Cluster_124002
Operon1623	OMAKBKMK_02510	Unknown_Gene	Cluster_50355
Operon1624	OMAKBKMK_02511	gapA	Cluster_39218
Operon1625	OMAKBKMK_02512	edd	Cluster_39218
Operon1625	OMAKBKMK_02513	glk	Cluster_39218
Operon1626	OMAKBKMK_02514	ompR_3	Cluster_142154
Operon1626	OMAKBKMK_02515	sasA_10	Cluster_142154
Operon1627	OMAKBKMK_02516	yihS	Cluster_108313
Operon1628	OMAKBKMK_02517	Unknown_Gene	Cluster_111931
Operon1629	OMAKBKMK_02518	melD_1	Cluster_62524
Operon1629	OMAKBKMK_02519	ngcG_1	Cluster_62524
Operon1629	OMAKBKMK_02520	ugpC_1	Cluster_62524
Operon1629	OMAKBKMK_02521	oprB_2	Cluster_62524
Operon1630	OMAKBKMK_02522	yeaD_2	Cluster_104653
Operon1631	OMAKBKMK_02523	hexR_2	Cluster_58143
Operon1632	OMAKBKMK_02524	zwf_2	Cluster_58143
Operon1632	OMAKBKMK_02525	pgl_1	Cluster_58143
Operon1632	OMAKBKMK_02526	eda	Cluster_58143
Operon1633	OMAKBKMK_02527	leuA	Cluster_18836
Operon1634	OMAKBKMK_02528	Unknown_Gene	Cluster_53750
Operon1634	OMAKBKMK_02529	xseA	Cluster_53750
Operon1635	OMAKBKMK_02530	Unknown_Gene	Cluster_53750
Operon1636	OMAKBKMK_02531	guaB	Cluster_126014
Operon1637	OMAKBKMK_02532	guaA	Cluster_98828
Operon1638	OMAKBKMK_02533	Unknown_Gene	Cluster_32180
Operon1638	OMAKBKMK_02534	Unknown_Gene	Cluster_32180
Operon1639	OMAKBKMK_02535	Unknown_Gene	Cluster_58117
Operon1640	OMAKBKMK_02536	mco	Cluster_58117
Operon1640	OMAKBKMK_02537	tadA_1	Cluster_58117
Operon1641	OMAKBKMK_02538	mltF_3	Cluster_51593
Operon1642	OMAKBKMK_02539	purL	Cluster_51593
Operon1642	OMAKBKMK_02540	Unknown_Gene	Cluster_51593
Operon1643	OMAKBKMK_02541	tatC_2	Cluster_86506
Operon1643	OMAKBKMK_02542	tatB_2	Cluster_86506
Operon1643	OMAKBKMK_02543	tatA_2	Cluster_86506
Operon1644	OMAKBKMK_02544	Unknown_Gene	Cluster_86506
Operon1645	OMAKBKMK_02545	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1646	OMAKBKMK_02546	Unknown_Gene	Cluster_6808
Operon1646	OMAKBKMK_02547	Unknown_Gene	Cluster_6808
Operon1646	OMAKBKMK_02548	gspD2	Cluster_6808
Operon1646	OMAKBKMK_02549	epsE	Cluster_6808
Operon1646	OMAKBKMK_02550	gspF_2	Cluster_6808
Operon1646	OMAKBKMK_02551	epsG	Cluster_6808
Operon1646	OMAKBKMK_02552	Unknown_Gene	Cluster_6808
Operon1646	OMAKBKMK_02553	Unknown_Gene	Cluster_6808
Operon1646	OMAKBKMK_02554	Unknown_Gene	Cluster_6808
Operon1646	OMAKBKMK_02555	Unknown_Gene	Cluster_6808
Operon1646	OMAKBKMK_02556	Unknown_Gene	Cluster_6808
Operon1646	OMAKBKMK_02557	Unknown_Gene	Cluster_6808
Operon1647	OMAKBKMK_02558	shlA	Cluster_50356
Operon1647	OMAKBKMK_02559	shlB	Cluster_50356
Operon1648	OMAKBKMK_02560	Unknown_Gene	Cluster_98861
Operon1648	OMAKBKMK_02561	nudC_1	Cluster_98861
Operon1649	OMAKBKMK_02562	nudL	Cluster_98861
Operon1649	OMAKBKMK_02563	yrdA_2	Cluster_98861
Operon1649	OMAKBKMK_02564	Unknown_Gene	Cluster_98861
Operon1650	OMAKBKMK_02565	Unknown_Gene	Cluster_147045
Operon1651	OMAKBKMK_02566	purT	Cluster_132956
Operon1652	OMAKBKMK_02567	yhjE	Cluster_36254
Operon1653	OMAKBKMK_02568	Unknown_Gene	Cluster_31650
Operon1653	OMAKBKMK_02569	Unknown_Gene	Cluster_31650
Operon1654	OMAKBKMK_02570	ffh	Cluster_31650
Operon1655	OMAKBKMK_02571	rpsP	Cluster_47584
Operon1655	OMAKBKMK_02572	rimM	Cluster_47584
Operon1655	OMAKBKMK_02573	trmD	Cluster_47584
Operon1655	OMAKBKMK_02574	rplS	Cluster_47584
Operon1656	OMAKBKMK_02575	Unknown_Gene	Cluster_119895
Operon1657	OMAKBKMK_02576	nhaP2_2	Cluster_139617
Operon1658	OMAKBKMK_02577	xerD	Cluster_139617
Operon1659	OMAKBKMK_02578	dsbC	Cluster_81021
Operon1660	OMAKBKMK_02579	hom	Cluster_128660
Operon1661	OMAKBKMK_02580	thrC	Cluster_75384
Operon1662	OMAKBKMK_02581	Unknown_Gene	Cluster_98831
Operon1663	OMAKBKMK_02582	Unknown_Gene	Cluster_131628
Operon1664	OMAKBKMK_02583	Unknown_Gene	Cluster_94616
Operon1664	OMAKBKMK_02584	smtB	Cluster_94616
Operon1665	OMAKBKMK_02585	yaeQ	Cluster_94616
Operon1665	OMAKBKMK_02586	recJ	Cluster_94616
Operon1666	OMAKBKMK_02587	Unknown_Gene	Cluster_88019
Operon1667	OMAKBKMK_02588	Unknown_Gene	Cluster_14799
Operon1668	OMAKBKMK_02589	namA_1	Cluster_14799
Operon1669	OMAKBKMK_02590	Unknown_Gene	Cluster_17306
Operon1670	OMAKBKMK_02591	prr	Cluster_47318
Operon1671	OMAKBKMK_02592	Unknown_Gene	Cluster_47318
Operon1672	OMAKBKMK_02593	Unknown_Gene	Cluster_96797
Operon1672	OMAKBKMK_02594	Unknown_Gene	Cluster_96797
Operon1672	OMAKBKMK_02595	wspC	Cluster_96797
Operon1672	OMAKBKMK_02596	Unknown_Gene	Cluster_96797
Operon1672	OMAKBKMK_02597	rcsC_8	Cluster_96797
Operon1672	OMAKBKMK_02598	cheB_2	Cluster_96797
Operon1673	OMAKBKMK_02599	cheB_3	Cluster_153230
Operon1674	OMAKBKMK_02600	prfB	Cluster_37692
Operon1675	OMAKBKMK_02601	lysS	Cluster_124746
Operon1676	OMAKBKMK_02602	Unknown_Gene	Cluster_95328
Operon1676	OMAKBKMK_02603	Unknown_Gene	Cluster_95328
Operon1677	OMAKBKMK_02604	Unknown_Gene	Cluster_135720
Operon1677	OMAKBKMK_02605	Unknown_Gene	Cluster_135720
Operon1677	OMAKBKMK_02606	Unknown_Gene	Cluster_135720
Operon1678	OMAKBKMK_02607	pal_5	Cluster_154019
Operon1679	OMAKBKMK_02608	Unknown_Gene	Cluster_38004
Operon1680	OMAKBKMK_02609	Unknown_Gene	Cluster_72689
Operon1681	OMAKBKMK_02610	ppc	Cluster_72689
Operon1682	OMAKBKMK_02611	adk	Cluster_41435
Operon1683	OMAKBKMK_02612	tsaB	Cluster_124112
Operon1684	OMAKBKMK_02613	Unknown_Gene	Cluster_95058
Operon1684	OMAKBKMK_02614	Unknown_Gene	Cluster_95058
Operon1684	OMAKBKMK_02615	Unknown_Gene	Cluster_95058
Operon1684	OMAKBKMK_02616	Unknown_Gene	Cluster_95058
Operon1685	OMAKBKMK_02617	Unknown_Gene	Cluster_114226
Operon1686	OMAKBKMK_02618	rsmJ	Cluster_114226
Operon1687	OMAKBKMK_02619	Unknown_Gene	Cluster_107880
Operon1688	OMAKBKMK_02620	Unknown_Gene	Cluster_67720
Operon1689	OMAKBKMK_02621	mdtA_3	Cluster_67720
Operon1689	OMAKBKMK_02622	mdtB_2	Cluster_67720
Operon1690	OMAKBKMK_02623	Unknown_Gene	Cluster_166497
Operon1690	OMAKBKMK_02624	Unknown_Gene	Cluster_166497
Operon1691	OMAKBKMK_02625	plsB	Cluster_48797
Operon1692	OMAKBKMK_02626	cspA_2	Cluster_48797
Operon1693	OMAKBKMK_02627	Unknown_Gene	Cluster_112305
Operon1693	OMAKBKMK_02628	rlmA	Cluster_112305
Operon1693	OMAKBKMK_02629	dapE	Cluster_112305
Operon1694	OMAKBKMK_02630	Unknown_Gene	Cluster_94611
Operon1695	OMAKBKMK_02631	tcdA	Cluster_94611
Operon1696	OMAKBKMK_02632	sufE	Cluster_129473
Operon1696	OMAKBKMK_02633	csdA	Cluster_129473
Operon1697	OMAKBKMK_02634	dapD	Cluster_159768
Operon1697	OMAKBKMK_02635	yffB	Cluster_159768
Operon1698	OMAKBKMK_02636	nhaK	Cluster_36695
Operon1699	OMAKBKMK_02637	dapL	Cluster_168590
Operon1699	OMAKBKMK_02638	glnD	Cluster_168590
Operon1699	OMAKBKMK_02639	map_2	Cluster_168590
Operon1700	OMAKBKMK_02640	rpsB	Cluster_31389
Operon1701	OMAKBKMK_02641	tsf	Cluster_65367
Operon1702	OMAKBKMK_02642	pyrH	Cluster_67110
Operon1702	OMAKBKMK_02643	frr	Cluster_67110
Operon1702	OMAKBKMK_02644	ispU	Cluster_67110
Operon1702	OMAKBKMK_02645	cdsA	Cluster_67110
Operon1702	OMAKBKMK_02646	dxr	Cluster_67110
Operon1703	OMAKBKMK_02647	rseP	Cluster_145354
Operon1704	OMAKBKMK_02648	bamA_1	Cluster_137858
Operon1704	OMAKBKMK_02649	Unknown_Gene	Cluster_137858
Operon1704	OMAKBKMK_02650	lpxD_2	Cluster_137858
Operon1705	OMAKBKMK_02651	fabZ	Cluster_106679
Operon1705	OMAKBKMK_02652	lpxA	Cluster_106679
Operon1705	OMAKBKMK_02653	lpxB	Cluster_106679
Operon1705	OMAKBKMK_02654	rnhB	Cluster_106679
Operon1706	OMAKBKMK_02655	dnaE	Cluster_124744
Operon1707	OMAKBKMK_02656	accA	Cluster_111408
Operon1708	OMAKBKMK_02657	tilS	Cluster_150312
Operon1709	OMAKBKMK_02658	pyrG	Cluster_37547
Operon1710	OMAKBKMK_02659	eno	Cluster_61516
Operon1711	OMAKBKMK_02660	ftsB	Cluster_76910
Operon1711	OMAKBKMK_02661	ispD	Cluster_76910
Operon1712	OMAKBKMK_02662	dmlR_8	Cluster_112076
Operon1713	OMAKBKMK_02663	frmA	Cluster_112076
Operon1713	OMAKBKMK_02664	yeiG	Cluster_112076
Operon1714	OMAKBKMK_02665	ispF	Cluster_87085
Operon1714	OMAKBKMK_02666	truD	Cluster_87085
Operon1714	OMAKBKMK_02667	surE	Cluster_87085
Operon1714	OMAKBKMK_02668	pcm	Cluster_87085
Operon1715	OMAKBKMK_02669	nlpD	Cluster_65475
Operon1716	OMAKBKMK_02670	rpoS	Cluster_110809
Operon1717	OMAKBKMK_02671	fdxA	Cluster_89022
Operon1718	OMAKBKMK_02672	mutS	Cluster_85038
Operon1719	OMAKBKMK_02673	prtR_2	Cluster_85038
Operon1720	OMAKBKMK_02674	Unknown_Gene	Cluster_59091
Operon1721	OMAKBKMK_02675	pncC_1	Cluster_112763
Operon1722	OMAKBKMK_02676	recA	Cluster_114323
Operon1723	OMAKBKMK_02677	recX	Cluster_144339
Operon1724	OMAKBKMK_02678	Unknown_Gene	Cluster_31736
Operon1725	OMAKBKMK_02679	Unknown_Gene	Cluster_31736
Operon1726	OMAKBKMK_02680	Unknown_Gene	Cluster_51358
Operon1727	OMAKBKMK_02681	Unknown_Gene	Cluster_51358
Operon1728	OMAKBKMK_02682	lnrK	Cluster_69164
Operon1729	OMAKBKMK_02683	dgkA	Cluster_135965
Operon1730	OMAKBKMK_02684	cmpR_5	Cluster_79945
Operon1731	OMAKBKMK_02685	fpr_2	Cluster_79945
Operon1732	OMAKBKMK_02686	trmO	Cluster_102235
Operon1732	OMAKBKMK_02687	Unknown_Gene	Cluster_102235
Operon1732	OMAKBKMK_02688	rluF	Cluster_102235
Operon1733	OMAKBKMK_02689	yjaB	Cluster_127832
Operon1734	OMAKBKMK_02690	rimO	Cluster_47320
Operon1735	OMAKBKMK_02691	kup	Cluster_47320
Operon1736	OMAKBKMK_02692	Unknown_Gene	Cluster_44341
Operon1736	OMAKBKMK_02693	Unknown_Gene	Cluster_44341
Operon1737	OMAKBKMK_02694	Unknown_Gene	Cluster_92893
Operon1738	OMAKBKMK_02695	Unknown_Gene	Cluster_92277
Operon1739	OMAKBKMK_02696	Unknown_Gene	Cluster_54697
Operon1740	OMAKBKMK_02697	dinB	Cluster_54697
Operon1741	OMAKBKMK_02698	Unknown_Gene	Cluster_77813
Operon1741	OMAKBKMK_02699	proS	Cluster_77813
Operon1742	OMAKBKMK_02700	oprD_5	Cluster_3024
Operon1743	OMAKBKMK_02701	Unknown_Gene	Cluster_3024
Operon1743	OMAKBKMK_02702	slyX	Cluster_3024
Operon1744	OMAKBKMK_02703	Unknown_Gene	Cluster_35580
Operon1745	OMAKBKMK_02704	dps	Cluster_35580
Operon1746	OMAKBKMK_02705	Unknown_Gene	Cluster_64185
Operon1747	OMAKBKMK_02706	Unknown_Gene	Cluster_121902
Operon1748	OMAKBKMK_02707	aspS	Cluster_120361
Operon1749	OMAKBKMK_02708	pmpR_1	Cluster_107373
Operon1750	OMAKBKMK_02709	ruvC	Cluster_61306
Operon1751	OMAKBKMK_02710	ruvA	Cluster_110407
Operon1751	OMAKBKMK_02711	ruvB_1	Cluster_110407
Operon1752	OMAKBKMK_02712	ybgC	Cluster_99361
Operon1752	OMAKBKMK_02713	tolQ_3	Cluster_99361
Operon1752	OMAKBKMK_02714	exbD_2	Cluster_99361
Operon1752	OMAKBKMK_02715	Unknown_Gene	Cluster_99361
Operon1752	OMAKBKMK_02716	tolB	Cluster_99361
Operon1753	OMAKBKMK_02717	pal_6	Cluster_150153
Operon1754	OMAKBKMK_02718	cpoB	Cluster_59340
Operon1755	OMAKBKMK_02719	queE	Cluster_71029
Operon1755	OMAKBKMK_02720	queC	Cluster_71029
Operon1756	OMAKBKMK_02721	Unknown_Gene	Cluster_143559
Operon1757	OMAKBKMK_02722	Unknown_Gene	Cluster_135267
Operon1758	OMAKBKMK_02723	mcpU_1	Cluster_141310
Operon1759	OMAKBKMK_02724	puuP_1	Cluster_9152
Operon1760	OMAKBKMK_02725	ydgA	Cluster_9152
Operon1761	OMAKBKMK_02726	nadA	Cluster_32441
Operon1762	OMAKBKMK_02727	bepA_2	Cluster_103143
Operon1763	OMAKBKMK_02728	tusA_1	Cluster_103143
Operon1763	OMAKBKMK_02729	Unknown_Gene	Cluster_103143
Operon1764	OMAKBKMK_02730	bcp_1	Cluster_40670
Operon1764	OMAKBKMK_02731	gcvR	Cluster_40670
Operon1765	OMAKBKMK_02732	dapA_1	Cluster_40670
Operon1765	OMAKBKMK_02733	bamC	Cluster_40670
Operon1765	OMAKBKMK_02734	yycJ	Cluster_40670
Operon1765	OMAKBKMK_02735	purC	Cluster_40670
Operon1766	OMAKBKMK_02736	Unknown_Gene	Cluster_117338
Operon1767	OMAKBKMK_02737	Unknown_Gene	Cluster_20298
Operon1768	OMAKBKMK_02738	Unknown_Gene	Cluster_15177
Operon1769	OMAKBKMK_02739	Unknown_Gene	Cluster_5869
Operon1770	OMAKBKMK_02740	Unknown_Gene	Cluster_16787
Operon1771	OMAKBKMK_02741	talB	Cluster_47306
Operon1771	OMAKBKMK_02742	xylB_1	Cluster_47306
Operon1772	OMAKBKMK_02743	purR_1	Cluster_47306
Operon1773	OMAKBKMK_02744	rbtD	Cluster_72455
Operon1774	OMAKBKMK_02745	Unknown_Gene	Cluster_52378
Operon1775	OMAKBKMK_02746	mqo_2	Cluster_27558
Operon1776	OMAKBKMK_02747	Unknown_Gene	Cluster_127831
Operon1777	OMAKBKMK_02748	namA_2	Cluster_127831
Operon1778	OMAKBKMK_02749	dadA1_2	Cluster_151074
Operon1778	OMAKBKMK_02750	Unknown_Gene	Cluster_151074
Operon1779	OMAKBKMK_02751	dapA_2	Cluster_149774
Operon1780	OMAKBKMK_02752	proR	Cluster_141348
Operon1781	OMAKBKMK_02753	yveA	Cluster_34982
Operon1782	OMAKBKMK_02754	rhaS_4	Cluster_34982
Operon1783	OMAKBKMK_02755	hdfR_4	Cluster_90100
Operon1784	OMAKBKMK_02756	moaB_1	Cluster_90100
Operon1785	OMAKBKMK_02757	Unknown_Gene	Cluster_28794
Operon1785	OMAKBKMK_02758	moaA_2	Cluster_28794
Operon1786	OMAKBKMK_02759	ydeP_2	Cluster_28794
Operon1787	OMAKBKMK_02760	decR_4	Cluster_93651
Operon1788	OMAKBKMK_02761	metC	Cluster_93651
Operon1789	OMAKBKMK_02762	Unknown_Gene	Cluster_105196
Operon1790	OMAKBKMK_02763	Unknown_Gene	Cluster_105196
Operon1791	OMAKBKMK_02764	rnd	Cluster_122546
Operon1791	OMAKBKMK_02765	ycgL	Cluster_122546
Operon1792	OMAKBKMK_02766	ghrA	Cluster_132338
Operon1793	OMAKBKMK_02767	Unknown_Gene	Cluster_65780
Operon1793	OMAKBKMK_02768	Unknown_Gene	Cluster_65780
Operon1794	OMAKBKMK_02769	Unknown_Gene	Cluster_106247
Operon1795	OMAKBKMK_02770	Unknown_Gene	Cluster_88860
Operon1796	OMAKBKMK_02771	Unknown_Gene	Cluster_94211
Operon1797	OMAKBKMK_02772	Unknown_Gene	Cluster_94211
Operon1798	OMAKBKMK_02773	Unknown_Gene	Cluster_165031
Operon1798	OMAKBKMK_02774	dapb1	Cluster_165031
Operon1799	OMAKBKMK_02775	Unknown_Gene	Cluster_129479
Operon1799	OMAKBKMK_02776	yafJ	Cluster_129479
Operon1799	OMAKBKMK_02777	Unknown_Gene	Cluster_129479
Operon1800	OMAKBKMK_02778	gltR_2	Cluster_96763
Operon1801	OMAKBKMK_02779	nanT_2	Cluster_96763
Operon1801	OMAKBKMK_02780	pxpA3	Cluster_96763
Operon1801	OMAKBKMK_02781	pxpB	Cluster_96763
Operon1801	OMAKBKMK_02782	pxpC_1	Cluster_96763
Operon1802	OMAKBKMK_02783	Unknown_Gene	Cluster_95305
Operon1802	OMAKBKMK_02784	Unknown_Gene	Cluster_95305
Operon1803	OMAKBKMK_02785	Unknown_Gene	Cluster_94614
Operon1804	OMAKBKMK_02786	cysK	Cluster_94614
Operon1805	OMAKBKMK_02787	Unknown_Gene	Cluster_73731
Operon1806	OMAKBKMK_02788	Unknown_Gene	Cluster_18684
Operon1807	OMAKBKMK_02789	Unknown_Gene	Cluster_76909
Operon1808	OMAKBKMK_02790	Unknown_Gene	Cluster_19904
Operon1809	OMAKBKMK_02791	pobB_2	Cluster_30496
Operon1809	OMAKBKMK_02792	Unknown_Gene	Cluster_30496
Operon1809	OMAKBKMK_02793	Unknown_Gene	Cluster_30496
Operon1809	OMAKBKMK_02794	Unknown_Gene	Cluster_30496
Operon1809	OMAKBKMK_02795	gbsA_2	Cluster_30496
Operon1809	OMAKBKMK_02796	nadX	Cluster_30496
Operon1809	OMAKBKMK_02797	ilvG	Cluster_30496
Operon1809	OMAKBKMK_02798	fabG_2	Cluster_30496
Operon1809	OMAKBKMK_02799	pcaR_2	Cluster_30496
Operon1809	OMAKBKMK_02800	menH_2	Cluster_30496
Operon1809	OMAKBKMK_02801	Unknown_Gene	Cluster_30496
Operon1809	OMAKBKMK_02802	pldh-t	Cluster_30496
Operon1809	OMAKBKMK_02803	ribX_1	Cluster_30496
Operon1809	OMAKBKMK_02804	ribY	Cluster_30496
Operon1809	OMAKBKMK_02805	btuD_5	Cluster_30496
Operon1810	OMAKBKMK_02806	Unknown_Gene	Cluster_116378
Operon1811	OMAKBKMK_02807	aceK	Cluster_116378
Operon1812	OMAKBKMK_02808	Unknown_Gene	Cluster_94617
Operon1813	OMAKBKMK_02809	cvfB	Cluster_94617
Operon1814	OMAKBKMK_02810	Unknown_Gene	Cluster_109214
Operon1815	OMAKBKMK_02811	quiC	Cluster_44817
Operon1816	OMAKBKMK_02812	Unknown_Gene	Cluster_44817
Operon1817	OMAKBKMK_02813	Unknown_Gene	Cluster_80708
Operon1817	OMAKBKMK_02814	def_2	Cluster_80708
Operon1818	OMAKBKMK_02815	Unknown_Gene	Cluster_36908
Operon1819	OMAKBKMK_02816	Unknown_Gene	Cluster_36908
Operon1820	OMAKBKMK_02817	ptsJ	Cluster_133794
Operon1821	OMAKBKMK_02818	thadh	Cluster_133794
Operon1822	OMAKBKMK_02819	Unknown_Gene	Cluster_32442
Operon1823	OMAKBKMK_02820	Unknown_Gene	Cluster_132340
Operon1824	OMAKBKMK_02821	Unknown_Gene	Cluster_99504
Operon1824	OMAKBKMK_02822	Unknown_Gene	Cluster_99504
Operon1824	OMAKBKMK_02823	Unknown_Gene	Cluster_99504
Operon1824	OMAKBKMK_02824	Unknown_Gene	Cluster_99504
Operon1825	OMAKBKMK_02825	phaJ	Cluster_166503
Operon1825	OMAKBKMK_02826	Unknown_Gene	Cluster_166503
Operon1826	OMAKBKMK_02827	fadD_1	Cluster_55868
Operon1827	OMAKBKMK_02828	fadD_2	Cluster_31673
Operon1828	OMAKBKMK_02829	puuB_4	Cluster_168839
Operon1828	OMAKBKMK_02830	puuA_4	Cluster_168839
Operon1829	OMAKBKMK_02831	Unknown_Gene	Cluster_16293
Operon1830	OMAKBKMK_02832	Unknown_Gene	Cluster_86509
Operon1831	OMAKBKMK_02833	Unknown_Gene	Cluster_40412
Operon1832	OMAKBKMK_02834	Unknown_Gene	Cluster_40412
Operon1833	OMAKBKMK_02835	Unknown_Gene	Cluster_143672
Operon1834	OMAKBKMK_02836	ppiA	Cluster_154107
Operon1834	OMAKBKMK_02837	tgnD_1	Cluster_154107
Operon1834	OMAKBKMK_02838	yhaJ_2	Cluster_154107
Operon1835	OMAKBKMK_02839	Unknown_Gene	Cluster_154107
Operon1836	OMAKBKMK_02840	azoR	Cluster_107923
Operon1837	OMAKBKMK_02841	bioP	Cluster_63735
Operon1837	OMAKBKMK_02842	Unknown_Gene	Cluster_63735
Operon1838	OMAKBKMK_02843	ybdG	Cluster_113536
Operon1839	OMAKBKMK_02844	rhpA	Cluster_113536
Operon1840	OMAKBKMK_02845	Unknown_Gene	Cluster_70646
Operon1841	OMAKBKMK_02846	hcaB_3	Cluster_70646
Operon1842	OMAKBKMK_02847	Unknown_Gene	Cluster_72474
Operon1842	OMAKBKMK_02848	Unknown_Gene	Cluster_72474
Operon1843	OMAKBKMK_02849	Unknown_Gene	Cluster_133128
Operon1844	OMAKBKMK_02850	Unknown_Gene	Cluster_113494
Operon1845	OMAKBKMK_02851	Unknown_Gene	Cluster_112603
Operon1846	OMAKBKMK_02852	gltR_3	Cluster_112603
Operon1847	OMAKBKMK_02853	opuE	Cluster_89728
Operon1848	OMAKBKMK_02854	gbuA	Cluster_50832
Operon1849	OMAKBKMK_02855	cmpR_6	Cluster_50832
Operon1850	OMAKBKMK_02856	aer_1	Cluster_91309
Operon1851	OMAKBKMK_02857	Unknown_Gene	Cluster_134504
Operon1852	OMAKBKMK_02858	Unknown_Gene	Cluster_22739
Operon1853	OMAKBKMK_02859	Unknown_Gene	Cluster_22739
Operon1854	OMAKBKMK_02860	prsE_4	Cluster_138297
Operon1854	OMAKBKMK_02861	apxIB_2	Cluster_138297
Operon1855	OMAKBKMK_02862	bepC_2	Cluster_12995
Operon1856	OMAKBKMK_02863	Unknown_Gene	Cluster_12995
Operon1857	OMAKBKMK_02864	ybaN_2	Cluster_44531
Operon1857	OMAKBKMK_02865	Unknown_Gene	Cluster_44531
Operon1858	OMAKBKMK_02866	recQ	Cluster_44531
Operon1859	OMAKBKMK_02867	slyA_2	Cluster_88857
Operon1860	OMAKBKMK_02868	bamA_2	Cluster_141304
Operon1861	OMAKBKMK_02869	Unknown_Gene	Cluster_141304
Operon1862	OMAKBKMK_02870	Unknown_Gene	Cluster_156636
Operon1862	OMAKBKMK_02871	Unknown_Gene	Cluster_156636
Operon1863	OMAKBKMK_02872	lpxH_1	Cluster_98598
Operon1864	OMAKBKMK_02873	Unknown_Gene	Cluster_80677
